,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
2387,2020-10-18,VAN,Flanders,14,309,59,21,1,21,12,Antwerpen
2388,2020-10-18,BRU,Brussels,15,498,90,54,10,51,16,Brussels
2389,2020-10-18,WHT,Wallonia,14,427,59,34,0,45,9,Hainaut
2390,2020-10-18,VLI,Flanders,7,71,18,5,2,11,4,Limburg
2391,2020-10-18,WLG,Wallonia,12,494,70,33,2,54,14,Liège
2392,2020-10-18,WLX,Wallonia,3,67,11,5,0,9,2,Luxembourg
2393,2020-10-18,WNA,Wallonia,6,129,25,12,0,16,4,Namur
2394,2020-10-18,VOV,Flanders,14,223,42,17,0,23,10,OostVlaanderen
2395,2020-10-18,VBR,Flanders,6,68,7,2,0,8,1,VlaamsBrabant
2396,2020-10-18,WBR,Wallonia,2,38,7,0,0,6,0,BrabantWallon
2397,2020-10-18,VWV,Flanders,11,173,24,12,0,19,11,WestVlaanderen
2398,2020-10-19,VAN,Flanders,14,327,63,27,1,16,3,Antwerpen
2399,2020-10-19,BRU,Brussels,15,565,97,57,11,72,18,Brussels
2400,2020-10-19,WHT,Wallonia,14,455,65,31,0,51,15,Hainaut
2401,2020-10-19,VLI,Flanders,7,79,19,5,2,6,3,Limburg
2402,2020-10-19,WLG,Wallonia,12,575,79,32,5,38,2,Liège
2403,2020-10-19,WLX,Wallonia,3,72,12,6,0,6,2,Luxembourg
2404,2020-10-19,WNA,Wallonia,6,157,24,17,1,27,1,Namur
2405,2020-10-19,VOV,Flanders,14,240,45,17,0,18,5,OostVlaanderen
2406,2020-10-19,VBR,Flanders,6,74,10,4,1,7,1,VlaamsBrabant
2407,2020-10-19,WBR,Wallonia,2,46,7,1,0,6,0,BrabantWallon
2408,2020-10-19,VWV,Flanders,11,183,25,12,0,16,7,WestVlaanderen
2409,2020-10-20,VAN,Flanders,14,334,63,31,2,28,34,Antwerpen
2410,2020-10-20,BRU,Brussels,15,603,103,66,13,91,52,Brussels
2411,2020-10-20,WHT,Wallonia,14,501,71,42,2,69,37,Hainaut
2412,2020-10-20,VLI,Flanders,7,91,20,5,2,15,4,Limburg
2413,2020-10-20,WLG,Wallonia,12,596,87,39,3,70,41,Liège
2414,2020-10-20,WLX,Wallonia,3,82,17,8,0,10,11,Luxembourg
2415,2020-10-20,WNA,Wallonia,6,160,24,16,1,21,18,Namur
2416,2020-10-20,VOV,Flanders,14,257,49,21,0,31,30,OostVlaanderen
2417,2020-10-20,VBR,Flanders,6,85,13,5,1,19,9,VlaamsBrabant
2418,2020-10-20,WBR,Wallonia,2,56,9,2,0,13,7,BrabantWallon
2419,2020-10-20,VWV,Flanders,11,204,30,13,0,44,19,WestVlaanderen
