,NIS3,DATE,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
9815,52,2021-02-02,79,Charleroi,52000,396639,0.2
4762,34,2021-02-02,65,Courtrai,34000,290706,0.22
17212,91,2021-02-02,21,Dinant,91000,111008,0.19
3903,32,2021-02-02,39,Dixmude,32000,51525,0.76
7667,43,2021-02-02,20,Eeklo,43000,85235,0.23
6417,38,2021-02-02,10,Furnes,38000,61657,0.16
8120,44,2021-02-02,95,Gand,44000,560522,0.17
2168,23,2021-02-02,202,Hal-Vilvorde,23000,637441,0.32
14091,71,2021-02-02,99,Hasselt,71000,418496,0.24
12339,61,2021-02-02,10,Huy,61000,113409,0.09
11939,58,2021-02-02,37,La Louvière,58000,141060,0.26
12799,62,2021-02-02,100,Liège,62000,624422,0.16
2621,24,2021-02-02,66,Louvain,24000,508734,0.13
14540,72,2021-02-02,59,Maaseik,72000,251589,0.23
783,12,2021-02-02,39,Malines,12000,344818,0.11
16110,83,2021-02-02,8,Marche-en-Famenne,83000,56476,0.14
10259,53,2021-02-02,63,Mons,53000,258999,0.24
17650,92,2021-02-02,56,Namur,92000,316962,0.18
16473,84,2021-02-02,5,Neufchâteau,84000,63375,0.08
3079,25,2021-02-02,107,Nivelles,25000,403599,0.27
5204,35,2021-02-02,47,Ostende,35000,157200,0.3
18014,93,2021-02-02,14,Philippeville,93000,66355,0.21
5646,36,2021-02-02,30,Roulers,36000,153315,0.2
8976,46,2021-02-02,47,Saint-Nicolas,46000,252523,0.19
10670,55,2021-02-02,15,Soignies,55000,104533,0.14
7292,42,2021-02-02,88,Termonde,42000,201213,0.44
11064,56,2021-02-02,12,Thuin,56000,91678,0.13
6055,37,2021-02-02,9,Tielt,37000,92905,0.1
14987,73,2021-02-02,32,Tongres,73000,203963,0.16
11513,57,2021-02-02,62,Tournai,57000,223417,0.28
1241,13,2021-02-02,25,Turnhout,13000,461867,0.05
13242,63,2021-02-02,36,Verviers,63000,287772,0.13
16817,85,2021-02-02,12,Virton,85000,53751,0.22
13630,64,2021-02-02,12,Waremme,64000,81389,0.15
4314,33,2021-02-02,23,Ypres,33000,106279,0.22
6854,41,2021-02-03,55,Alost,41000,291229,0.19
338,11,2021-02-03,166,Anvers,11000,1051301,0.16
15374,81,2021-02-03,24,Arlon,81000,62623,0.38
9374,51,2021-02-03,8,Ath,51000,127915,0.06
8529,45,2021-02-03,12,Audenarde,45000,124342,0.1
15733,82,2021-02-03,4,Bastogne,82000,48413,0.08
3525,31,2021-02-03,40,Bruges,31000,282209,0.14
1706,21,2021-02-03,241,Bruxelles-Capitale,21000,1208542,0.2
9816,52,2021-02-03,83,Charleroi,52000,396639,0.21
4763,34,2021-02-03,76,Courtrai,34000,290706,0.26
17213,91,2021-02-03,32,Dinant,91000,111008,0.29
3904,32,2021-02-03,23,Dixmude,32000,51525,0.45
7668,43,2021-02-03,10,Eeklo,43000,85235,0.12
6418,38,2021-02-03,11,Furnes,38000,61657,0.18
8121,44,2021-02-03,116,Gand,44000,560522,0.21
2169,23,2021-02-03,103,Hal-Vilvorde,23000,637441,0.16
14092,71,2021-02-03,81,Hasselt,71000,418496,0.19
12340,61,2021-02-03,7,Huy,61000,113409,0.06
11940,58,2021-02-03,32,La Louvière,58000,141060,0.23
12800,62,2021-02-03,80,Liège,62000,624422,0.13
2622,24,2021-02-03,64,Louvain,24000,508734,0.13
14541,72,2021-02-03,48,Maaseik,72000,251589,0.19
784,12,2021-02-03,59,Malines,12000,344818,0.17
16111,83,2021-02-03,4,Marche-en-Famenne,83000,56476,0.07
10260,53,2021-02-03,49,Mons,53000,258999,0.19
17651,92,2021-02-03,59,Namur,92000,316962,0.19
16474,84,2021-02-03,6,Neufchâteau,84000,63375,0.09
3080,25,2021-02-03,93,Nivelles,25000,403599,0.23
5205,35,2021-02-03,43,Ostende,35000,157200,0.27
18015,93,2021-02-03,4,Philippeville,93000,66355,0.06
5647,36,2021-02-03,52,Roulers,36000,153315,0.34
8977,46,2021-02-03,70,Saint-Nicolas,46000,252523,0.28
10671,55,2021-02-03,9,Soignies,55000,104533,0.09
7293,42,2021-02-03,86,Termonde,42000,201213,0.43
11065,56,2021-02-03,20,Thuin,56000,91678,0.22
6056,37,2021-02-03,13,Tielt,37000,92905,0.14
14988,73,2021-02-03,17,Tongres,73000,203963,0.08
11514,57,2021-02-03,55,Tournai,57000,223417,0.25
1242,13,2021-02-03,39,Turnhout,13000,461867,0.08
13243,63,2021-02-03,21,Verviers,63000,287772,0.07
16818,85,2021-02-03,8,Virton,85000,53751,0.15
13631,64,2021-02-03,12,Waremme,64000,81389,0.15
4315,33,2021-02-03,21,Ypres,33000,106279,0.2
6855,41,2021-02-04,49,Alost,41000,291229,0.17
339,11,2021-02-04,196,Anvers,11000,1051301,0.19
15375,81,2021-02-04,23,Arlon,81000,62623,0.37
9375,51,2021-02-04,16,Ath,51000,127915,0.13
8530,45,2021-02-04,18,Audenarde,45000,124342,0.14
15734,82,2021-02-04,4,Bastogne,82000,48413,0.08
3526,31,2021-02-04,34,Bruges,31000,282209,0.12
1707,21,2021-02-04,272,Bruxelles-Capitale,21000,1208542,0.23
9817,52,2021-02-04,84,Charleroi,52000,396639,0.21
4764,34,2021-02-04,67,Courtrai,34000,290706,0.23
17214,91,2021-02-04,11,Dinant,91000,111008,0.1
3905,32,2021-02-04,13,Dixmude,32000,51525,0.25
7669,43,2021-02-04,3,Eeklo,43000,85235,0.04
6419,38,2021-02-04,4,Furnes,38000,61657,0.06
8122,44,2021-02-04,119,Gand,44000,560522,0.21
2170,23,2021-02-04,123,Hal-Vilvorde,23000,637441,0.19
14093,71,2021-02-04,81,Hasselt,71000,418496,0.19
12341,61,2021-02-04,7,Huy,61000,113409,0.06
11941,58,2021-02-04,24,La Louvière,58000,141060,0.17
12801,62,2021-02-04,88,Liège,62000,624422,0.14
2623,24,2021-02-04,40,Louvain,24000,508734,0.08
14542,72,2021-02-04,48,Maaseik,72000,251589,0.19
785,12,2021-02-04,61,Malines,12000,344818,0.18
16112,83,2021-02-04,12,Marche-en-Famenne,83000,56476,0.21
10261,53,2021-02-04,45,Mons,53000,258999,0.17
17652,92,2021-02-04,75,Namur,92000,316962,0.24
16475,84,2021-02-04,6,Neufchâteau,84000,63375,0.09
3081,25,2021-02-04,80,Nivelles,25000,403599,0.2
5206,35,2021-02-04,47,Ostende,35000,157200,0.3
18016,93,2021-02-04,9,Philippeville,93000,66355,0.14
5648,36,2021-02-04,28,Roulers,36000,153315,0.18
8978,46,2021-02-04,44,Saint-Nicolas,46000,252523,0.17
10672,55,2021-02-04,14,Soignies,55000,104533,0.13
7294,42,2021-02-04,55,Termonde,42000,201213,0.27
11066,56,2021-02-04,8,Thuin,56000,91678,0.09
6057,37,2021-02-04,48,Tielt,37000,92905,0.52
14989,73,2021-02-04,20,Tongres,73000,203963,0.1
11515,57,2021-02-04,61,Tournai,57000,223417,0.27
1243,13,2021-02-04,44,Turnhout,13000,461867,0.1
13244,63,2021-02-04,29,Verviers,63000,287772,0.1
16819,85,2021-02-04,6,Virton,85000,53751,0.11
13632,64,2021-02-04,9,Waremme,64000,81389,0.11
4316,33,2021-02-04,9,Ypres,33000,106279,0.08
6856,41,2021-02-05,51,Alost,41000,291229,0.18
340,11,2021-02-05,215,Anvers,11000,1051301,0.2
15376,81,2021-02-05,17,Arlon,81000,62623,0.27
9376,51,2021-02-05,13,Ath,51000,127915,0.1
8531,45,2021-02-05,17,Audenarde,45000,124342,0.14
15735,82,2021-02-05,4,Bastogne,82000,48413,0.08
3527,31,2021-02-05,36,Bruges,31000,282209,0.13
1708,21,2021-02-05,272,Bruxelles-Capitale,21000,1208542,0.23
9818,52,2021-02-05,90,Charleroi,52000,396639,0.23
4765,34,2021-02-05,60,Courtrai,34000,290706,0.21
17215,91,2021-02-05,16,Dinant,91000,111008,0.14
3906,32,2021-02-05,24,Dixmude,32000,51525,0.47
7670,43,2021-02-05,14,Eeklo,43000,85235,0.16
6420,38,2021-02-05,3,Furnes,38000,61657,0.05
8123,44,2021-02-05,113,Gand,44000,560522,0.2
2171,23,2021-02-05,113,Hal-Vilvorde,23000,637441,0.18
14094,71,2021-02-05,81,Hasselt,71000,418496,0.19
12342,61,2021-02-05,11,Huy,61000,113409,0.1
11942,58,2021-02-05,18,La Louvière,58000,141060,0.13
12802,62,2021-02-05,95,Liège,62000,624422,0.15
2624,24,2021-02-05,48,Louvain,24000,508734,0.09
14543,72,2021-02-05,42,Maaseik,72000,251589,0.17
786,12,2021-02-05,29,Malines,12000,344818,0.08
16113,83,2021-02-05,5,Marche-en-Famenne,83000,56476,0.09
10262,53,2021-02-05,51,Mons,53000,258999,0.2
17653,92,2021-02-05,85,Namur,92000,316962,0.27
16476,84,2021-02-05,6,Neufchâteau,84000,63375,0.09
3082,25,2021-02-05,63,Nivelles,25000,403599,0.16
5207,35,2021-02-05,35,Ostende,35000,157200,0.22
18017,93,2021-02-05,21,Philippeville,93000,66355,0.32
5649,36,2021-02-05,26,Roulers,36000,153315,0.17
8979,46,2021-02-05,55,Saint-Nicolas,46000,252523,0.22
10673,55,2021-02-05,24,Soignies,55000,104533,0.23
7295,42,2021-02-05,73,Termonde,42000,201213,0.36
11067,56,2021-02-05,6,Thuin,56000,91678,0.07
6058,37,2021-02-05,15,Tielt,37000,92905,0.16
14990,73,2021-02-05,24,Tongres,73000,203963,0.12
11516,57,2021-02-05,51,Tournai,57000,223417,0.23
1244,13,2021-02-05,42,Turnhout,13000,461867,0.09
13245,63,2021-02-05,25,Verviers,63000,287772,0.09
16820,85,2021-02-05,18,Virton,85000,53751,0.33
13633,64,2021-02-05,6,Waremme,64000,81389,0.07
4317,33,2021-02-05,24,Ypres,33000,106279,0.23
6857,41,2021-02-06,32,Alost,41000,291229,0.11
341,11,2021-02-06,95,Anvers,11000,1051301,0.09
15377,81,2021-02-06,21,Arlon,81000,62623,0.34
9377,51,2021-02-06,10,Ath,51000,127915,0.08
8532,45,2021-02-06,16,Audenarde,45000,124342,0.13
15736,82,2021-02-06,5,Bastogne,82000,48413,0.1
3528,31,2021-02-06,12,Bruges,31000,282209,0.04
1709,21,2021-02-06,156,Bruxelles-Capitale,21000,1208542,0.13
9819,52,2021-02-06,48,Charleroi,52000,396639,0.12
4766,34,2021-02-06,28,Courtrai,34000,290706,0.1
17216,91,2021-02-06,14,Dinant,91000,111008,0.13
3907,32,2021-02-06,4,Dixmude,32000,51525,0.08
7671,43,2021-02-06,3,Eeklo,43000,85235,0.04
6421,38,2021-02-06,11,Furnes,38000,61657,0.18
8124,44,2021-02-06,41,Gand,44000,560522,0.07
2172,23,2021-02-06,53,Hal-Vilvorde,23000,637441,0.08
14095,71,2021-02-06,21,Hasselt,71000,418496,0.05
12343,61,2021-02-06,6,Huy,61000,113409,0.05
11943,58,2021-02-06,3,La Louvière,58000,141060,0.02
12803,62,2021-02-06,39,Liège,62000,624422,0.06
2625,24,2021-02-06,17,Louvain,24000,508734,0.03
14544,72,2021-02-06,8,Maaseik,72000,251589,0.03
787,12,2021-02-06,14,Malines,12000,344818,0.04
16114,83,2021-02-06,6,Marche-en-Famenne,83000,56476,0.11
10263,53,2021-02-06,25,Mons,53000,258999,0.1
17654,92,2021-02-06,29,Namur,92000,316962,0.09
16477,84,2021-02-06,7,Neufchâteau,84000,63375,0.11
3083,25,2021-02-06,43,Nivelles,25000,403599,0.11
5208,35,2021-02-06,14,Ostende,35000,157200,0.09
18018,93,2021-02-06,5,Philippeville,93000,66355,0.08
5650,36,2021-02-06,29,Roulers,36000,153315,0.19
8980,46,2021-02-06,25,Saint-Nicolas,46000,252523,0.1
10674,55,2021-02-06,8,Soignies,55000,104533,0.08
7296,42,2021-02-06,37,Termonde,42000,201213,0.18
11068,56,2021-02-06,10,Thuin,56000,91678,0.11
6059,37,2021-02-06,7,Tielt,37000,92905,0.08
14991,73,2021-02-06,18,Tongres,73000,203963,0.09
11517,57,2021-02-06,33,Tournai,57000,223417,0.15
1245,13,2021-02-06,19,Turnhout,13000,461867,0.04
13246,63,2021-02-06,8,Verviers,63000,287772,0.03
16821,85,2021-02-06,8,Virton,85000,53751,0.15
13634,64,2021-02-06,5,Waremme,64000,81389,0.06
4318,33,2021-02-06,9,Ypres,33000,106279,0.08
6858,41,2021-02-07,8,Alost,41000,291229,0.03
342,11,2021-02-07,76,Anvers,11000,1051301,0.07
15378,81,2021-02-07,2,Arlon,81000,62623,0.03
9378,51,2021-02-07,2,Ath,51000,127915,0.02
8533,45,2021-02-07,5,Audenarde,45000,124342,0.04
15737,82,2021-02-07,3,Bastogne,82000,48413,0.06
3529,31,2021-02-07,10,Bruges,31000,282209,0.04
1710,21,2021-02-07,53,Bruxelles-Capitale,21000,1208542,0.04
9820,52,2021-02-07,13,Charleroi,52000,396639,0.03
4767,34,2021-02-07,8,Courtrai,34000,290706,0.03
17217,91,2021-02-07,3,Dinant,91000,111008,0.03
3908,32,2021-02-07,2,Dixmude,32000,51525,0.04
7672,43,2021-02-07,2,Eeklo,43000,85235,0.02
6422,38,2021-02-07,1,Furnes,38000,61657,0.02
8125,44,2021-02-07,16,Gand,44000,560522,0.03
2173,23,2021-02-07,17,Hal-Vilvorde,23000,637441,0.03
14096,71,2021-02-07,12,Hasselt,71000,418496,0.03
11944,58,2021-02-07,7,La Louvière,58000,141060,0.05
12804,62,2021-02-07,5,Liège,62000,624422,0.01
2626,24,2021-02-07,13,Louvain,24000,508734,0.03
14545,72,2021-02-07,14,Maaseik,72000,251589,0.06
788,12,2021-02-07,8,Malines,12000,344818,0.02
16115,83,2021-02-07,2,Marche-en-Famenne,83000,56476,0.04
10264,53,2021-02-07,7,Mons,53000,258999,0.03
17655,92,2021-02-07,10,Namur,92000,316962,0.03
16478,84,2021-02-07,2,Neufchâteau,84000,63375,0.03
3084,25,2021-02-07,12,Nivelles,25000,403599,0.03
5209,35,2021-02-07,10,Ostende,35000,157200,0.06
18019,93,2021-02-07,2,Philippeville,93000,66355,0.03
5651,36,2021-02-07,4,Roulers,36000,153315,0.03
8981,46,2021-02-07,16,Saint-Nicolas,46000,252523,0.06
10675,55,2021-02-07,3,Soignies,55000,104533,0.03
7297,42,2021-02-07,22,Termonde,42000,201213,0.11
11069,56,2021-02-07,4,Thuin,56000,91678,0.04
6060,37,2021-02-07,6,Tielt,37000,92905,0.06
14992,73,2021-02-07,6,Tongres,73000,203963,0.03
11518,57,2021-02-07,12,Tournai,57000,223417,0.05
1246,13,2021-02-07,14,Turnhout,13000,461867,0.03
13247,63,2021-02-07,4,Verviers,63000,287772,0.01
16822,85,2021-02-07,12,Virton,85000,53751,0.22
13635,64,2021-02-07,1,Waremme,64000,81389,0.01
4319,33,2021-02-07,5,Ypres,33000,106279,0.05
6859,41,2021-02-08,83,Alost,41000,291229,0.28
343,11,2021-02-08,176,Anvers,11000,1051301,0.17
15379,81,2021-02-08,9,Arlon,81000,62623,0.14
9379,51,2021-02-08,17,Ath,51000,127915,0.13
8534,45,2021-02-08,22,Audenarde,45000,124342,0.18
15738,82,2021-02-08,13,Bastogne,82000,48413,0.27
3530,31,2021-02-08,56,Bruges,31000,282209,0.2
1711,21,2021-02-08,246,Bruxelles-Capitale,21000,1208542,0.2
9821,52,2021-02-08,116,Charleroi,52000,396639,0.29
4768,34,2021-02-08,78,Courtrai,34000,290706,0.27
17218,91,2021-02-08,16,Dinant,91000,111008,0.14
3909,32,2021-02-08,14,Dixmude,32000,51525,0.27
7673,43,2021-02-08,5,Eeklo,43000,85235,0.06
6423,38,2021-02-08,22,Furnes,38000,61657,0.36
8126,44,2021-02-08,137,Gand,44000,560522,0.24
2174,23,2021-02-08,106,Hal-Vilvorde,23000,637441,0.17
14097,71,2021-02-08,88,Hasselt,71000,418496,0.21
12344,61,2021-02-08,8,Huy,61000,113409,0.07
11945,58,2021-02-08,30,La Louvière,58000,141060,0.21
12805,62,2021-02-08,102,Liège,62000,624422,0.16
2627,24,2021-02-08,63,Louvain,24000,508734,0.12
14546,72,2021-02-08,49,Maaseik,72000,251589,0.19
789,12,2021-02-08,47,Malines,12000,344818,0.14
16116,83,2021-02-08,10,Marche-en-Famenne,83000,56476,0.18
10265,53,2021-02-08,57,Mons,53000,258999,0.22
17656,92,2021-02-08,61,Namur,92000,316962,0.19
16479,84,2021-02-08,6,Neufchâteau,84000,63375,0.09
3085,25,2021-02-08,77,Nivelles,25000,403599,0.19
5210,35,2021-02-08,47,Ostende,35000,157200,0.3
18020,93,2021-02-08,5,Philippeville,93000,66355,0.08
5652,36,2021-02-08,41,Roulers,36000,153315,0.27
8982,46,2021-02-08,53,Saint-Nicolas,46000,252523,0.21
10676,55,2021-02-08,18,Soignies,55000,104533,0.17
7298,42,2021-02-08,105,Termonde,42000,201213,0.52
11070,56,2021-02-08,6,Thuin,56000,91678,0.07
6061,37,2021-02-08,23,Tielt,37000,92905,0.25
14993,73,2021-02-08,20,Tongres,73000,203963,0.1
11519,57,2021-02-08,42,Tournai,57000,223417,0.19
1247,13,2021-02-08,62,Turnhout,13000,461867,0.13
13248,63,2021-02-08,39,Verviers,63000,287772,0.14
16823,85,2021-02-08,17,Virton,85000,53751,0.32
13636,64,2021-02-08,6,Waremme,64000,81389,0.07
4320,33,2021-02-08,13,Ypres,33000,106279,0.12
6860,41,2021-02-09,54,Alost,41000,291229,0.19
344,11,2021-02-09,168,Anvers,11000,1051301,0.16
15380,81,2021-02-09,16,Arlon,81000,62623,0.26
9380,51,2021-02-09,17,Ath,51000,127915,0.13
8535,45,2021-02-09,10,Audenarde,45000,124342,0.08
15739,82,2021-02-09,12,Bastogne,82000,48413,0.25
3531,31,2021-02-09,26,Bruges,31000,282209,0.09
1712,21,2021-02-09,323,Bruxelles-Capitale,21000,1208542,0.27
9822,52,2021-02-09,99,Charleroi,52000,396639,0.25
4769,34,2021-02-09,59,Courtrai,34000,290706,0.2
17219,91,2021-02-09,12,Dinant,91000,111008,0.11
3910,32,2021-02-09,14,Dixmude,32000,51525,0.27
7674,43,2021-02-09,29,Eeklo,43000,85235,0.34
6424,38,2021-02-09,7,Furnes,38000,61657,0.11
8127,44,2021-02-09,95,Gand,44000,560522,0.17
2175,23,2021-02-09,105,Hal-Vilvorde,23000,637441,0.16
14098,71,2021-02-09,46,Hasselt,71000,418496,0.11
12345,61,2021-02-09,12,Huy,61000,113409,0.11
11946,58,2021-02-09,20,La Louvière,58000,141060,0.14
12806,62,2021-02-09,71,Liège,62000,624422,0.11
2628,24,2021-02-09,31,Louvain,24000,508734,0.06
14547,72,2021-02-09,33,Maaseik,72000,251589,0.13
790,12,2021-02-09,33,Malines,12000,344818,0.1
16117,83,2021-02-09,4,Marche-en-Famenne,83000,56476,0.07
10266,53,2021-02-09,37,Mons,53000,258999,0.14
17657,92,2021-02-09,33,Namur,92000,316962,0.1
16480,84,2021-02-09,10,Neufchâteau,84000,63375,0.16
3086,25,2021-02-09,58,Nivelles,25000,403599,0.14
5211,35,2021-02-09,31,Ostende,35000,157200,0.2
18021,93,2021-02-09,18,Philippeville,93000,66355,0.27
5653,36,2021-02-09,22,Roulers,36000,153315,0.14
8983,46,2021-02-09,38,Saint-Nicolas,46000,252523,0.15
10677,55,2021-02-09,10,Soignies,55000,104533,0.1
7299,42,2021-02-09,55,Termonde,42000,201213,0.27
11071,56,2021-02-09,16,Thuin,56000,91678,0.17
6062,37,2021-02-09,7,Tielt,37000,92905,0.08
14994,73,2021-02-09,21,Tongres,73000,203963,0.1
11520,57,2021-02-09,35,Tournai,57000,223417,0.16
1248,13,2021-02-09,48,Turnhout,13000,461867,0.1
13249,63,2021-02-09,30,Verviers,63000,287772,0.1
16824,85,2021-02-09,10,Virton,85000,53751,0.19
13637,64,2021-02-09,10,Waremme,64000,81389,0.12
4321,33,2021-02-09,15,Ypres,33000,106279,0.14
6861,41,2021-02-10,54,Alost,41000,291229,0.19
345,11,2021-02-10,157,Anvers,11000,1051301,0.15
15381,81,2021-02-10,13,Arlon,81000,62623,0.21
9381,51,2021-02-10,11,Ath,51000,127915,0.09
8536,45,2021-02-10,14,Audenarde,45000,124342,0.11
15740,82,2021-02-10,5,Bastogne,82000,48413,0.1
3532,31,2021-02-10,35,Bruges,31000,282209,0.12
1713,21,2021-02-10,240,Bruxelles-Capitale,21000,1208542,0.2
9823,52,2021-02-10,67,Charleroi,52000,396639,0.17
4770,34,2021-02-10,50,Courtrai,34000,290706,0.17
17220,91,2021-02-10,14,Dinant,91000,111008,0.13
3911,32,2021-02-10,5,Dixmude,32000,51525,0.1
7675,43,2021-02-10,22,Eeklo,43000,85235,0.26
6425,38,2021-02-10,9,Furnes,38000,61657,0.15
8128,44,2021-02-10,86,Gand,44000,560522,0.15
2176,23,2021-02-10,103,Hal-Vilvorde,23000,637441,0.16
14099,71,2021-02-10,60,Hasselt,71000,418496,0.14
12346,61,2021-02-10,7,Huy,61000,113409,0.06
11947,58,2021-02-10,28,La Louvière,58000,141060,0.2
12807,62,2021-02-10,67,Liège,62000,624422,0.11
2629,24,2021-02-10,37,Louvain,24000,508734,0.07
14548,72,2021-02-10,29,Maaseik,72000,251589,0.12
791,12,2021-02-10,40,Malines,12000,344818,0.12
16118,83,2021-02-10,2,Marche-en-Famenne,83000,56476,0.04
10267,53,2021-02-10,45,Mons,53000,258999,0.17
17658,92,2021-02-10,46,Namur,92000,316962,0.15
16481,84,2021-02-10,38,Neufchâteau,84000,63375,0.6
3087,25,2021-02-10,66,Nivelles,25000,403599,0.16
5212,35,2021-02-10,28,Ostende,35000,157200,0.18
18022,93,2021-02-10,9,Philippeville,93000,66355,0.14
5654,36,2021-02-10,12,Roulers,36000,153315,0.08
8984,46,2021-02-10,48,Saint-Nicolas,46000,252523,0.19
10678,55,2021-02-10,14,Soignies,55000,104533,0.13
7300,42,2021-02-10,80,Termonde,42000,201213,0.4
11072,56,2021-02-10,7,Thuin,56000,91678,0.08
6063,37,2021-02-10,16,Tielt,37000,92905,0.17
14995,73,2021-02-10,11,Tongres,73000,203963,0.05
11521,57,2021-02-10,29,Tournai,57000,223417,0.13
1249,13,2021-02-10,51,Turnhout,13000,461867,0.11
13250,63,2021-02-10,25,Verviers,63000,287772,0.09
16825,85,2021-02-10,7,Virton,85000,53751,0.13
13638,64,2021-02-10,20,Waremme,64000,81389,0.25
4322,33,2021-02-10,22,Ypres,33000,106279,0.21
6862,41,2021-02-11,39,Alost,41000,291229,0.13
346,11,2021-02-11,165,Anvers,11000,1051301,0.16
15382,81,2021-02-11,12,Arlon,81000,62623,0.19
9382,51,2021-02-11,18,Ath,51000,127915,0.14
8537,45,2021-02-11,11,Audenarde,45000,124342,0.09
15741,82,2021-02-11,8,Bastogne,82000,48413,0.17
3533,31,2021-02-11,34,Bruges,31000,282209,0.12
1714,21,2021-02-11,221,Bruxelles-Capitale,21000,1208542,0.18
9824,52,2021-02-11,96,Charleroi,52000,396639,0.24
4771,34,2021-02-11,46,Courtrai,34000,290706,0.16
17221,91,2021-02-11,27,Dinant,91000,111008,0.24
3912,32,2021-02-11,3,Dixmude,32000,51525,0.06
7676,43,2021-02-11,6,Eeklo,43000,85235,0.07
6426,38,2021-02-11,3,Furnes,38000,61657,0.05
8129,44,2021-02-11,78,Gand,44000,560522,0.14
2177,23,2021-02-11,100,Hal-Vilvorde,23000,637441,0.16
14100,71,2021-02-11,35,Hasselt,71000,418496,0.08
12347,61,2021-02-11,16,Huy,61000,113409,0.14
11948,58,2021-02-11,11,La Louvière,58000,141060,0.08
12808,62,2021-02-11,74,Liège,62000,624422,0.12
2630,24,2021-02-11,35,Louvain,24000,508734,0.07
14549,72,2021-02-11,50,Maaseik,72000,251589,0.2
792,12,2021-02-11,34,Malines,12000,344818,0.1
16119,83,2021-02-11,3,Marche-en-Famenne,83000,56476,0.05
10268,53,2021-02-11,38,Mons,53000,258999,0.15
17659,92,2021-02-11,40,Namur,92000,316962,0.13
16482,84,2021-02-11,7,Neufchâteau,84000,63375,0.11
3088,25,2021-02-11,74,Nivelles,25000,403599,0.18
5213,35,2021-02-11,71,Ostende,35000,157200,0.45
18023,93,2021-02-11,5,Philippeville,93000,66355,0.08
5655,36,2021-02-11,49,Roulers,36000,153315,0.32
8985,46,2021-02-11,58,Saint-Nicolas,46000,252523,0.23
10679,55,2021-02-11,10,Soignies,55000,104533,0.1
7301,42,2021-02-11,62,Termonde,42000,201213,0.31
11073,56,2021-02-11,5,Thuin,56000,91678,0.05
6064,37,2021-02-11,16,Tielt,37000,92905,0.17
14996,73,2021-02-11,10,Tongres,73000,203963,0.05
11522,57,2021-02-11,32,Tournai,57000,223417,0.14
1250,13,2021-02-11,37,Turnhout,13000,461867,0.08
13251,63,2021-02-11,25,Verviers,63000,287772,0.09
16826,85,2021-02-11,12,Virton,85000,53751,0.22
13639,64,2021-02-11,6,Waremme,64000,81389,0.07
4323,33,2021-02-11,9,Ypres,33000,106279,0.08
6863,41,2021-02-12,62,Alost,41000,291229,0.21
347,11,2021-02-12,159,Anvers,11000,1051301,0.15
15383,81,2021-02-12,4,Arlon,81000,62623,0.06
9383,51,2021-02-12,10,Ath,51000,127915,0.08
8538,45,2021-02-12,25,Audenarde,45000,124342,0.2
15742,82,2021-02-12,3,Bastogne,82000,48413,0.06
3534,31,2021-02-12,31,Bruges,31000,282209,0.11
1715,21,2021-02-12,230,Bruxelles-Capitale,21000,1208542,0.19
9825,52,2021-02-12,56,Charleroi,52000,396639,0.14
4772,34,2021-02-12,71,Courtrai,34000,290706,0.24
17222,91,2021-02-12,21,Dinant,91000,111008,0.19
3913,32,2021-02-12,10,Dixmude,32000,51525,0.19
7677,43,2021-02-12,5,Eeklo,43000,85235,0.06
6427,38,2021-02-12,7,Furnes,38000,61657,0.11
8130,44,2021-02-12,114,Gand,44000,560522,0.2
2178,23,2021-02-12,70,Hal-Vilvorde,23000,637441,0.11
14101,71,2021-02-12,59,Hasselt,71000,418496,0.14
12348,61,2021-02-12,8,Huy,61000,113409,0.07
11949,58,2021-02-12,14,La Louvière,58000,141060,0.1
12809,62,2021-02-12,66,Liège,62000,624422,0.11
2631,24,2021-02-12,34,Louvain,24000,508734,0.07
14550,72,2021-02-12,41,Maaseik,72000,251589,0.16
793,12,2021-02-12,37,Malines,12000,344818,0.11
16120,83,2021-02-12,4,Marche-en-Famenne,83000,56476,0.07
10269,53,2021-02-12,36,Mons,53000,258999,0.14
17660,92,2021-02-12,45,Namur,92000,316962,0.14
16483,84,2021-02-12,17,Neufchâteau,84000,63375,0.27
3089,25,2021-02-12,60,Nivelles,25000,403599,0.15
5214,35,2021-02-12,37,Ostende,35000,157200,0.24
18024,93,2021-02-12,18,Philippeville,93000,66355,0.27
5656,36,2021-02-12,30,Roulers,36000,153315,0.2
8986,46,2021-02-12,68,Saint-Nicolas,46000,252523,0.27
10680,55,2021-02-12,17,Soignies,55000,104533,0.16
7302,42,2021-02-12,63,Termonde,42000,201213,0.31
11074,56,2021-02-12,6,Thuin,56000,91678,0.07
6065,37,2021-02-12,15,Tielt,37000,92905,0.16
14997,73,2021-02-12,13,Tongres,73000,203963,0.06
11523,57,2021-02-12,34,Tournai,57000,223417,0.15
1251,13,2021-02-12,36,Turnhout,13000,461867,0.08
13252,63,2021-02-12,21,Verviers,63000,287772,0.07
16827,85,2021-02-12,5,Virton,85000,53751,0.09
13640,64,2021-02-12,9,Waremme,64000,81389,0.11
4324,33,2021-02-12,12,Ypres,33000,106279,0.11
6864,41,2021-02-13,17,Alost,41000,291229,0.06
348,11,2021-02-13,80,Anvers,11000,1051301,0.08
15384,81,2021-02-13,11,Arlon,81000,62623,0.18
9384,51,2021-02-13,13,Ath,51000,127915,0.1
8539,45,2021-02-13,3,Audenarde,45000,124342,0.02
15743,82,2021-02-13,8,Bastogne,82000,48413,0.17
