,NIS3,DATE,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
3535,31,2021-02-13,17,Bruges,31000,282209,0.06
1716,21,2021-02-13,175,Bruxelles-Capitale,21000,1208542,0.14
9826,52,2021-02-13,28,Charleroi,52000,396639,0.07
4773,34,2021-02-13,37,Courtrai,34000,290706,0.13
17223,91,2021-02-13,24,Dinant,91000,111008,0.22
3914,32,2021-02-13,3,Dixmude,32000,51525,0.06
7678,43,2021-02-13,2,Eeklo,43000,85235,0.02
6428,38,2021-02-13,4,Furnes,38000,61657,0.06
8131,44,2021-02-13,39,Gand,44000,560522,0.07
2179,23,2021-02-13,51,Hal-Vilvorde,23000,637441,0.08
14102,71,2021-02-13,11,Hasselt,71000,418496,0.03
12349,61,2021-02-13,5,Huy,61000,113409,0.04
11950,58,2021-02-13,9,La Louvière,58000,141060,0.06
12810,62,2021-02-13,36,Liège,62000,624422,0.06
2632,24,2021-02-13,21,Louvain,24000,508734,0.04
14551,72,2021-02-13,27,Maaseik,72000,251589,0.11
794,12,2021-02-13,17,Malines,12000,344818,0.05
16121,83,2021-02-13,3,Marche-en-Famenne,83000,56476,0.05
10270,53,2021-02-13,10,Mons,53000,258999,0.04
17661,92,2021-02-13,24,Namur,92000,316962,0.08
16484,84,2021-02-13,12,Neufchâteau,84000,63375,0.19
3090,25,2021-02-13,25,Nivelles,25000,403599,0.06
5215,35,2021-02-13,16,Ostende,35000,157200,0.1
18025,93,2021-02-13,3,Philippeville,93000,66355,0.05
5657,36,2021-02-13,10,Roulers,36000,153315,0.07
8987,46,2021-02-13,22,Saint-Nicolas,46000,252523,0.09
10681,55,2021-02-13,5,Soignies,55000,104533,0.05
7303,42,2021-02-13,32,Termonde,42000,201213,0.16
11075,56,2021-02-13,8,Thuin,56000,91678,0.09
6066,37,2021-02-13,9,Tielt,37000,92905,0.1
14998,73,2021-02-13,5,Tongres,73000,203963,0.02
11524,57,2021-02-13,3,Tournai,57000,223417,0.01
1252,13,2021-02-13,24,Turnhout,13000,461867,0.05
13253,63,2021-02-13,7,Verviers,63000,287772,0.02
16828,85,2021-02-13,4,Virton,85000,53751,0.07
13641,64,2021-02-13,3,Waremme,64000,81389,0.04
4325,33,2021-02-13,11,Ypres,33000,106279,0.1
6865,41,2021-02-14,24,Alost,41000,291229,0.08
349,11,2021-02-14,72,Anvers,11000,1051301,0.07
15385,81,2021-02-14,6,Arlon,81000,62623,0.1
9385,51,2021-02-14,2,Ath,51000,127915,0.02
8540,45,2021-02-14,5,Audenarde,45000,124342,0.04
15744,82,2021-02-14,3,Bastogne,82000,48413,0.06
3536,31,2021-02-14,10,Bruges,31000,282209,0.04
1717,21,2021-02-14,56,Bruxelles-Capitale,21000,1208542,0.05
9827,52,2021-02-14,21,Charleroi,52000,396639,0.05
4774,34,2021-02-14,10,Courtrai,34000,290706,0.03
17224,91,2021-02-14,1,Dinant,91000,111008,0.01
3915,32,2021-02-14,4,Dixmude,32000,51525,0.08
7679,43,2021-02-14,3,Eeklo,43000,85235,0.04
6429,38,2021-02-14,2,Furnes,38000,61657,0.03
8132,44,2021-02-14,16,Gand,44000,560522,0.03
2180,23,2021-02-14,20,Hal-Vilvorde,23000,637441,0.03
14103,71,2021-02-14,7,Hasselt,71000,418496,0.02
12350,61,2021-02-14,3,Huy,61000,113409,0.03
11951,58,2021-02-14,3,La Louvière,58000,141060,0.02
12811,62,2021-02-14,5,Liège,62000,624422,0.01
2633,24,2021-02-14,15,Louvain,24000,508734,0.03
14552,72,2021-02-14,7,Maaseik,72000,251589,0.03
795,12,2021-02-14,8,Malines,12000,344818,0.02
16122,83,2021-02-14,2,Marche-en-Famenne,83000,56476,0.04
10271,53,2021-02-14,6,Mons,53000,258999,0.02
17662,92,2021-02-14,6,Namur,92000,316962,0.02
16485,84,2021-02-14,5,Neufchâteau,84000,63375,0.08
3091,25,2021-02-14,9,Nivelles,25000,403599,0.02
5216,35,2021-02-14,11,Ostende,35000,157200,0.07
18026,93,2021-02-14,1,Philippeville,93000,66355,0.02
5658,36,2021-02-14,7,Roulers,36000,153315,0.05
8988,46,2021-02-14,25,Saint-Nicolas,46000,252523,0.1
10682,55,2021-02-14,2,Soignies,55000,104533,0.02
7304,42,2021-02-14,41,Termonde,42000,201213,0.2
11076,56,2021-02-14,3,Thuin,56000,91678,0.03
6067,37,2021-02-14,2,Tielt,37000,92905,0.02
14999,73,2021-02-14,3,Tongres,73000,203963,0.01
11525,57,2021-02-14,4,Tournai,57000,223417,0.02
1253,13,2021-02-14,15,Turnhout,13000,461867,0.03
13254,63,2021-02-14,1,Verviers,63000,287772,0.0
16829,85,2021-02-14,4,Virton,85000,53751,0.07
13642,64,2021-02-14,3,Waremme,64000,81389,0.04
4326,33,2021-02-14,4,Ypres,33000,106279,0.04
6866,41,2021-02-15,90,Alost,41000,291229,0.31
350,11,2021-02-15,249,Anvers,11000,1051301,0.24
15386,81,2021-02-15,9,Arlon,81000,62623,0.14
9386,51,2021-02-15,6,Ath,51000,127915,0.05
8541,45,2021-02-15,28,Audenarde,45000,124342,0.23
15745,82,2021-02-15,6,Bastogne,82000,48413,0.12
3537,31,2021-02-15,47,Bruges,31000,282209,0.17
1718,21,2021-02-15,293,Bruxelles-Capitale,21000,1208542,0.24
9828,52,2021-02-15,67,Charleroi,52000,396639,0.17
4775,34,2021-02-15,73,Courtrai,34000,290706,0.25
17225,91,2021-02-15,34,Dinant,91000,111008,0.31
3916,32,2021-02-15,22,Dixmude,32000,51525,0.43
7680,43,2021-02-15,19,Eeklo,43000,85235,0.22
6430,38,2021-02-15,3,Furnes,38000,61657,0.05
8133,44,2021-02-15,196,Gand,44000,560522,0.35
2181,23,2021-02-15,160,Hal-Vilvorde,23000,637441,0.25
14104,71,2021-02-15,94,Hasselt,71000,418496,0.22
12351,61,2021-02-15,5,Huy,61000,113409,0.04
11952,58,2021-02-15,28,La Louvière,58000,141060,0.2
12812,62,2021-02-15,89,Liège,62000,624422,0.14
2634,24,2021-02-15,93,Louvain,24000,508734,0.18
14553,72,2021-02-15,62,Maaseik,72000,251589,0.25
796,12,2021-02-15,40,Malines,12000,344818,0.12
16123,83,2021-02-15,10,Marche-en-Famenne,83000,56476,0.18
10272,53,2021-02-15,74,Mons,53000,258999,0.29
17663,92,2021-02-15,69,Namur,92000,316962,0.22
16486,84,2021-02-15,27,Neufchâteau,84000,63375,0.43
3092,25,2021-02-15,58,Nivelles,25000,403599,0.14
5217,35,2021-02-15,41,Ostende,35000,157200,0.26
18027,93,2021-02-15,15,Philippeville,93000,66355,0.23
5659,36,2021-02-15,36,Roulers,36000,153315,0.23
8989,46,2021-02-15,80,Saint-Nicolas,46000,252523,0.32
10683,55,2021-02-15,31,Soignies,55000,104533,0.3
7305,42,2021-02-15,79,Termonde,42000,201213,0.39
11077,56,2021-02-15,14,Thuin,56000,91678,0.15
6068,37,2021-02-15,14,Tielt,37000,92905,0.15
15000,73,2021-02-15,9,Tongres,73000,203963,0.04
11526,57,2021-02-15,35,Tournai,57000,223417,0.16
1254,13,2021-02-15,60,Turnhout,13000,461867,0.13
13255,63,2021-02-15,19,Verviers,63000,287772,0.07
16830,85,2021-02-15,5,Virton,85000,53751,0.09
13643,64,2021-02-15,12,Waremme,64000,81389,0.15
4327,33,2021-02-15,21,Ypres,33000,106279,0.2
6867,41,2021-02-16,72,Alost,41000,291229,0.25
351,11,2021-02-16,175,Anvers,11000,1051301,0.17
15387,81,2021-02-16,27,Arlon,81000,62623,0.43
9387,51,2021-02-16,15,Ath,51000,127915,0.12
8542,45,2021-02-16,16,Audenarde,45000,124342,0.13
15746,82,2021-02-16,5,Bastogne,82000,48413,0.1
3538,31,2021-02-16,48,Bruges,31000,282209,0.17
1719,21,2021-02-16,284,Bruxelles-Capitale,21000,1208542,0.23
9829,52,2021-02-16,80,Charleroi,52000,396639,0.2
4776,34,2021-02-16,68,Courtrai,34000,290706,0.23
17226,91,2021-02-16,24,Dinant,91000,111008,0.22
3917,32,2021-02-16,9,Dixmude,32000,51525,0.17
7681,43,2021-02-16,24,Eeklo,43000,85235,0.28
6431,38,2021-02-16,10,Furnes,38000,61657,0.16
8134,44,2021-02-16,165,Gand,44000,560522,0.29
2182,23,2021-02-16,119,Hal-Vilvorde,23000,637441,0.19
14105,71,2021-02-16,70,Hasselt,71000,418496,0.17
12352,61,2021-02-16,6,Huy,61000,113409,0.05
11953,58,2021-02-16,13,La Louvière,58000,141060,0.09
12813,62,2021-02-16,78,Liège,62000,624422,0.12
2635,24,2021-02-16,36,Louvain,24000,508734,0.07
14554,72,2021-02-16,60,Maaseik,72000,251589,0.24
797,12,2021-02-16,35,Malines,12000,344818,0.1
16124,83,2021-02-16,9,Marche-en-Famenne,83000,56476,0.16
10273,53,2021-02-16,58,Mons,53000,258999,0.22
17664,92,2021-02-16,43,Namur,92000,316962,0.14
16487,84,2021-02-16,17,Neufchâteau,84000,63375,0.27
3093,25,2021-02-16,69,Nivelles,25000,403599,0.17
5218,35,2021-02-16,48,Ostende,35000,157200,0.31
18028,93,2021-02-16,7,Philippeville,93000,66355,0.11
5660,36,2021-02-16,38,Roulers,36000,153315,0.25
8990,46,2021-02-16,51,Saint-Nicolas,46000,252523,0.2
10684,55,2021-02-16,10,Soignies,55000,104533,0.1
7306,42,2021-02-16,34,Termonde,42000,201213,0.17
11078,56,2021-02-16,12,Thuin,56000,91678,0.13
6069,37,2021-02-16,18,Tielt,37000,92905,0.19
15001,73,2021-02-16,9,Tongres,73000,203963,0.04
11527,57,2021-02-16,33,Tournai,57000,223417,0.15
1255,13,2021-02-16,53,Turnhout,13000,461867,0.11
13256,63,2021-02-16,28,Verviers,63000,287772,0.1
16831,85,2021-02-16,18,Virton,85000,53751,0.33
13644,64,2021-02-16,7,Waremme,64000,81389,0.09
4328,33,2021-02-16,11,Ypres,33000,106279,0.1
6868,41,2021-02-17,80,Alost,41000,291229,0.27
352,11,2021-02-17,175,Anvers,11000,1051301,0.17
15388,81,2021-02-17,20,Arlon,81000,62623,0.32
9388,51,2021-02-17,12,Ath,51000,127915,0.09
8543,45,2021-02-17,40,Audenarde,45000,124342,0.32
15747,82,2021-02-17,10,Bastogne,82000,48413,0.21
3539,31,2021-02-17,61,Bruges,31000,282209,0.22
1720,21,2021-02-17,280,Bruxelles-Capitale,21000,1208542,0.23
9830,52,2021-02-17,83,Charleroi,52000,396639,0.21
4777,34,2021-02-17,67,Courtrai,34000,290706,0.23
17227,91,2021-02-17,21,Dinant,91000,111008,0.19
3918,32,2021-02-17,25,Dixmude,32000,51525,0.49
7682,43,2021-02-17,30,Eeklo,43000,85235,0.35
6432,38,2021-02-17,15,Furnes,38000,61657,0.24
8135,44,2021-02-17,140,Gand,44000,560522,0.25
2183,23,2021-02-17,135,Hal-Vilvorde,23000,637441,0.21
14106,71,2021-02-17,61,Hasselt,71000,418496,0.15
12353,61,2021-02-17,5,Huy,61000,113409,0.04
11954,58,2021-02-17,30,La Louvière,58000,141060,0.21
12814,62,2021-02-17,84,Liège,62000,624422,0.13
2636,24,2021-02-17,43,Louvain,24000,508734,0.08
14555,72,2021-02-17,64,Maaseik,72000,251589,0.25
798,12,2021-02-17,37,Malines,12000,344818,0.11
16125,83,2021-02-17,8,Marche-en-Famenne,83000,56476,0.14
10274,53,2021-02-17,46,Mons,53000,258999,0.18
17665,92,2021-02-17,70,Namur,92000,316962,0.22
16488,84,2021-02-17,11,Neufchâteau,84000,63375,0.17
3094,25,2021-02-17,92,Nivelles,25000,403599,0.23
5219,35,2021-02-17,27,Ostende,35000,157200,0.17
18029,93,2021-02-17,5,Philippeville,93000,66355,0.08
5661,36,2021-02-17,41,Roulers,36000,153315,0.27
8991,46,2021-02-17,71,Saint-Nicolas,46000,252523,0.28
10685,55,2021-02-17,24,Soignies,55000,104533,0.23
7307,42,2021-02-17,49,Termonde,42000,201213,0.24
11079,56,2021-02-17,10,Thuin,56000,91678,0.11
6070,37,2021-02-17,19,Tielt,37000,92905,0.2
15002,73,2021-02-17,14,Tongres,73000,203963,0.07
11528,57,2021-02-17,29,Tournai,57000,223417,0.13
1256,13,2021-02-17,70,Turnhout,13000,461867,0.15
13257,63,2021-02-17,27,Verviers,63000,287772,0.09
16832,85,2021-02-17,5,Virton,85000,53751,0.09
13645,64,2021-02-17,12,Waremme,64000,81389,0.15
4329,33,2021-02-17,17,Ypres,33000,106279,0.16
6869,41,2021-02-18,85,Alost,41000,291229,0.29
353,11,2021-02-18,161,Anvers,11000,1051301,0.15
15389,81,2021-02-18,16,Arlon,81000,62623,0.26
9389,51,2021-02-18,9,Ath,51000,127915,0.07
8544,45,2021-02-18,26,Audenarde,45000,124342,0.21
15748,82,2021-02-18,9,Bastogne,82000,48413,0.19
3540,31,2021-02-18,73,Bruges,31000,282209,0.26
1721,21,2021-02-18,310,Bruxelles-Capitale,21000,1208542,0.26
9831,52,2021-02-18,86,Charleroi,52000,396639,0.22
4778,34,2021-02-18,59,Courtrai,34000,290706,0.2
17228,91,2021-02-18,32,Dinant,91000,111008,0.29
3919,32,2021-02-18,12,Dixmude,32000,51525,0.23
7683,43,2021-02-18,21,Eeklo,43000,85235,0.25
6433,38,2021-02-18,3,Furnes,38000,61657,0.05
8136,44,2021-02-18,127,Gand,44000,560522,0.23
2184,23,2021-02-18,161,Hal-Vilvorde,23000,637441,0.25
14107,71,2021-02-18,50,Hasselt,71000,418496,0.12
12354,61,2021-02-18,8,Huy,61000,113409,0.07
11955,58,2021-02-18,27,La Louvière,58000,141060,0.19
12815,62,2021-02-18,115,Liège,62000,624422,0.18
2637,24,2021-02-18,43,Louvain,24000,508734,0.08
14556,72,2021-02-18,55,Maaseik,72000,251589,0.22
799,12,2021-02-18,37,Malines,12000,344818,0.11
16126,83,2021-02-18,9,Marche-en-Famenne,83000,56476,0.16
10275,53,2021-02-18,61,Mons,53000,258999,0.24
17666,92,2021-02-18,80,Namur,92000,316962,0.25
16489,84,2021-02-18,8,Neufchâteau,84000,63375,0.13
3095,25,2021-02-18,60,Nivelles,25000,403599,0.15
5220,35,2021-02-18,46,Ostende,35000,157200,0.29
18030,93,2021-02-18,5,Philippeville,93000,66355,0.08
5662,36,2021-02-18,23,Roulers,36000,153315,0.15
8992,46,2021-02-18,66,Saint-Nicolas,46000,252523,0.26
10686,55,2021-02-18,12,Soignies,55000,104533,0.11
7308,42,2021-02-18,73,Termonde,42000,201213,0.36
11080,56,2021-02-18,13,Thuin,56000,91678,0.14
6071,37,2021-02-18,11,Tielt,37000,92905,0.12
15003,73,2021-02-18,21,Tongres,73000,203963,0.1
11529,57,2021-02-18,25,Tournai,57000,223417,0.11
1257,13,2021-02-18,68,Turnhout,13000,461867,0.15
13258,63,2021-02-18,23,Verviers,63000,287772,0.08
16833,85,2021-02-18,16,Virton,85000,53751,0.3
13646,64,2021-02-18,15,Waremme,64000,81389,0.18
4330,33,2021-02-18,12,Ypres,33000,106279,0.11
6870,41,2021-02-19,87,Alost,41000,291229,0.3
354,11,2021-02-19,237,Anvers,11000,1051301,0.23
15390,81,2021-02-19,29,Arlon,81000,62623,0.46
9390,51,2021-02-19,25,Ath,51000,127915,0.2
8545,45,2021-02-19,20,Audenarde,45000,124342,0.16
15749,82,2021-02-19,15,Bastogne,82000,48413,0.31
3541,31,2021-02-19,50,Bruges,31000,282209,0.18
1722,21,2021-02-19,324,Bruxelles-Capitale,21000,1208542,0.27
9832,52,2021-02-19,71,Charleroi,52000,396639,0.18
4779,34,2021-02-19,59,Courtrai,34000,290706,0.2
17229,91,2021-02-19,49,Dinant,91000,111008,0.44
3920,32,2021-02-19,15,Dixmude,32000,51525,0.29
7684,43,2021-02-19,23,Eeklo,43000,85235,0.27
6434,38,2021-02-19,7,Furnes,38000,61657,0.11
8137,44,2021-02-19,127,Gand,44000,560522,0.23
2185,23,2021-02-19,193,Hal-Vilvorde,23000,637441,0.3
14108,71,2021-02-19,47,Hasselt,71000,418496,0.11
12355,61,2021-02-19,16,Huy,61000,113409,0.14
11956,58,2021-02-19,25,La Louvière,58000,141060,0.18
12816,62,2021-02-19,121,Liège,62000,624422,0.19
2638,24,2021-02-19,69,Louvain,24000,508734,0.14
14557,72,2021-02-19,52,Maaseik,72000,251589,0.21
800,12,2021-02-19,53,Malines,12000,344818,0.15
16127,83,2021-02-19,14,Marche-en-Famenne,83000,56476,0.25
10276,53,2021-02-19,47,Mons,53000,258999,0.18
17667,92,2021-02-19,85,Namur,92000,316962,0.27
16490,84,2021-02-19,21,Neufchâteau,84000,63375,0.33
3096,25,2021-02-19,115,Nivelles,25000,403599,0.28
5221,35,2021-02-19,26,Ostende,35000,157200,0.17
18031,93,2021-02-19,4,Philippeville,93000,66355,0.06
5663,36,2021-02-19,28,Roulers,36000,153315,0.18
8993,46,2021-02-19,93,Saint-Nicolas,46000,252523,0.37
10687,55,2021-02-19,25,Soignies,55000,104533,0.24
7309,42,2021-02-19,52,Termonde,42000,201213,0.26
11081,56,2021-02-19,12,Thuin,56000,91678,0.13
6072,37,2021-02-19,19,Tielt,37000,92905,0.2
15004,73,2021-02-19,21,Tongres,73000,203963,0.1
11530,57,2021-02-19,29,Tournai,57000,223417,0.13
1258,13,2021-02-19,48,Turnhout,13000,461867,0.1
13259,63,2021-02-19,22,Verviers,63000,287772,0.08
16834,85,2021-02-19,11,Virton,85000,53751,0.2
13647,64,2021-02-19,11,Waremme,64000,81389,0.14
4331,33,2021-02-19,18,Ypres,33000,106279,0.17
6871,41,2021-02-20,51,Alost,41000,291229,0.18
355,11,2021-02-20,120,Anvers,11000,1051301,0.11
15391,81,2021-02-20,8,Arlon,81000,62623,0.13
9391,51,2021-02-20,4,Ath,51000,127915,0.03
8546,45,2021-02-20,5,Audenarde,45000,124342,0.04
15750,82,2021-02-20,3,Bastogne,82000,48413,0.06
3542,31,2021-02-20,30,Bruges,31000,282209,0.11
1723,21,2021-02-20,219,Bruxelles-Capitale,21000,1208542,0.18
9833,52,2021-02-20,48,Charleroi,52000,396639,0.12
4780,34,2021-02-20,32,Courtrai,34000,290706,0.11
17230,91,2021-02-20,16,Dinant,91000,111008,0.14
3921,32,2021-02-20,6,Dixmude,32000,51525,0.12
7685,43,2021-02-20,8,Eeklo,43000,85235,0.09
6435,38,2021-02-20,5,Furnes,38000,61657,0.08
8138,44,2021-02-20,106,Gand,44000,560522,0.19
2186,23,2021-02-20,64,Hal-Vilvorde,23000,637441,0.1
14109,71,2021-02-20,18,Hasselt,71000,418496,0.04
12356,61,2021-02-20,14,Huy,61000,113409,0.12
11957,58,2021-02-20,16,La Louvière,58000,141060,0.11
12817,62,2021-02-20,65,Liège,62000,624422,0.1
2639,24,2021-02-20,43,Louvain,24000,508734,0.08
14558,72,2021-02-20,14,Maaseik,72000,251589,0.06
801,12,2021-02-20,27,Malines,12000,344818,0.08
16128,83,2021-02-20,4,Marche-en-Famenne,83000,56476,0.07
10277,53,2021-02-20,19,Mons,53000,258999,0.07
17668,92,2021-02-20,38,Namur,92000,316962,0.12
16491,84,2021-02-20,4,Neufchâteau,84000,63375,0.06
3097,25,2021-02-20,71,Nivelles,25000,403599,0.18
5222,35,2021-02-20,16,Ostende,35000,157200,0.1
18032,93,2021-02-20,5,Philippeville,93000,66355,0.08
5664,36,2021-02-20,18,Roulers,36000,153315,0.12
8994,46,2021-02-20,29,Saint-Nicolas,46000,252523,0.11
10688,55,2021-02-20,7,Soignies,55000,104533,0.07
7310,42,2021-02-20,32,Termonde,42000,201213,0.16
11082,56,2021-02-20,3,Thuin,56000,91678,0.03
6073,37,2021-02-20,13,Tielt,37000,92905,0.14
15005,73,2021-02-20,9,Tongres,73000,203963,0.04
11531,57,2021-02-20,24,Tournai,57000,223417,0.11
1259,13,2021-02-20,37,Turnhout,13000,461867,0.08
13260,63,2021-02-20,6,Verviers,63000,287772,0.02
16835,85,2021-02-20,4,Virton,85000,53751,0.07
13648,64,2021-02-20,7,Waremme,64000,81389,0.09
4332,33,2021-02-20,4,Ypres,33000,106279,0.04
6872,41,2021-02-21,28,Alost,41000,291229,0.1
356,11,2021-02-21,91,Anvers,11000,1051301,0.09
15392,81,2021-02-21,10,Arlon,81000,62623,0.16
9392,51,2021-02-21,1,Ath,51000,127915,0.01
8547,45,2021-02-21,7,Audenarde,45000,124342,0.06
15751,82,2021-02-21,1,Bastogne,82000,48413,0.02
3543,31,2021-02-21,16,Bruges,31000,282209,0.06
1724,21,2021-02-21,87,Bruxelles-Capitale,21000,1208542,0.07
9834,52,2021-02-21,12,Charleroi,52000,396639,0.03
4781,34,2021-02-21,9,Courtrai,34000,290706,0.03
17231,91,2021-02-21,6,Dinant,91000,111008,0.05
3922,32,2021-02-21,3,Dixmude,32000,51525,0.06
7686,43,2021-02-21,2,Eeklo,43000,85235,0.02
6436,38,2021-02-21,8,Furnes,38000,61657,0.13
8139,44,2021-02-21,35,Gand,44000,560522,0.06
2187,23,2021-02-21,32,Hal-Vilvorde,23000,637441,0.05
14110,71,2021-02-21,10,Hasselt,71000,418496,0.02
12357,61,2021-02-21,2,Huy,61000,113409,0.02
11958,58,2021-02-21,27,La Louvière,58000,141060,0.19
12818,62,2021-02-21,4,Liège,62000,624422,0.01
2640,24,2021-02-21,9,Louvain,24000,508734,0.02
14559,72,2021-02-21,16,Maaseik,72000,251589,0.06
802,12,2021-02-21,25,Malines,12000,344818,0.07
16129,83,2021-02-21,9,Marche-en-Famenne,83000,56476,0.16
10278,53,2021-02-21,6,Mons,53000,258999,0.02
17669,92,2021-02-21,18,Namur,92000,316962,0.06
16492,84,2021-02-21,3,Neufchâteau,84000,63375,0.05
3098,25,2021-02-21,33,Nivelles,25000,403599,0.08
5223,35,2021-02-21,9,Ostende,35000,157200,0.06
18033,93,2021-02-21,2,Philippeville,93000,66355,0.03
5665,36,2021-02-21,11,Roulers,36000,153315,0.07
8995,46,2021-02-21,11,Saint-Nicolas,46000,252523,0.04
10689,55,2021-02-21,4,Soignies,55000,104533,0.04
7311,42,2021-02-21,17,Termonde,42000,201213,0.08
11083,56,2021-02-21,3,Thuin,56000,91678,0.03
6074,37,2021-02-21,4,Tielt,37000,92905,0.04
15006,73,2021-02-21,4,Tongres,73000,203963,0.02
11532,57,2021-02-21,5,Tournai,57000,223417,0.02
1260,13,2021-02-21,22,Turnhout,13000,461867,0.05
13261,63,2021-02-21,2,Verviers,63000,287772,0.01
16836,85,2021-02-21,5,Virton,85000,53751,0.09
13649,64,2021-02-21,1,Waremme,64000,81389,0.01
4333,33,2021-02-21,10,Ypres,33000,106279,0.09
6873,41,2021-02-22,101,Alost,41000,291229,0.35
357,11,2021-02-22,307,Anvers,11000,1051301,0.29
15393,81,2021-02-22,12,Arlon,81000,62623,0.19
9393,51,2021-02-22,16,Ath,51000,127915,0.13
8548,45,2021-02-22,32,Audenarde,45000,124342,0.26
15752,82,2021-02-22,13,Bastogne,82000,48413,0.27
3544,31,2021-02-22,64,Bruges,31000,282209,0.23
1725,21,2021-02-22,418,Bruxelles-Capitale,21000,1208542,0.35
9835,52,2021-02-22,88,Charleroi,52000,396639,0.22
4782,34,2021-02-22,92,Courtrai,34000,290706,0.32
17232,91,2021-02-22,53,Dinant,91000,111008,0.48
3923,32,2021-02-22,15,Dixmude,32000,51525,0.29
7687,43,2021-02-22,36,Eeklo,43000,85235,0.42
6437,38,2021-02-22,4,Furnes,38000,61657,0.06
8140,44,2021-02-22,217,Gand,44000,560522,0.39
2188,23,2021-02-22,176,Hal-Vilvorde,23000,637441,0.28
14111,71,2021-02-22,64,Hasselt,71000,418496,0.15
12358,61,2021-02-22,18,Huy,61000,113409,0.16
11959,58,2021-02-22,53,La Louvière,58000,141060,0.38
12819,62,2021-02-22,97,Liège,62000,624422,0.16
2641,24,2021-02-22,91,Louvain,24000,508734,0.18
14560,72,2021-02-22,66,Maaseik,72000,251589,0.26
803,12,2021-02-22,64,Malines,12000,344818,0.19
16130,83,2021-02-22,21,Marche-en-Famenne,83000,56476,0.37
10279,53,2021-02-22,61,Mons,53000,258999,0.24
17670,92,2021-02-22,69,Namur,92000,316962,0.22
16493,84,2021-02-22,24,Neufchâteau,84000,63375,0.38
3099,25,2021-02-22,126,Nivelles,25000,403599,0.31
5224,35,2021-02-22,29,Ostende,35000,157200,0.18
18034,93,2021-02-22,18,Philippeville,93000,66355,0.27
5666,36,2021-02-22,57,Roulers,36000,153315,0.37
8996,46,2021-02-22,88,Saint-Nicolas,46000,252523,0.35
10690,55,2021-02-22,16,Soignies,55000,104533,0.15
7312,42,2021-02-22,80,Termonde,42000,201213,0.4
11084,56,2021-02-22,14,Thuin,56000,91678,0.15
6075,37,2021-02-22,26,Tielt,37000,92905,0.28
15007,73,2021-02-22,16,Tongres,73000,203963,0.08
11533,57,2021-02-22,38,Tournai,57000,223417,0.17
1261,13,2021-02-22,64,Turnhout,13000,461867,0.14
13262,63,2021-02-22,34,Verviers,63000,287772,0.12
16837,85,2021-02-22,5,Virton,85000,53751,0.09
13650,64,2021-02-22,13,Waremme,64000,81389,0.16
4334,33,2021-02-22,29,Ypres,33000,106279,0.27
6874,41,2021-02-23,83,Alost,41000,291229,0.28
358,11,2021-02-23,241,Anvers,11000,1051301,0.23
15394,81,2021-02-23,17,Arlon,81000,62623,0.27
9394,51,2021-02-23,19,Ath,51000,127915,0.15
8549,45,2021-02-23,38,Audenarde,45000,124342,0.31
15753,82,2021-02-23,17,Bastogne,82000,48413,0.35
3545,31,2021-02-23,58,Bruges,31000,282209,0.21
1726,21,2021-02-23,332,Bruxelles-Capitale,21000,1208542,0.27
9836,52,2021-02-23,103,Charleroi,52000,396639,0.26
4783,34,2021-02-23,58,Courtrai,34000,290706,0.2
17233,91,2021-02-23,41,Dinant,91000,111008,0.37
3924,32,2021-02-23,9,Dixmude,32000,51525,0.17
7688,43,2021-02-23,14,Eeklo,43000,85235,0.16
6438,38,2021-02-23,6,Furnes,38000,61657,0.1
8141,44,2021-02-23,201,Gand,44000,560522,0.36
2189,23,2021-02-23,142,Hal-Vilvorde,23000,637441,0.22
14112,71,2021-02-23,69,Hasselt,71000,418496,0.16
12359,61,2021-02-23,19,Huy,61000,113409,0.17
11960,58,2021-02-23,60,La Louvière,58000,141060,0.43
12820,62,2021-02-23,101,Liège,62000,624422,0.16
2642,24,2021-02-23,44,Louvain,24000,508734,0.09
14561,72,2021-02-23,46,Maaseik,72000,251589,0.18
804,12,2021-02-23,46,Malines,12000,344818,0.13
16131,83,2021-02-23,17,Marche-en-Famenne,83000,56476,0.3
10280,53,2021-02-23,69,Mons,53000,258999,0.27
17671,92,2021-02-23,56,Namur,92000,316962,0.18
16494,84,2021-02-23,20,Neufchâteau,84000,63375,0.32
3100,25,2021-02-23,101,Nivelles,25000,403599,0.25
5225,35,2021-02-23,24,Ostende,35000,157200,0.15
18035,93,2021-02-23,16,Philippeville,93000,66355,0.24
5667,36,2021-02-23,56,Roulers,36000,153315,0.37
8997,46,2021-02-23,69,Saint-Nicolas,46000,252523,0.27
10691,55,2021-02-23,36,Soignies,55000,104533,0.34
7313,42,2021-02-23,55,Termonde,42000,201213,0.27
