INS,FR_INS,NL_INS,INS6,FR_INS6,NL_INS6,
53084,Quévy,Quévy,53084D,GIVRY,GIVRY,
53084,Quévy,Quévy,53084E,GOEGNIES-CHAUSSEE,GOEGNIES-CHAUSSEE,
53084,Quévy,Quévy,53084F,AULNOIS,AULNOIS,
53084,Quévy,Quévy,53084G,BLAREGNIES,BLAREGNIES,
53084,Quévy,Quévy,53084H,GENLY,GENLY,
53084,Quévy,Quévy,53084J,BOUGNIES,BOUGNIES,
53084,Quévy,Quévy,53084K,ASQUILLIES,ASQUILLIES,
57096,Moeskroen,Mouscron,54007A,MOUSCRON,MOUSCRON,
57096,Moeskroen,Mouscron,54007B,LUINGNE,LUINGNE,
57096,Moeskroen,Mouscron,54007C,HERSEAUX,HERSEAUX,
57096,Moeskroen,Mouscron,54007D,DOTTIGNIES,DOTTIGNIES,
57097,Komen-Waasten,Comines-Warneton,54010A,COMINES,COMINES,
57097,Komen-Waasten,Comines-Warneton,54010B,BAS-WARNETON,BAS-WARNETON,
57097,Komen-Waasten,Comines-Warneton,54010C,HOUTHEM,HOUTHEM,
57097,Komen-Waasten,Comines-Warneton,54010D,WARNETON,WARNETON,
57097,Komen-Waasten,Comines-Warneton,54010E,PLOEGSTEERT,PLOEGSTEERT,
55004,'s Gravenbrakel,Braine-le-Comte,55004A,BRAINE-LE-COMTE,BRAINE-LE-COMTE,
55004,'s Gravenbrakel,Braine-le-Comte,55004B,HENNUYERES,HENNUYERES,
55004,'s Gravenbrakel,Braine-le-Comte,55004C,RONQUIERES,RONQUIERES,
55004,'s Gravenbrakel,Braine-le-Comte,55004D,HENRIPONT,HENRIPONT,
55004,'s Gravenbrakel,Braine-le-Comte,55004E,PETIT-ROEULX-LEZ-BRAINE,PETIT-ROEULX-LEZ-BRAINE,
55004,'s Gravenbrakel,Braine-le-Comte,55004F,STEENKERQUE,STEENKERQUE,
51067,Edingen,Enghien,55010A,ENGHIEN,ENGHIEN,
51067,Edingen,Enghien,55010B,MARCQ,MARCQ,
51067,Edingen,Enghien,55010C,PETIT-ENGHIEN,PETIT-ENGHIEN,
58001,La Louvière,La Louvière,550221,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
58001,La Louvière,La Louvière,55022A,LA LOUVIERE,LA LOUVIERE,
58001,La Louvière,La Louvière,55022B,HAINE-SAINT-PIERRE,HAINE-SAINT-PIERRE,
58001,La Louvière,La Louvière,55022C,HAINE-SAINT-PAUL,HAINE-SAINT-PAUL,
58001,La Louvière,La Louvière,55022D,SAINT-VAAST,SAINT-VAAST,
58001,La Louvière,La Louvière,55022E,TRIVIERES,TRIVIERES,
58001,La Louvière,La Louvière,55022F,MAURAGE,MAURAGE,
58001,La Louvière,La Louvière,55022G,BOUSSOIT,BOUSSOIT,
58001,La Louvière,La Louvière,55022H,STREPY-BRACQUEGNIES,STREPY-BRACQUEGNIES,
58001,La Louvière,La Louvière,55022J,HOUDENG-AIMERIES,HOUDENG-AIMERIES,
58001,La Louvière,La Louvière,55022K,HOUDENG-GOEGNIES,HOUDENG-GOEGNIES,
58001,La Louvière,La Louvière,55022L,PARTIE DE FAMILLEUREUX,PARTIE DE FAMILLEUREUX,
51069,Lessen,Lessines,55023A,LESSINES,LESSINES,
51069,Lessen,Lessines,55023B,DEUX-ACREN,DEUX-ACREN,
51069,Lessen,Lessines,55023C,BOIS-DE-LESSINES,BOIS-DE-LESSINES,
51069,Lessen,Lessines,55023D,OLLIGNIES,OLLIGNIES,
51069,Lessen,Lessines,55023E,PAPIGNIES,PAPIGNIES,
51069,Lessen,Lessines,55023F,OGY,OGY,
51069,Lessen,Lessines,55023G,GHOY,GHOY,
55035,Le Roeulx,Le Roeulx,550351,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
55035,Le Roeulx,Le Roeulx,55035A,LE ROEULX,LE ROEULX,
55035,Le Roeulx,Le Roeulx,55035B,MIGNAULT,MIGNAULT,
55035,Le Roeulx,Le Roeulx,55035C,THIEU,THIEU,
55035,Le Roeulx,Le Roeulx,55035D,VILLE-SUR-HAINE *,VILLE-SUR-HAINE *,
51068,Opzullik,Silly,550391,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
51068,Opzullik,Silly,55039A,SILLY,SILLY,
51068,Opzullik,Silly,55039B,HELLEBECQ,HELLEBECQ,
51068,Opzullik,Silly,55039C,BASSILLY,BASSILLY,
51068,Opzullik,Silly,55039D,HOVES,HOVES,
51068,Opzullik,Silly,55039E,GRATY,GRATY,
51068,Opzullik,Silly,55039F,THORICOURT,THORICOURT,
51068,Opzullik,Silly,55039G,FOULENG,FOULENG,
51068,Opzullik,Silly,55039H,GONDREGNIES,GONDREGNIES,
55040,Zinnik,Soignies,55040A,SOIGNIES,SOIGNIES,
55040,Zinnik,Soignies,55040B,NAAST,NAAST,
55040,Zinnik,Soignies,55040C,THIEUSIES,THIEUSIES,
55040,Zinnik,Soignies,55040D,CASTEAU*,CASTEAU*,
55040,Zinnik,Soignies,55040E,NEUFVILLES,NEUFVILLES,
55040,Zinnik,Soignies,55040F,CHAUSSEE-NOTRE-DAME-LOUVIGNIES,CHAUSSEE-NOTRE-DAME-LOUVIGNIES,
55040,Zinnik,Soignies,55040G,HORRUES,HORRUES,
55050,Ecaussinnes,Ecaussinnes,55050A,ECAUSSINES-D'ENGHIEN,ECAUSSINES-D'ENGHIEN,
55050,Ecaussinnes,Ecaussinnes,55050B,ECAUSSINES-LALAING,ECAUSSINES-LALAING,
55050,Ecaussinnes,Ecaussinnes,55050C,MARCHE-LEZ-ECAUSSINES,MARCHE-LEZ-ECAUSSINES,
56001,Anderlues,Anderlues,56001A,ANDERLUES,ANDERLUES,
56005,Beaumont,Beaumont,56005A,BEAUMONT,BEAUMONT,
56005,Beaumont,Beaumont,56005B,BARBENCON*,BARBENCON*,
56005,Beaumont,Beaumont,56005C,RENLIES,RENLIES,
56005,Beaumont,Beaumont,56005D,SOLRE-SAINT-GERY*,SOLRE-SAINT-GERY*,
56005,Beaumont,Beaumont,56005E,LEUGNIES,LEUGNIES,
56005,Beaumont,Beaumont,56005F,LEVAL-CHAUDEVILLE,LEVAL-CHAUDEVILLE,
56005,Beaumont,Beaumont,56005G,THIRIMONT,THIRIMONT,
56005,Beaumont,Beaumont,56005H,STREE,STREE,
58002,Binche,Binche,56011A,BINCHE,BINCHE,
58002,Binche,Binche,56011B,RESSAIX,RESSAIX,
58002,Binche,Binche,56011C,LEVAL-TRAHEGNIES,LEVAL-TRAHEGNIES,
58002,Binche,Binche,56011D,EPINOIS,EPINOIS,
58002,Binche,Binche,56011E,BUVRINNES,BUVRINNES,
58002,Binche,Binche,56011F,WAUDREZ,WAUDREZ,
58002,Binche,Binche,56011G,BRAY,BRAY,
58002,Binche,Binche,56011H,PERONNES-LEZ-BINCHE,PERONNES-LEZ-BINCHE,
56016,Chimay,Chimay,56016A,CHIMAY,CHIMAY,
56016,Chimay,Chimay,56016B,VIRELLES,VIRELLES,
56016,Chimay,Chimay,56016C,VAULX,VAULX,
56016,Chimay,Chimay,56016D,LOMPRET,LOMPRET,
56016,Chimay,Chimay,56016E,BAILEUX,BAILEUX,
56016,Chimay,Chimay,56016F,L'ESCAILLERE,L'ESCAILLERE,
56016,Chimay,Chimay,56016G,RIEZES,RIEZES,
56016,Chimay,Chimay,56016H,BOURLERS,BOURLERS,
56016,Chimay,Chimay,56016J,FORGES,FORGES,
56016,Chimay,Chimay,56016K,SAINT-REMY,SAINT-REMY,
56016,Chimay,Chimay,56016L,VILLERS-LA-TOUR,VILLERS-LA-TOUR,
56016,Chimay,Chimay,56016M,SALLES,SALLES,
56016,Chimay,Chimay,56016N,BAILIEVRE,BAILIEVRE,
56016,Chimay,Chimay,56016P,ROBECHIES,ROBECHIES,
56022,Erquelinnes,Erquelinnes,56022A,ERQUELINNES,ERQUELINNES,
56022,Erquelinnes,Erquelinnes,56022B,SOLRE-SUR-SAMBRE,SOLRE-SUR-SAMBRE,
56022,Erquelinnes,Erquelinnes,56022C,HANTES-WIHERIES,HANTES-WIHERIES,
56022,Erquelinnes,Erquelinnes,56022D,MONTIGNIES-SAINT-CHRISTOPHE,MONTIGNIES-SAINT-CHRISTOPHE,
56022,Erquelinnes,Erquelinnes,56022E,BERSILLIES - L'ABBAYE,BERSILLIES - L'ABBAYE,
56022,Erquelinnes,Erquelinnes,56022F,GRAND-RENG,GRAND-RENG,
56029,Froidchapelle,Froidchapelle,56029A,FROIDCHAPELLE,FROIDCHAPELLE,
56029,Froidchapelle,Froidchapelle,56029B,VERGNIES+PARTIE DE BARBENCON,VERGNIES+PARTIE DE BARBENCON,
56029,Froidchapelle,Froidchapelle,56029C,ERPION,ERPION,
56029,Froidchapelle,Froidchapelle,56029D,BOUSSU-LEZ-WALCOURT,BOUSSU-LEZ-WALCOURT,
56044,Lobbes,Lobbes,56044A,LOBBES,LOBBES,
56044,Lobbes,Lobbes,56044B,SARS-LA-BUISSIERE,SARS-LA-BUISSIERE,
56044,Lobbes,Lobbes,56044C,BIENNE-LEZ-HAPPART,BIENNE-LEZ-HAPPART,
56044,Lobbes,Lobbes,56044D,MONT-SAINTE-GENEVIEVE,MONT-SAINTE-GENEVIEVE,
56049,Merbes-le-Château,Merbes-le-Château,56049A,MERBES-LE-CHATEAU,MERBES-LE-CHATEAU,
56049,Merbes-le-Château,Merbes-le-Château,56049B,MERBES-SAINTE-MARIE,MERBES-SAINTE-MARIE,
56049,Merbes-le-Château,Merbes-le-Château,56049C,LABUISSIERE,LABUISSIERE,
56049,Merbes-le-Château,Merbes-le-Château,56049D,FONTAINE-VALMONT,FONTAINE-VALMONT,
56051,Momignies,Momignies,56051A,MOMIGNIES,MOMIGNIES,
56051,Momignies,Momignies,56051B,MACON,MACON,
56051,Momignies,Momignies,56051C,MONCEAU-IMBRECHIES,MONCEAU-IMBRECHIES,
56051,Momignies,Momignies,56051D,SELOIGNES,SELOIGNES,
56051,Momignies,Momignies,56051E,FORGE-PHILIPPE,FORGE-PHILIPPE,
56051,Momignies,Momignies,56051F,MACQUENOISE,MACQUENOISE,
56051,Momignies,Momignies,56051G,BEAUWELZ,BEAUWELZ,
56078,Thuin,Thuin,56078A,THUIN,THUIN,
56078,Thuin,Thuin,56078B,GOZEE,GOZEE,
56078,Thuin,Thuin,56078C,BIESME-SOUS-THUIN,BIESME-SOUS-THUIN,
56078,Thuin,Thuin,56078D,THUILLIES,THUILLIES,
56078,Thuin,Thuin,56078E,DONSTIENNES,DONSTIENNES,
56078,Thuin,Thuin,56078F,RAGNIES,RAGNIES,
56078,Thuin,Thuin,56078G,LEERS-ET-FOSTEAU,LEERS-ET-FOSTEAU,
56078,Thuin,Thuin,56078H,BIERCEE,BIERCEE,
58003,Estinnes,Estinnes,56085A,ESTINNES-AU-MONT,ESTINNES-AU-MONT,
58003,Estinnes,Estinnes,56085B,ESTINNES-AU-VAL,ESTINNES-AU-VAL,
58003,Estinnes,Estinnes,56085C,VELLEREILLE-LES-BRAYEUX,VELLEREILLE-LES-BRAYEUX,
58003,Estinnes,Estinnes,56085D,PEISSANT,PEISSANT,
58003,Estinnes,Estinnes,56085E,FAUROEULX,FAUROEULX,
58003,Estinnes,Estinnes,56085F,CROIX-LEZ-ROUVEROY,CROIX-LEZ-ROUVEROY,
58003,Estinnes,Estinnes,56085G,ROUVEROY,ROUVEROY,
58003,Estinnes,Estinnes,56085H,HAULCHIN,HAULCHIN,
58003,Estinnes,Estinnes,56085J,VELLEREILLE-LE-SEC,VELLEREILLE-LE-SEC,
56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,56086A,HAM-SUR-HEURE,HAM-SUR-HEURE,
56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,56086B,NALINNES,NALINNES,
56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,56086C,COUR-SUR-HEURE,COUR-SUR-HEURE,
56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,56086D,MARBAIX,MARBAIX,
56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,56086E,JAMIOULX,JAMIOULX,
58004,Morlanwelz,Morlanwelz,56087A,MORLANWELZ-MARIEMONT,MORLANWELZ-MARIEMONT,
58004,Morlanwelz,Morlanwelz,56087B,CARNIERES,CARNIERES,
58004,Morlanwelz,Morlanwelz,56087C,MONT-SAINTE-ALDEGONDE,MONT-SAINTE-ALDEGONDE,
56088,Sivry-Rance,Sivry-Rance,56088A,SIVRY,SIVRY,
56088,Sivry-Rance,Sivry-Rance,56088B,GRANDRIEU,GRANDRIEU,
56088,Sivry-Rance,Sivry-Rance,56088C,SAUTIN + PARTIE SOLRE-ST-GERY,SAUTIN + PARTIE SOLRE-ST-GERY,
56088,Sivry-Rance,Sivry-Rance,56088D,RANCE,RANCE,
56088,Sivry-Rance,Sivry-Rance,56088E,MONTBLIART,MONTBLIART,
57003,Antoing,Antoing,57003A,ANTOING,ANTOING,
57003,Antoing,Antoing,57003B,FONTENOY,FONTENOY,
57003,Antoing,Antoing,57003C,MAUBRAY,MAUBRAY,
57003,Antoing,Antoing,57003D,PERONNES-LEZ-ANTOING,PERONNES-LEZ-ANTOING,
57003,Antoing,Antoing,57003E,BRUYELLE,BRUYELLE,
57003,Antoing,Antoing,57003F,CALONNE,CALONNE,
57018,Celles,Celles,57018A,CELLES,CELLES,
57018,Celles,Celles,57018B,MOLENBAIX,MOLENBAIX,
57018,Celles,Celles,57018C,POTTES,POTTES,
57018,Celles,Celles,57018D,ESCANAFFLES,ESCANAFFLES,
57018,Celles,Celles,57018E,VELAINES,VELAINES,
57018,Celles,Celles,57018F,POPUELLES,POPUELLES,
57027,Estaimpuis,Estaimpuis,57027A,ESTAIMPUIS,ESTAIMPUIS,
57027,Estaimpuis,Estaimpuis,57027B,EVREGNIES,EVREGNIES,
57027,Estaimpuis,Estaimpuis,57027C,SAINT-LEGER,SAINT-LEGER,
57027,Estaimpuis,Estaimpuis,57027D,ESTAIMBOURG,ESTAIMBOURG,
57027,Estaimpuis,Estaimpuis,57027E,BAILLEUL,BAILLEUL,
57027,Estaimpuis,Estaimpuis,57027F,NECHIN,NECHIN,
57027,Estaimpuis,Estaimpuis,57027G,LEERS-NORD,LEERS-NORD,
57062,Pecq,Pecq,57062A,PECQ,PECQ,
57062,Pecq,Pecq,57062B,WARCOING,WARCOING,
57062,Pecq,Pecq,57062C,HERINNES,HERINNES,
57062,Pecq,Pecq,57062D,OBIGIES,OBIGIES,
57062,Pecq,Pecq,57062E,ESQUELMES,ESQUELMES,
57064,Péruwelz,Péruwelz,57064A,PERUWELZ,PERUWELZ,
57064,Péruwelz,Péruwelz,57064B,WIERS,WIERS,
57064,Péruwelz,Péruwelz,57064C,CALLENELLE,CALLENELLE,
57064,Péruwelz,Péruwelz,57064D,BRASMENIL,BRASMENIL,
57064,Péruwelz,Péruwelz,57064E,WASMES-AUDEMEZ-BRIFFOEIL,WASMES-AUDEMEZ-BRIFFOEIL,
57064,Péruwelz,Péruwelz,57064F,BAUGNIES,BAUGNIES,
57064,Péruwelz,Péruwelz,57064G,BRAFFE,BRAFFE,
57064,Péruwelz,Péruwelz,57064H,BURY,BURY,
57064,Péruwelz,Péruwelz,57064J,ROUCOURT,ROUCOURT,
57064,Péruwelz,Péruwelz,57064K,BON-SECOURS,BON-SECOURS,
57072,Rumes,Rumes,57072A,RUMES,RUMES,
57072,Rumes,Rumes,57072B,TAINTIGNIES,TAINTIGNIES,
57072,Rumes,Rumes,57072C,LA GLANERIE,LA GLANERIE,
57081,Doornik,Tournai,57081A,TOURNAI,TOURNAI,
57081,Doornik,Tournai,57081B,WARCHIN,WARCHIN,
57081,Doornik,Tournai,57081C,CHERCQ,CHERCQ,
57081,Doornik,Tournai,57081D,HAVINNES,HAVINNES,
57081,Doornik,Tournai,57081E,MELLES - QUARTES,MELLES - QUARTES,
57081,Doornik,Tournai,57081F,BECLERS - THIMOUGIES,BECLERS - THIMOUGIES,
57081,Doornik,Tournai,57081G,BARRY - MAULDE,BARRY - MAULDE,
57081,Doornik,Tournai,57081H,VEZON,VEZON,
57081,Doornik,Tournai,57081J,GAURAIN-RAMECROIX,GAURAIN-RAMECROIX,
57081,Doornik,Tournai,57081K,VAULX,VAULX,
57081,Doornik,Tournai,57081L,SAINT-MAUR - ERE,SAINT-MAUR - ERE,
57081,Doornik,Tournai,57081M,WILLEMEAU - FROIDMONT,WILLEMEAU - FROIDMONT,
57081,Doornik,Tournai,57081N,ESPLECHIN,ESPLECHIN,
57081,Doornik,Tournai,57081P,ORCQ - MARQUAIN - LAMAIN,ORCQ - MARQUAIN - LAMAIN,
57081,Doornik,Tournai,57081R,BLANDAIN - HERTAIN,BLANDAIN - HERTAIN,
57081,Doornik,Tournai,57081S,TEMPLEUVE,TEMPLEUVE,
57081,Doornik,Tournai,57081T,RAMEGNIES-CHIN,RAMEGNIES-CHIN,
57081,Doornik,Tournai,57081U,FROYENNES,FROYENNES,
57081,Doornik,Tournai,57081V,KAIN - MONT-SAINT-AUBERT,KAIN - MONT-SAINT-AUBERT,
57081,Doornik,Tournai,57081W,RUMILLIES - MOURCOURT,RUMILLIES - MOURCOURT,
57093,Brunehaut,Brunehaut,57093A,BLEHARIES,BLEHARIES,
57093,Brunehaut,Brunehaut,57093B,RONGY,RONGY,
57093,Brunehaut,Brunehaut,57093C,LESDAIN,LESDAIN,
57093,Brunehaut,Brunehaut,57093D,HOWARDRIES,HOWARDRIES,
57093,Brunehaut,Brunehaut,57093E,GUIGNIES,GUIGNIES,
57093,Brunehaut,Brunehaut,57093F,WEZ-VELVAIN,WEZ-VELVAIN,
57093,Brunehaut,Brunehaut,57093G,JOLLAIN-MERLIN,JOLLAIN-MERLIN,
57093,Brunehaut,Brunehaut,57093H,HOLLAIN,HOLLAIN,
57093,Brunehaut,Brunehaut,57093J,LAPLAIGNE,LAPLAIGNE,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,570941,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094A,LEUZE,LEUZE,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094B,GRANDMETZ,GRANDMETZ,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094C,CHAPELLE-A-WATTINES,CHAPELLE-A-WATTINES,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094D,CHAPELLE-A-OIE,CHAPELLE-A-OIE,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094E,BLICQUY,BLICQUY,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094F,TOURPES,TOURPES,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094G,WILLAUPUIS,WILLAUPUIS,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094H,PIPAIX,PIPAIX,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094J,GALLAIX,GALLAIX,
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57094K,THIEULAIN,THIEULAIN,
57095,Mont-de-l'Enclus,Mont-de-l'Enclus,57095A,AMOUGIES,AMOUGIES,
57095,Mont-de-l'Enclus,Mont-de-l'Enclus,57095B,RUSSEIGNIES,RUSSEIGNIES,
57095,Mont-de-l'Enclus,Mont-de-l'Enclus,57095C,ANSEROEUL,ANSEROEUL,
57095,Mont-de-l'Enclus,Mont-de-l'Enclus,57095D,ORROIR,ORROIR,
61003,Amay,Amay,61003A,AMAY,AMAY,
61003,Amay,Amay,61003B,FLONE,FLONE,
61003,Amay,Amay,61003C,OMBRET-RAWSA*,OMBRET-RAWSA*,
61003,Amay,Amay,61003D,AMPSIN,AMPSIN,
61003,Amay,Amay,61003E,JEHAY-BODEGNEE*,JEHAY-BODEGNEE*,
61010,Burdinne,Burdinne,61010A,BURDINNE,BURDINNE,
61010,Burdinne,Burdinne,61010B,HANNECHE,HANNECHE,
61010,Burdinne,Burdinne,61010C,LAMONTZEE,LAMONTZEE,
61010,Burdinne,Burdinne,61010D,OTEPPE,OTEPPE,
61010,Burdinne,Burdinne,61010E,MARNEFFE,MARNEFFE,
61012,Clavier,Clavier,61012A,CLAVIER,CLAVIER,
61012,Clavier,Clavier,61012B,OCQUIER,OCQUIER,
61012,Clavier,Clavier,61012C,BOIS - ET - BORSU,BOIS - ET - BORSU,
61012,Clavier,Clavier,61012D,LES AVINS,LES AVINS,
61012,Clavier,Clavier,61012E,PAILHE,PAILHE,
61012,Clavier,Clavier,61012F,TERWAGNE,TERWAGNE,
61019,Ferrières,Ferrières,61019A,FERRIERES + PARTIE DE HARRE,FERRIERES + PARTIE DE HARRE,
61019,Ferrières,Ferrières,61019B,VIEUXVILLE,VIEUXVILLE,
61019,Ferrières,Ferrières,61019C,MY,MY,
61019,Ferrières,Ferrières,61019D,XHORIS,XHORIS,
61019,Ferrières,Ferrières,61019E,WERBOMONT,WERBOMONT,
61024,Hamoir,Hamoir,61024A,HAMOIR,HAMOIR,
61024,Hamoir,Hamoir,61024B,COMBLAIN-FAIRON,COMBLAIN-FAIRON,
61024,Hamoir,Hamoir,61024C,FILOT,FILOT,
61028,Héron,Héron,61028A,HERON*,HERON*,
61028,Héron,Héron,61028B,LAVOIR*,LAVOIR*,
61028,Héron,Héron,61028C,COUTHUIN*,COUTHUIN*,
61028,Héron,Héron,61028D,WARET-L'EVEQUE + PARTIE DE LANDENNE,WARET-L'EVEQUE + PARTIE DE LANDENNE,
61031,Hoei,Huy,610313,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
61031,Hoei,Huy,61031A,HUY,HUY,
61031,Hoei,Huy,61031B,BEN-AHIN + PARTIE DE MARCHIN,BEN-AHIN + PARTIE DE MARCHIN,
61031,Hoei,Huy,61031C,TIHANGE + PARTIE DE STREE ET DE VIERSET-BARSE,TIHANGE + PARTIE DE STREE ET DE VIERSET-BARSE,
61039,Marchin,Marchin,610391,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
61039,Marchin,Marchin,61039A,MARCHIN*,MARCHIN*,
61039,Marchin,Marchin,61039B,VYLE-ET-THAROUL,VYLE-ET-THAROUL,
61041,Modave,Modave,610411,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
61041,Modave,Modave,61041A,MODAVE,MODAVE,
61041,Modave,Modave,61041B,VIERSET-BARSE*,VIERSET-BARSE*,
61041,Modave,Modave,61041C,STREE*,STREE*,
61041,Modave,Modave,61041D,OUTRELOUXHE + PARTIE DE OMBRET-RAWSA,OUTRELOUXHE + PARTIE DE OMBRET-RAWSA,
61043,Nandrin,Nandrin,610431,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
61043,Nandrin,Nandrin,61043A,NANDRIN,NANDRIN,
61043,Nandrin,Nandrin,61043B,VILLERS-LE-TEMPLE,VILLERS-LE-TEMPLE,
61043,Nandrin,Nandrin,61043C,YERNEE-FRAINEUX+PARTIE DE ABEE,YERNEE-FRAINEUX+PARTIE DE ABEE,
61043,Nandrin,Nandrin,61043D,SAINT-SEVERIN,SAINT-SEVERIN,
61048,Ouffet,Ouffet,61048A,OUFFET,OUFFET,
61048,Ouffet,Ouffet,61048B,WARZEE,WARZEE,
61048,Ouffet,Ouffet,61048C,ELLEMELLE*,ELLEMELLE*,
61063,Verlaine,Verlaine,61063A,VERLAINE,VERLAINE,
61063,Verlaine,Verlaine,61063B,JEHAY-BODEGNEE (PARTIE),JEHAY-BODEGNEE (PARTIE),
61063,Verlaine,Verlaine,61063C,CHAPON-SERAING,CHAPON-SERAING,
61063,Verlaine,Verlaine,61063D,SERAING-LE-CHATEAU,SERAING-LE-CHATEAU,
61068,Villers-le-Bouillet,Villers-le-Bouillet,61068A,VILLERS-LE-BOUILLET,VILLERS-LE-BOUILLET,
61068,Villers-le-Bouillet,Villers-le-Bouillet,61068B,WARNANT-DREYE,WARNANT-DREYE,
61068,Villers-le-Bouillet,Villers-le-Bouillet,61068C,VIEUX-WALEFFE,VIEUX-WALEFFE,
61068,Villers-le-Bouillet,Villers-le-Bouillet,61068D,VAUX-ET-BORSET,VAUX-ET-BORSET,
61068,Villers-le-Bouillet,Villers-le-Bouillet,61068E,FIZE-FONTAINE,FIZE-FONTAINE,
61072,Wanze,Wanze,61072A,WANZE,WANZE,
61072,Wanze,Wanze,61072B,BAS-OHA,BAS-OHA,
61072,Wanze,Wanze,61072C,MOHA,MOHA,
61072,Wanze,Wanze,61072D,HUCCORGNE + PARTIE DE COUTHUIN ET DE LAVOIR,HUCCORGNE + PARTIE DE COUTHUIN ET DE LAVOIR,
61072,Wanze,Wanze,61072E,VINALMONT,VINALMONT,
61072,Wanze,Wanze,61072F,ANTHEIT,ANTHEIT,
61079,Anthisnes,Anthisnes,61079A,ANTHISNES*,ANTHISNES*,
61079,Anthisnes,Anthisnes,61079B,HODY,HODY,
61079,Anthisnes,Anthisnes,61079C,TAVIER + PARTIE DE ELLEMELLE,TAVIER + PARTIE DE ELLEMELLE,
61079,Anthisnes,Anthisnes,61079D,VILLERS-AUX-TOURS + PARTIE DE ESNEUX,VILLERS-AUX-TOURS + PARTIE DE ESNEUX,
61080,Engis,Engis,61080A,ENGIS,ENGIS,
61080,Engis,Engis,61080B,EHEIN (PARTIE),EHEIN (PARTIE),
61080,Engis,Engis,61080C,CLERMONT-SOUS-HUY,CLERMONT-SOUS-HUY,
61080,Engis,Engis,61080D,HERMALLE-SOUS-HUY*,HERMALLE-SOUS-HUY*,
61081,Tinlot,Tinlot,61081A,SOHEIT-TINLOT,SOHEIT-TINLOT,
61081,Tinlot,Tinlot,61081B,RAMELOT,RAMELOT,
61081,Tinlot,Tinlot,61081C,ABEE*,ABEE*,
61081,Tinlot,Tinlot,61081D,FRAITURE,FRAITURE,
61081,Tinlot,Tinlot,61081E,SENY,SENY,
62003,Ans,Ans,62003A,ANS*,ANS*,
62003,Ans,Ans,62003B,LONCIN* +  PARTIE DE GRACE-HOLLOGNE,LONCIN* +  PARTIE DE GRACE-HOLLOGNE,
62003,Ans,Ans,62003C,ALLEUR*,ALLEUR*,
62003,Ans,Ans,62003D,XHENDREMAEL + PARTIE DE AWANS,XHENDREMAEL + PARTIE DE AWANS,
62006,Awans,Awans,62006A,AWANS*+ PARTIE DE GRACE-HOLLOGNE,AWANS*+ PARTIE DE GRACE-HOLLOGNE,
62006,Awans,Awans,62006B,FOOZ + PARTIE DE BIERSET,FOOZ + PARTIE DE BIERSET,
62006,Awans,Awans,62006C,HOGNOUL,HOGNOUL,
62006,Awans,Awans,62006D,VILLERS-L'EVEQUE,VILLERS-L'EVEQUE,
62006,Awans,Awans,62006E,OTHEE,OTHEE,
62009,Aywaille,Aywaille,62009A,AYWAILLE + PARTIE DE ROUVREUX,AYWAILLE + PARTIE DE ROUVREUX,
62009,Aywaille,Aywaille,62009B,SOUGNE-REMOUCHAMPS + PARTIE DE LOUVEIGNE,SOUGNE-REMOUCHAMPS + PARTIE DE LOUVEIGNE,
62009,Aywaille,Aywaille,62009C,HARZE,HARZE,
62009,Aywaille,Aywaille,62009D,ERNONHEID,ERNONHEID,
62011,Bitsingen,Bassenge,620112,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
62011,Bitsingen,Bassenge,62011A,BASSENGE,BASSENGE,
62011,Bitsingen,Bassenge,62011B,ROCLENGE-SUR-GEER,ROCLENGE-SUR-GEER,
62011,Bitsingen,Bassenge,62011C,BOIRS,BOIRS,
