,YEAR_WEEK,NIS5,AGEGROUP,DOSE,CUMUL
779,21W01,24059,75-84,A,<10
780,21W01,24059,85+,A,<10
781,21W01,24062,18-34,A,10
782,21W01,24062,35-44,A,15
783,21W01,24062,45-54,A,15
784,21W01,24062,55-64,A,31
785,21W01,24062,65-74,A,36
786,21W01,24062,75-84,A,63
787,21W01,24062,85+,A,141
788,21W01,24066,18-34,A,<10
789,21W01,24066,55-64,A,<10
790,21W01,24066,65-74,A,<10
791,21W01,24066,75-84,A,11
792,21W01,24066,85+,A,31
793,21W01,24086,18-34,A,<10
794,21W01,24086,35-44,A,<10
795,21W01,24086,45-54,A,<10
796,21W01,24086,55-64,A,<10
797,21W01,24086,65-74,A,<10
798,21W01,24086,75-84,A,<10
799,21W01,24086,85+,A,<10
800,21W01,24094,18-34,A,<10
801,21W01,24094,35-44,A,<10
802,21W01,24094,45-54,A,<10
803,21W01,24094,55-64,A,<10
804,21W01,24094,65-74,A,<10
805,21W01,24094,75-84,A,20
806,21W01,24094,85+,A,90
807,21W01,24104,35-44,A,<10
808,21W01,24104,45-54,A,<10
809,21W01,24104,65-74,A,<10
810,21W01,24104,75-84,A,<10
811,21W01,24104,85+,A,<10
812,21W01,24107,18-34,A,<10
813,21W01,24107,35-44,A,<10
814,21W01,24107,45-54,A,<10
815,21W01,24107,55-64,A,<10
816,21W01,24107,65-74,A,<10
817,21W01,24107,75-84,A,<10
818,21W01,24107,85+,A,<10
819,21W01,24109,18-34,A,<10
820,21W01,24109,35-44,A,<10
821,21W01,24109,45-54,A,<10
822,21W01,24109,55-64,A,<10
823,21W01,24109,65-74,A,<10
824,21W01,24109,85+,A,<10
825,21W01,24130,18-34,A,<10
826,21W01,24130,35-44,A,<10
827,21W01,24130,45-54,A,<10
828,21W01,24130,75-84,A,<10
829,21W01,24133,18-34,A,<10
830,21W01,24133,35-44,A,<10
831,21W01,24133,45-54,A,<10
832,21W01,24133,55-64,A,<10
833,21W01,24133,65-74,A,<10
834,21W01,24133,75-84,A,18
835,21W01,24133,85+,A,35
836,21W01,24134,18-34,A,<10
837,21W01,24134,45-54,A,<10
838,21W01,24134,55-64,A,<10
839,21W01,24134,65-74,A,<10
840,21W01,24134,75-84,A,<10
841,21W01,24134,85+,A,<10
842,21W01,24135,35-44,A,<10
843,21W01,24135,45-54,A,<10
844,21W01,24135,55-64,A,<10
845,21W01,24135,85+,A,<10
846,21W01,24137,35-44,A,<10
847,21W01,24137,85+,A,<10
848,21W01,25005,18-34,A,<10
849,21W01,25005,35-44,A,<10
850,21W01,25005,45-54,A,<10
851,21W01,25005,55-64,A,<10
852,21W01,25005,65-74,A,<10
853,21W01,25005,75-84,A,<10
854,21W01,25005,85+,A,<10
855,21W01,25014,18-34,A,<10
856,21W01,25014,35-44,A,<10
857,21W01,25014,45-54,A,15
858,21W01,25014,55-64,A,<10
859,21W01,25014,65-74,A,<10
860,21W01,25014,75-84,A,<10
861,21W01,25014,85+,A,18
862,21W01,25015,18-34,A,<10
863,21W01,25015,45-54,A,<10
864,21W01,25015,55-64,A,<10
865,21W01,25015,65-74,A,<10
866,21W01,25015,85+,A,<10
867,21W01,25018,18-34,A,<10
868,21W01,25018,45-54,A,<10
869,21W01,25018,55-64,A,<10
870,21W01,25018,65-74,A,<10
871,21W01,25018,75-84,A,<10
872,21W01,25018,85+,A,<10
873,21W01,25023,18-34,A,<10
874,21W01,25023,35-44,A,<10
875,21W01,25023,45-54,A,<10
876,21W01,25023,55-64,A,<10
877,21W01,25023,75-84,A,<10
878,21W01,25023,85+,A,<10
879,21W01,25031,18-34,A,<10
880,21W01,25031,35-44,A,<10
881,21W01,25031,45-54,A,<10
882,21W01,25031,55-64,A,<10
883,21W01,25031,65-74,A,18
884,21W01,25031,75-84,A,27
885,21W01,25031,85+,A,42
886,21W01,25037,18-34,A,<10
887,21W01,25037,35-44,A,<10
888,21W01,25037,45-54,A,<10
889,21W01,25037,55-64,A,<10
890,21W01,25037,65-74,A,<10
891,21W01,25037,75-84,A,<10
892,21W01,25037,85+,A,<10
893,21W01,25043,45-54,A,<10
894,21W01,25043,55-64,A,<10
895,21W01,25043,75-84,A,<10
896,21W01,25043,85+,A,<10
897,21W01,25044,18-34,A,<10
898,21W01,25044,35-44,A,<10
899,21W01,25044,45-54,A,<10
900,21W01,25044,55-64,A,<10
901,21W01,25044,65-74,A,<10
902,21W01,25044,75-84,A,22
903,21W01,25044,85+,A,64
904,21W01,25048,35-44,A,<10
905,21W01,25048,45-54,A,<10
906,21W01,25048,55-64,A,<10
907,21W01,25048,65-74,A,<10
908,21W01,25048,75-84,A,<10
909,21W01,25050,45-54,A,<10
910,21W01,25050,55-64,A,<10
911,21W01,25050,75-84,A,<10
912,21W01,25050,85+,A,<10
913,21W01,25068,35-44,A,<10
914,21W01,25068,55-64,A,<10
915,21W01,25068,75-84,A,<10
916,21W01,25072,18-34,A,11
917,21W01,25072,35-44,A,12
918,21W01,25072,45-54,A,13
919,21W01,25072,55-64,A,15
920,21W01,25072,65-74,A,27
921,21W01,25072,75-84,A,41
922,21W01,25072,85+,A,119
923,21W01,25084,18-34,A,<10
924,21W01,25084,35-44,A,<10
925,21W01,25084,45-54,A,<10
926,21W01,25084,55-64,A,<10
927,21W01,25084,65-74,A,<10
928,21W01,25084,85+,A,<10
929,21W01,25091,18-34,A,<10
930,21W01,25091,35-44,A,<10
931,21W01,25091,45-54,A,<10
932,21W01,25091,55-64,A,<10
933,21W01,25091,65-74,A,<10
934,21W01,25091,75-84,A,<10
935,21W01,25091,85+,A,12
936,21W01,25105,18-34,A,<10
937,21W01,25105,35-44,A,<10
938,21W01,25105,45-54,A,<10
939,21W01,25105,55-64,A,<10
940,21W01,25105,65-74,A,<10
941,21W01,25105,75-84,A,<10
942,21W01,25105,85+,A,<10
943,21W01,25107,18-34,A,<10
944,21W01,25107,35-44,A,<10
945,21W01,25107,65-74,A,<10
946,21W01,25107,75-84,A,<10
947,21W01,25107,85+,A,<10
948,21W01,25110,18-34,A,<10
949,21W01,25110,35-44,A,<10
950,21W01,25110,45-54,A,<10
951,21W01,25110,55-64,A,10
952,21W01,25110,65-74,A,<10
953,21W01,25110,75-84,A,21
954,21W01,25110,85+,A,84
955,21W01,25112,18-34,A,12
956,21W01,25112,35-44,A,11
957,21W01,25112,45-54,A,15
958,21W01,25112,55-64,A,14
959,21W01,25112,65-74,A,22
960,21W01,25112,75-84,A,72
961,21W01,25112,85+,A,151
962,21W01,25117,0-17,A,<10
963,21W01,25117,18-34,A,<10
964,21W01,25117,35-44,A,<10
965,21W01,25117,45-54,A,<10
966,21W01,25117,55-64,A,<10
967,21W01,25117,85+,A,<10
968,21W01,25118,35-44,A,<10
969,21W01,25118,45-54,A,<10
970,21W01,25119,18-34,A,<10
971,21W01,25119,45-54,A,<10
972,21W01,25119,65-74,A,<10
973,21W01,25119,75-84,A,<10
974,21W01,25119,85+,A,11
975,21W01,25120,45-54,A,<10
976,21W01,25120,65-74,A,<10
977,21W01,25120,75-84,A,<10
978,21W01,25120,85+,A,<10
979,21W01,25121,18-34,A,10
980,21W01,25121,35-44,A,<10
981,21W01,25121,45-54,A,<10
982,21W01,25121,55-64,A,12
983,21W01,25121,65-74,A,16
984,21W01,25121,75-84,A,25
985,21W01,25121,85+,A,53
986,21W01,25122,35-44,A,<10
987,21W01,25122,45-54,A,<10
988,21W01,25123,18-34,A,<10
989,21W01,25123,35-44,A,<10
990,21W01,25123,45-54,A,<10
991,21W01,25123,55-64,A,<10
992,21W01,25123,75-84,A,<10
993,21W01,25123,85+,A,<10
994,21W01,25124,18-34,A,<10
995,21W01,25124,35-44,A,<10
996,21W01,25124,45-54,A,<10
997,21W01,25124,55-64,A,<10
998,21W01,25124,75-84,A,<10
999,21W01,31003,18-34,A,<10
1000,21W01,31003,35-44,A,<10
1001,21W01,31003,45-54,A,<10
1002,21W01,31003,65-74,A,<10
1003,21W01,31003,75-84,A,<10
1004,21W01,31004,85+,A,<10
1005,21W01,31005,35-44,A,<10
1006,21W01,31005,45-54,A,<10
1007,21W01,31005,55-64,A,<10
1008,21W01,31005,65-74,A,<10
1009,21W01,31005,75-84,A,<10
1010,21W01,31005,85+,A,<10
1011,21W01,31006,18-34,A,<10
1012,21W01,31006,75-84,A,<10
1013,21W01,31012,45-54,A,<10
1014,21W01,31022,18-34,A,<10
1015,21W01,31022,35-44,A,<10
1016,21W01,31022,45-54,A,<10
1017,21W01,31022,55-64,A,<10
1018,21W01,31033,18-34,A,<10
1019,21W01,31033,35-44,A,11
1020,21W01,31033,45-54,A,10
1021,21W01,31033,55-64,A,<10
1022,21W01,31033,65-74,A,<10
1023,21W01,31033,75-84,A,44
1024,21W01,31033,85+,A,116
1025,21W01,31040,18-34,A,<10
1026,21W01,31040,35-44,A,<10
1027,21W01,31040,45-54,A,<10
1028,21W01,31040,55-64,A,<10
1029,21W01,31040,75-84,A,<10
1030,21W01,31043,35-44,A,<10
1031,21W01,31043,85+,A,<10
1032,21W01,32003,18-34,A,<10
1033,21W01,32003,55-64,A,<10
1034,21W01,32003,75-84,A,<10
1035,21W01,32006,18-34,A,<10
1036,21W01,32006,45-54,A,<10
1037,21W01,32006,65-74,A,<10
1038,21W01,32006,75-84,A,<10
1039,21W01,32010,45-54,A,<10
1040,21W01,32010,55-64,A,<10
1041,21W01,32011,18-34,A,<10
1042,21W01,32011,35-44,A,<10
1043,21W01,32011,45-54,A,<10
1044,21W01,32011,55-64,A,<10
1045,21W01,32011,85+,A,<10
1046,21W01,32030,18-34,A,<10
1047,21W01,32030,55-64,A,<10
1048,21W01,33011,18-34,A,<10
1049,21W01,33011,45-54,A,16
1050,21W01,33011,55-64,A,16
1051,21W01,33011,65-74,A,14
1052,21W01,33011,75-84,A,35
1053,21W01,33011,85+,A,113
1054,21W01,33021,18-34,A,<10
1055,21W01,33021,45-54,A,<10
1056,21W01,33021,55-64,A,<10
1057,21W01,33021,85+,A,<10
1058,21W01,33029,0-17,A,<10
1059,21W01,33029,18-34,A,<10
1060,21W01,33029,35-44,A,<10
1061,21W01,33029,45-54,A,<10
1062,21W01,33029,55-64,A,<10
1063,21W01,33029,65-74,A,<10
1064,21W01,33029,75-84,A,25
1065,21W01,33029,85+,A,44
1066,21W01,33037,18-34,A,<10
1067,21W01,33037,35-44,A,<10
1068,21W01,33037,45-54,A,11
1069,21W01,33037,55-64,A,11
1070,21W01,33037,65-74,A,<10
1071,21W01,33037,75-84,A,37
1072,21W01,33037,85+,A,78
1073,21W01,33039,35-44,A,<10
1074,21W01,33039,45-54,A,<10
1075,21W01,33039,55-64,A,<10
1076,21W01,33039,75-84,A,<10
1077,21W01,33039,85+,A,<10
1078,21W01,33040,35-44,A,<10
1079,21W01,33040,45-54,A,<10
1080,21W01,33040,55-64,A,<10
1081,21W01,33040,65-74,A,<10
1082,21W01,33040,75-84,A,19
1083,21W01,33040,85+,A,62
1084,21W01,33041,18-34,A,<10
1085,21W01,33041,45-54,A,<10
1086,21W01,33041,55-64,A,<10
1087,21W01,34002,18-34,A,<10
1088,21W01,34002,35-44,A,<10
1089,21W01,34002,45-54,A,<10
1090,21W01,34002,55-64,A,<10
1091,21W01,34002,65-74,A,<10
1092,21W01,34002,75-84,A,16
1093,21W01,34002,85+,A,50
1094,21W01,34003,35-44,A,<10
1095,21W01,34003,45-54,A,<10
1096,21W01,34003,55-64,A,<10
1097,21W01,34003,85+,A,<10
1098,21W01,34009,18-34,A,<10
1099,21W01,34009,35-44,A,<10
1100,21W01,34009,45-54,A,<10
1101,21W01,34009,75-84,A,<10
1102,21W01,34009,85+,A,<10
1103,21W01,34013,18-34,A,<10
1104,21W01,34013,35-44,A,<10
1105,21W01,34013,45-54,A,<10
1106,21W01,34013,55-64,A,<10
1107,21W01,34013,65-74,A,<10
1108,21W01,34013,85+,A,<10
1109,21W01,34022,18-34,A,<10
1110,21W01,34022,35-44,A,<10
1111,21W01,34022,45-54,A,<10
1112,21W01,34022,55-64,A,25
1113,21W01,34022,65-74,A,34
1114,21W01,34022,75-84,A,81
1115,21W01,34022,85+,A,164
1116,21W01,34023,35-44,A,<10
1117,21W01,34023,45-54,A,<10
1118,21W01,34023,55-64,A,<10
1119,21W01,34023,65-74,A,<10
1120,21W01,34023,75-84,A,23
1121,21W01,34023,85+,A,35
1122,21W01,34025,18-34,A,<10
1123,21W01,34025,35-44,A,<10
1124,21W01,34025,45-54,A,<10
1125,21W01,34025,55-64,A,<10
1126,21W01,34025,75-84,A,<10
1127,21W01,34027,18-34,A,<10
1128,21W01,34027,35-44,A,10
1129,21W01,34027,45-54,A,<10
1130,21W01,34027,55-64,A,12
1131,21W01,34027,65-74,A,<10
1132,21W01,34027,75-84,A,29
1133,21W01,34027,85+,A,69
1134,21W01,34040,18-34,A,<10
1135,21W01,34040,35-44,A,<10
1136,21W01,34040,45-54,A,<10
1137,21W01,34040,55-64,A,<10
1138,21W01,34040,65-74,A,<10
1139,21W01,34040,75-84,A,<10
1140,21W01,34040,85+,A,<10
1141,21W01,34041,18-34,A,<10
1142,21W01,34041,35-44,A,<10
1143,21W01,34041,45-54,A,<10
1144,21W01,34041,55-64,A,13
1145,21W01,34041,65-74,A,<10
1146,21W01,34041,75-84,A,43
1147,21W01,34041,85+,A,82
1148,21W01,34042,18-34,A,<10
1149,21W01,34042,35-44,A,<10
1150,21W01,34042,45-54,A,15
1151,21W01,34042,55-64,A,10
1152,21W01,34042,65-74,A,<10
1153,21W01,34042,75-84,A,37
1154,21W01,34042,85+,A,86
1155,21W01,34043,35-44,A,<10
1156,21W01,35002,18-34,A,<10
1157,21W01,35002,35-44,A,<10
1158,21W01,35002,45-54,A,<10
1159,21W01,35002,55-64,A,<10
1160,21W01,35002,75-84,A,<10
1161,21W01,35002,85+,A,<10
1162,21W01,35005,18-34,A,<10
1163,21W01,35005,35-44,A,<10
1164,21W01,35005,45-54,A,<10
1165,21W01,35005,55-64,A,<10
1166,21W01,35005,85+,A,<10
1167,21W01,35006,18-34,A,<10
1168,21W01,35006,35-44,A,<10
1169,21W01,35006,45-54,A,<10
1170,21W01,35006,55-64,A,<10
1171,21W01,35006,85+,A,<10
1172,21W01,35011,45-54,A,<10
1173,21W01,35011,55-64,A,<10
1174,21W01,35011,65-74,A,<10
1175,21W01,35011,75-84,A,<10
1176,21W01,35011,85+,A,<10
1177,21W01,35013,18-34,A,15
1178,21W01,35013,35-44,A,17
1179,21W01,35013,45-54,A,25
1180,21W01,35013,55-64,A,28
1181,21W01,35013,65-74,A,32
1182,21W01,35013,75-84,A,96
1183,21W01,35013,85+,A,241
1184,21W01,35014,18-34,A,<10
1185,21W01,35014,35-44,A,<10
1186,21W01,35014,45-54,A,<10
1187,21W01,35014,55-64,A,<10
1188,21W01,35014,65-74,A,<10
1189,21W01,35014,75-84,A,<10
1190,21W01,35014,85+,A,<10
1191,21W01,35029,18-34,A,<10
1192,21W01,35029,55-64,A,<10
1193,21W01,35029,85+,A,<10
1194,21W01,36006,45-54,A,<10
1195,21W01,36007,18-34,A,<10
1196,21W01,36007,35-44,A,<10
1197,21W01,36007,45-54,A,<10
1198,21W01,36007,55-64,A,<10
1199,21W01,36007,65-74,A,<10
1200,21W01,36007,75-84,A,<10
1201,21W01,36007,85+,A,<10
1202,21W01,36008,18-34,A,<10
1203,21W01,36008,35-44,A,<10
1204,21W01,36008,45-54,A,11
1205,21W01,36008,55-64,A,24
1206,21W01,36008,65-74,A,14
1207,21W01,36008,75-84,A,35
1208,21W01,36008,85+,A,81
1209,21W01,36010,18-34,A,<10
1210,21W01,36010,35-44,A,<10
1211,21W01,36010,45-54,A,<10
1212,21W01,36010,55-64,A,<10
1213,21W01,36010,75-84,A,<10
1214,21W01,36011,18-34,A,<10
1215,21W01,36011,45-54,A,<10
1216,21W01,36012,18-34,A,<10
1217,21W01,36012,35-44,A,<10
1218,21W01,36012,45-54,A,<10
1219,21W01,36012,65-74,A,<10
1220,21W01,36015,18-34,A,<10
1221,21W01,36015,35-44,A,<10
1222,21W01,36015,45-54,A,<10
1223,21W01,36015,55-64,A,<10
1224,21W01,36015,65-74,A,<10
1225,21W01,36015,85+,A,<10
1226,21W01,36019,18-34,A,<10
1227,21W01,36019,35-44,A,<10
1228,21W01,36019,45-54,A,<10
1229,21W01,36019,55-64,A,<10
1230,21W01,37002,18-34,A,<10
1231,21W01,37002,75-84,A,<10
1232,21W01,37007,18-34,A,<10
1233,21W01,37007,35-44,A,<10
1234,21W01,37007,45-54,A,10
1235,21W01,37007,55-64,A,<10
1236,21W01,37007,65-74,A,<10
1237,21W01,37007,75-84,A,30
1238,21W01,37007,85+,A,91
1239,21W01,37010,18-34,A,<10
1240,21W01,37010,35-44,A,<10
1241,21W01,37010,45-54,A,<10
1242,21W01,37010,55-64,A,<10
1243,21W01,37010,75-84,A,<10
1244,21W01,37010,85+,A,<10
1245,21W01,37011,18-34,A,<10
1246,21W01,37011,75-84,A,<10
1247,21W01,37012,18-34,A,<10
1248,21W01,37012,35-44,A,<10
1249,21W01,37012,45-54,A,<10
1250,21W01,37012,75-84,A,<10
1251,21W01,37012,85+,A,<10
1252,21W01,37015,35-44,A,<10
1253,21W01,37015,45-54,A,<10
1254,21W01,37015,55-64,A,<10
1255,21W01,37015,75-84,A,<10
1256,21W01,37015,85+,A,<10
1257,21W01,37017,18-34,A,<10
1258,21W01,37017,35-44,A,<10
1259,21W01,37017,45-54,A,<10
1260,21W01,37017,55-64,A,<10
1261,21W01,37017,65-74,A,<10
1262,21W01,37017,75-84,A,21
1263,21W01,37017,85+,A,37
1264,21W01,37018,18-34,A,<10
1265,21W01,37018,35-44,A,<10
1266,21W01,37018,75-84,A,<10
1267,21W01,37020,45-54,A,<10
1268,21W01,37020,85+,A,<10
1269,21W01,38002,18-34,A,<10
1270,21W01,38002,35-44,A,<10
1271,21W01,38002,45-54,A,<10
1272,21W01,38002,55-64,A,<10
1273,21W01,38002,65-74,A,<10
1274,21W01,38008,35-44,A,<10
1275,21W01,38008,55-64,A,<10
1276,21W01,38008,65-74,A,<10
1277,21W01,38008,75-84,A,<10
1278,21W01,38008,85+,A,<10
1279,21W01,38014,18-34,A,<10
1280,21W01,38014,45-54,A,<10
1281,21W01,38014,75-84,A,<10
1282,21W01,38014,85+,A,<10
1283,21W01,38016,55-64,A,<10
1284,21W01,38016,85+,A,<10
1285,21W01,38025,18-34,A,<10
1286,21W01,38025,45-54,A,<10
1287,21W01,38025,55-64,A,<10
1288,21W01,38025,65-74,A,<10
1289,21W01,38025,75-84,A,17
1290,21W01,38025,85+,A,66
1291,21W01,41002,18-34,A,<10
1292,21W01,41002,35-44,A,<10
1293,21W01,41002,45-54,A,<10
1294,21W01,41002,55-64,A,<10
1295,21W01,41002,65-74,A,<10
1296,21W01,41002,75-84,A,<10
1297,21W01,41002,85+,A,<10
1298,21W01,41011,18-34,A,<10
1299,21W01,41011,45-54,A,<10
1300,21W01,41011,55-64,A,<10
1301,21W01,41011,85+,A,<10
1302,21W01,41018,35-44,A,<10
1303,21W01,41018,45-54,A,<10
1304,21W01,41018,55-64,A,<10
1305,21W01,41018,65-74,A,<10
1306,21W01,41018,75-84,A,<10
1307,21W01,41018,85+,A,<10
1308,21W01,41024,18-34,A,<10
1309,21W01,41024,45-54,A,<10
1310,21W01,41027,35-44,A,<10
1311,21W01,41027,45-54,A,<10
1312,21W01,41027,75-84,A,<10
1313,21W01,41027,85+,A,<10
1314,21W01,41034,35-44,A,<10
1315,21W01,41034,45-54,A,<10
1316,21W01,41034,55-64,A,<10
1317,21W01,41034,75-84,A,<10
1318,21W01,41034,85+,A,<10
1319,21W01,41048,35-44,A,<10
1320,21W01,41048,45-54,A,<10
1321,21W01,41048,55-64,A,<10
1322,21W01,41048,75-84,A,<10
1323,21W01,41063,18-34,A,<10
1324,21W01,41063,45-54,A,<10
1325,21W01,41063,85+,A,<10
1326,21W01,41081,35-44,A,<10
1327,21W01,41081,45-54,A,<10
1328,21W01,41081,55-64,A,<10
1329,21W01,41081,85+,A,<10
1330,21W01,41082,18-34,A,<10
1331,21W01,42003,18-34,A,<10
1332,21W01,42003,35-44,A,<10
1333,21W01,42003,55-64,A,<10
1334,21W01,42003,85+,A,<10
1335,21W01,42004,18-34,A,<10
1336,21W01,42004,35-44,A,<10
1337,21W01,42004,45-54,A,<10
1338,21W01,42004,55-64,A,<10
1339,21W01,42006,18-34,A,<10
1340,21W01,42006,35-44,A,<10
1341,21W01,42006,45-54,A,<10
1342,21W01,42006,55-64,A,<10
1343,21W01,42008,18-34,A,<10
1344,21W01,42008,35-44,A,<10
1345,21W01,42008,45-54,A,<10
1346,21W01,42010,35-44,A,<10
1347,21W01,42010,45-54,A,<10
1348,21W01,42010,55-64,A,<10
1349,21W01,42010,75-84,A,<10
1350,21W01,42010,85+,A,<10
1351,21W01,42011,18-34,A,<10
1352,21W01,42011,35-44,A,<10
1353,21W01,42011,45-54,A,<10
1354,21W01,42011,55-64,A,<10
1355,21W01,42011,85+,A,<10
1356,21W01,42023,55-64,A,<10
1357,21W01,42023,65-74,A,<10
1358,21W01,42023,75-84,A,<10
1359,21W01,42023,85+,A,<10
1360,21W01,42025,18-34,A,<10
1361,21W01,42025,35-44,A,<10
1362,21W01,42025,45-54,A,<10
1363,21W01,42025,55-64,A,<10
1364,21W01,42025,65-74,A,14
1365,21W01,42025,75-84,A,69
1366,21W01,42025,85+,A,136
1367,21W01,42026,18-34,A,<10
1368,21W01,42026,35-44,A,<10
1369,21W01,42026,45-54,A,<10
1370,21W01,42026,85+,A,<10
1371,21W01,42028,18-34,A,<10
1372,21W01,42028,45-54,A,<10
1373,21W01,42028,55-64,A,17
1374,21W01,42028,65-74,A,<10
1375,21W01,42028,75-84,A,35
1376,21W01,42028,85+,A,97
1377,21W01,43002,18-34,A,<10
1378,21W01,43002,35-44,A,<10
1379,21W01,43010,18-34,A,<10
1380,21W01,43010,35-44,A,<10
1381,21W01,43010,85+,A,<10
1382,21W01,43014,18-34,A,<10
1383,21W01,43018,35-44,A,<10
1384,21W01,43018,75-84,A,<10
1385,21W01,43018,85+,A,<10
1386,21W01,44012,65-74,A,<10
1387,21W01,44012,75-84,A,<10
1388,21W01,44013,55-64,A,<10
1389,21W01,44019,18-34,A,<10
1390,21W01,44019,35-44,A,<10
1391,21W01,44019,45-54,A,<10
1392,21W01,44019,55-64,A,<10
1393,21W01,44019,65-74,A,10
1394,21W01,44019,75-84,A,41
1395,21W01,44019,85+,A,76
1396,21W01,44020,45-54,A,<10
1397,21W01,44020,85+,A,<10
1398,21W01,44021,18-34,A,<10
1399,21W01,44021,35-44,A,<10
1400,21W01,44021,45-54,A,<10
1401,21W01,44021,55-64,A,<10
1402,21W01,44021,65-74,A,<10
1403,21W01,44021,75-84,A,<10
1404,21W01,44021,85+,A,12
1405,21W01,44034,18-34,A,<10
1406,21W01,44034,35-44,A,<10
1407,21W01,44034,45-54,A,<10
1408,21W01,44034,55-64,A,<10
1409,21W01,44034,65-74,A,11
1410,21W01,44034,75-84,A,21
1411,21W01,44034,85+,A,48
1412,21W01,44040,35-44,A,<10
1413,21W01,44040,55-64,A,<10
1414,21W01,44040,85+,A,<10
1415,21W01,44043,45-54,A,<10
1416,21W01,44045,18-34,A,<10
1417,21W01,44045,35-44,A,<10
1418,21W01,44045,55-64,A,<10
1419,21W01,44048,45-54,A,<10
1420,21W01,44048,55-64,A,<10
1421,21W01,44052,18-34,A,<10
1422,21W01,44052,35-44,A,<10
1423,21W01,44052,85+,A,<10
1424,21W01,44064,55-64,A,<10
1425,21W01,44064,85+,A,<10
1426,21W01,44073,18-34,A,<10
1427,21W01,44073,35-44,A,<10
1428,21W01,44073,45-54,A,<10
1429,21W01,44073,55-64,A,<10
1430,21W01,44073,65-74,A,<10
1431,21W01,44073,75-84,A,20
1432,21W01,44073,85+,A,35
1433,21W01,44081,35-44,A,<10
1434,21W01,44081,45-54,A,<10
1435,21W01,44081,85+,A,<10
1436,21W01,44083,35-44,A,<10
1437,21W01,44083,45-54,A,<10
1438,21W01,44083,55-64,A,<10
1439,21W01,44083,65-74,A,<10
1440,21W01,44083,75-84,A,<10
1441,21W01,44083,85+,A,<10
1442,21W01,44084,18-34,A,<10
1443,21W01,44084,35-44,A,14
1444,21W01,44084,45-54,A,<10
1445,21W01,44084,55-64,A,20
1446,21W01,44084,65-74,A,30
1447,21W01,44084,75-84,A,163
1448,21W01,44084,85+,A,300
1449,21W01,44085,35-44,A,<10
1450,21W01,44085,45-54,A,<10
1451,21W01,44085,75-84,A,<10
1452,21W01,44085,85+,A,<10
1453,21W01,45035,18-34,A,<10
1454,21W01,45035,45-54,A,<10
1455,21W01,45035,55-64,A,<10
1456,21W01,45035,65-74,A,<10
1457,21W01,45035,75-84,A,<10
1458,21W01,45035,85+,A,<10
1459,21W01,45041,18-34,A,<10
1460,21W01,45041,55-64,A,<10
1461,21W01,45041,75-84,A,<10
1462,21W01,45041,85+,A,<10
1463,21W01,45059,18-34,A,<10
1464,21W01,45059,45-54,A,<10
1465,21W01,45059,55-64,A,11
1466,21W01,45059,65-74,A,16
1467,21W01,45059,75-84,A,47
1468,21W01,45059,85+,A,86
1469,21W01,45060,55-64,A,<10
1470,21W01,45060,65-74,A,<10
1471,21W01,45061,18-34,A,<10
1472,21W01,45061,45-54,A,<10
1473,21W01,45061,55-64,A,<10
1474,21W01,45061,75-84,A,<10
1475,21W01,45061,85+,A,<10
1476,21W01,45062,35-44,A,<10
1477,21W01,45062,75-84,A,<10
1478,21W01,45062,85+,A,<10
1479,21W01,45063,35-44,A,<10
1480,21W01,45063,65-74,A,<10
1481,21W01,45063,75-84,A,<10
1482,21W01,45063,85+,A,<10
1483,21W01,45064,35-44,A,<10
1484,21W01,45064,45-54,A,<10
1485,21W01,45064,55-64,A,<10
1486,21W01,45064,65-74,A,<10
1487,21W01,45064,75-84,A,15
1488,21W01,45064,85+,A,41
1489,21W01,45065,18-34,A,<10
1490,21W01,45065,55-64,A,<10
1491,21W01,45065,75-84,A,<10
1492,21W01,45065,85+,A,<10
1493,21W01,45068,35-44,A,<10
1494,21W01,45068,65-74,A,<10
1495,21W01,46003,18-34,A,<10
1496,21W01,46003,55-64,A,<10
1497,21W01,46003,75-84,A,<10
1498,21W01,46013,45-54,A,<10
1499,21W01,46014,18-34,A,<10
1500,21W01,46014,35-44,A,<10
1501,21W01,46014,45-54,A,<10
1502,21W01,46014,55-64,A,<10
1503,21W01,46014,85+,A,<10
1504,21W01,46020,18-34,A,<10
1505,21W01,46020,45-54,A,<10
1506,21W01,46020,55-64,A,<10
1507,21W01,46020,65-74,A,11
1508,21W01,46020,75-84,A,46
1509,21W01,46020,85+,A,103
1510,21W01,46021,18-34,A,<10
1511,21W01,46021,35-44,A,<10
1512,21W01,46021,45-54,A,<10
1513,21W01,46021,55-64,A,<10
1514,21W01,46021,65-74,A,<10
1515,21W01,46021,75-84,A,13
1516,21W01,46021,85+,A,52
1517,21W01,46024,18-34,A,<10
1518,21W01,46024,45-54,A,<10
1519,21W01,46024,55-64,A,<10
1520,21W01,46024,65-74,A,<10
1521,21W01,46024,75-84,A,<10
1522,21W01,46024,85+,A,<10
1523,21W01,46025,18-34,A,<10
1524,21W01,46025,35-44,A,<10
1525,21W01,46025,55-64,A,<10
1526,21W01,46025,65-74,A,<10
1527,21W01,46025,85+,A,<10
1528,21W01,51004,18-34,A,<10
1529,21W01,51004,35-44,A,<10
1530,21W01,51004,45-54,A,<10
1531,21W01,51004,55-64,A,<10
1532,21W01,51004,65-74,A,<10
1533,21W01,51004,75-84,A,<10
1534,21W01,51004,85+,A,<10
1535,21W01,51008,35-44,A,<10
1536,21W01,51008,45-54,A,<10
1537,21W01,51008,55-64,A,<10
