Geography;Immigrated after 1980;Number of habitants;% of habitants older than 65;Active population;Unemployed;Foreigners;European Foreigners;Non European Foreigners;Older than 20 with high degree;Married;Registered Partnership;Commuter;Born abroad;Born Europe;Born non-europe;Ratio female male;Self employed;Number of households;One person households;Couple without children;Couple with children;One parent households;Percentage employees;Percentage younger than 15;Ageing percentage;Population density;Average household size;Percentage of population that moved in 2;Percentage of between 15 and 65 years ol;Number of buildings;Percentage of Buildings where owner live;Percentage of Buildings with one housing;Percentage of Buildings built after 2001;Percentage of Buildings built after 1991;Percentage of Buildings built before 191;Employment rate between 15 and 64;Employment rate between 20 and 64;Average age of population; 
80000;0,1399;273205;0,1518;0,6606;0,0844;0,0685;0,0513;0,0172;0,273;0,5122;0,0413;0,3755;0,1296;0,0858;0,0438;101,5262;0,1344;112474;0,3249;0,237;0,3159;0,1002;0,8477;0,1917;0,2312;61,54;2,4;0,122;0,6565;107040;0,7119;0,8295;0,1066;0,192;0,3395;0,6048;0,664;39,104187757; 
82000;0,1081;46003;0,1409;0,6736;0,0784;0,0512;0,03;0,0212;0,2542;0,5148;0,0463;0,3547;0,0911;0,0503;0,0408;99,9435;0,1572;18390;0,3127;0,2304;0,3403;0,0943;0,8177;0,1981;0,2132;44,11;2,48;0,1218;0,661;17264;0,709;0,8397;0,1252;0,2236;0,2926;0,6208;0,6827;38,129052249; 
82003;0,1252;15059;0,1269;0,6739;0,0911;0,0508;0,0329;0,0179;0,2567;0,5072;0,0382;0,3536;0,1106;0,061;0,0496;102,1885;0,1447;5953;0,3047;0,2288;0,3392;0,1025;0,8322;0,1979;0,1879;87,54;2,51;0,1342;0,6752;5668;0,6394;0,7803;0,1419;0,2735;0,1627;0,6125;0,6723;37,345952892; 
82005;0,0586;3176;0,1304;0,7232;0,0589;0,0167;0,0116;0,005;0,2547;0,5368;0,0533;0,3123;0,0412;0,028;0,0132;98,5;0,1655;1198;0,2479;0,2254;0,4098;0,0868;0,8082;0,2122;0,1983;34,65;2,66;0,0957;0,6574;1168;0,784;0,8955;0,155;0,2414;0,3656;0,6806;0,7479;37,084633308; 
82009;0,1458;2236;0,1257;0,6678;0,0561;0,0532;0,0443;0,0089;0,3;0,57;0,0481;0,4345;0,1006;0,0769;0,0237;103,643;0,1491;837;0,2425;0,2401;0,4217;0,0789;0,8275;0,2174;0,1913;30,17;2,7;0,0979;0,657;798;0,6899;0,896;0,1541;0,2243;0,4461;0,6304;0,6972;36,80044371; 
82037;0,1568;5394;0,1448;0,5899;0,0746;0,1156;0,0278;0,0878;0,2377;0,5204;0,0512;0,4108;0,139;0,0399;0,0992;97,1491;0,1687;2348;0,4127;0,2078;0,2875;0,0779;0,8055;0,1939;0,219;32,67;2,27;0,1522;0,6613;1904;0,7784;0,8661;0,0846;0,1591;0,3713;0,5458;0,6045;37,831175831; 
82014;0,1048;5029;0,1605;0,6748;0,0757;0,0521;0,0408;0,0113;0,2412;0,5088;0,0417;0,3145;0,0885;0,0573;0,0312;97,3705;0,1815;2069;0,3243;0,2465;0,3171;0,0938;0,785;0,1742;0,2412;30,19;2,38;0,1173;0,6653;1973;0,7309;0,8586;0,1252;0,1941;0,335;0,6237;0,6829;40,167323068; 
82038;0,0827;2442;0,1642;0,6818;0,0849;0,0332;0,0217;0,0115;0,2408;0,5116;0,0518;0,2497;0,0627;0,0405;0,0221;98,6981;0,2018;957;0,2957;0,2372;0,3427;0,1003;0,7727;0,2064;0,2609;24,95;2,49;0,1147;0,6294;934;0,7066;0,8865;0,1103;0,1681;0,3769;0,6239;0,6791;39,551447504; 
82036;0,0694;5131;0,1241;0,7254;0,0468;0,0242;0,0197;0,0045;0,2744;0,5481;0,0591;0,3057;0,053;0,0364;0,0166;99,2621;0,1677;1860;0,2398;0,2344;0,4177;0,0806;0,8003;0,2329;0,1931;37,76;2,73;0,0982;0,643;1793;0,7956;0,8857;0,1829;0,275;0,3804;0,6914;0,7626;35,795281179; 
82032;0,0853;7536;0,1659;0,6765;0,0922;0,0437;0,0317;0,0119;0,2471;0,4853;0,0485;0,4148;0,073;0,0459;0,0271;99,682;0,1352;3168;0,3371;0,2345;0,3027;0,1045;0,8472;0,1791;0,2532;53,92;2,35;0,1145;0,655;3026;0,7044;0,844;0,0711;0,1695;0,3123;0,6141;0,6759;40,509347905; 
83000;0,0972;55656;0,1566;0,6619;0,098;0,0525;0,0271;0,0254;0,2405;0,4862;0,0487;0,3055;0,0947;0,0438;0,051;100,9024;0,1543;23365;0,3376;0,2398;0,2919;0,107;0,8232;0,1834;0,2373;58,36;2,36;0,1328;0,66;22067;0,6704;0,8344;0,093;0,1679;0,3461;0,5971;0,6548;39,805628393; 
83012;0,0995;11186;0,175;0,6542;0,1059;0,0562;0,035;0,0213;0,2451;0,4866;0,0501;0,3648;0,0906;0,0466;0,0441;103,3448;0,1743;4850;0,352;0,2596;0,2639;0,1041;0,8007;0,1709;0,2675;71,43;2,27;0,1263;0,6541;4581;0,6984;0,8487;0,1126;0,1923;0,3829;0,5849;0,6387;41,630466071; 
83013;0,0869;3117;0,1704;0,6539;0,1008;0,0463;0,0254;0,0209;0,2458;0,5074;0,0511;0,2859;0,078;0,0417;0,0363;97,0291;0,1747;1349;0,3373;0,2602;0,2698;0,1119;0,801;0,1678;0,2574;39,74;2,3;0,1235;0,6619;1254;0,7663;0,9035;0,1077;0,2321;0,4131;0,588;0,6446;41,424996309; 
83028;0,1255;5600;0,1263;0,632;0,0965;0,0888;0,0214;0,0674;0,204;0,4755;0,0473;0,2576;0,1225;0,0393;0,0832;100,5013;0,1478;2281;0,3284;0,2196;0,3073;0,1241;0,8303;0,2089;0,1899;97,7;2,45;0,168;0,6648;2180;0,5596;0,8353;0,0821;0,1417;0,2995;0,571;0,6309;37,266877589; 
83031;0,1066;4306;0,1928;0,6659;0,1127;0,0504;0,0409;0,0095;0,2167;0,4863;0,0425;0,2195;0,0924;0,0516;0,0409;99,2596;0,2147;1980;0,4035;0,2237;0,2571;0,0939;0,7432;0,1698;0,3024;29,19;2,18;0,1159;0,6375;1851;0,6589;0,8131;0,0627;0,1237;0,3987;0,5909;0,6453;42,112916688; 
83055;0,1084;3442;0,1488;0,6672;0,0751;0,0773;0,0323;0,0451;0,2642;0,485;0,0547;0,4499;0,1011;0,0427;0,0584;95,9021;0,166;1454;0,3604;0,2173;0,2964;0,0922;0,8093;0,179;0,2213;28,73;2,36;0,1267;0,6723;1311;0,7591;0,8802;0,1426;0,2159;0,3463;0,6171;0,6768;39,205140492; 
83034;0,0878;17418;0,1471;0,6712;0,1072;0,0358;0,0223;0,0135;0,2373;0,4782;0,0447;0,2964;0,0956;0,0441;0,0515;102,6527;0,1217;7103;0,3154;0,2385;0,3031;0,1163;0,8625;0,1835;0,2197;143,47;2,42;0,1367;0,6694;6854;0,6055;0,7917;0,0817;0,1571;0,2842;0,5993;0,6584;39,105039796; 
83040;0,0649;5208;0,1482;0,6842;0,0823;0,0261;0,0198;0,0063;0,2714;0,488;0,0603;0,3106;0,0622;0,038;0,0242;97,4972;0,141;2128;0,3299;0,2289;0,3322;0,0912;0,8447;0,197;0,2264;46,52;2,42;0,1229;0,6548;2010;0,7573;0,8607;0,0841;0,1443;0,4318;0,6279;0,6891;38,887506668; 
83044;0,1667;2688;0,1629;0,6145;0,0884;0,1222;0,0268;0,0954;0,2278;0,4931;0,0433;0,2255;0,1548;0,0454;0,1094;100,4474;0,2051;1162;0,3614;0,2289;0,2633;0,1196;0,7633;0,2001;0,2558;39,05;2,31;0,1626;0,6369;990;0,7456;0,898;0,0909;0,1687;0,3677;0,5602;0,6129;39,298464776; 
83049;0,065;2691;0,1509;0,6946;0,0539;0,0297;0,0253;0,0045;0,266;0,5233;0,0552;0,2502;0,0665;0,0405;0,026;101,4222;0,1488;1058;0,2769;0,2713;0,3497;0,0775;0,8208;0,1847;0,2271;29,31;2,51;0,097;0,6644;1036;0,7667;0,8369;0,0965;0,1718;0,3292;0,6572;0,7198;39,521786815; 
84000;0,0855;60460;0,1612;0,6768;0,0781;0,0354;0,0268;0,0087;0,2519;0,5023;0,0495;0,2551;0,0766;0,0452;0,0313;102,2682;0,1551;24858;0,3195;0,2424;0,3165;0,099;0,8238;0,1904;0,2486;44,63;2,41;0,1142;0,6484;23844;0,7232;0,8468;0,1047;0,1814;0,3827;0,6239;0,6832;39,647593832; 
84009;0,0832;8422;0,1555;0,658;0,0864;0,0318;0,0201;0,0118;0,2211;0,4912;0,0352;0,1805;0,0761;0,0361;0,04;103,0866;0,1416;3528;0,3265;0,2438;0,2922;0,1156;0,8435;0,1869;0,2365;61,16;2,36;0,1086;0,6576;3400;0,7112;0,8347;0,0989;0,1881;0,3125;0,6011;0,6567;39,681747575; 
84010;0,1154;5467;0,2087;0,6511;0,1201;0,0607;0,056;0,0048;0,1938;0,4721;0,0249;0,1862;0,1134;0,088;0,0254;105,991;0,2069;2513;0,3987;0,2411;0,2308;0,1074;0,7567;0,1527;0,3268;36,67;2,13;0,1187;0,6386;2380;0,6601;0,816;0,0765;0,1361;0,3664;0,5729;0,6191;43,900720417; 
84016;0,0626;1405;0,21;0,6598;0,0679;0,027;0,0235;0,0036;0,2156;0,5121;0,0689;0,393;0,0598;0,0456;0,0142;101,8678;0,1827;596;0,3104;0,2919;0,2919;0,0738;0,786;0,1708;0,3391;24,91;2,36;0,111;0,6192;583;0,7574;0,9142;0,0549;0,1098;0,3911;0,6149;0,6696;43,05513958; 
84029;0,0873;1557;0,192;0,6377;0,0984;0,0257;0,0212;0,0045;0,2365;0,4735;0,0505;0,24;0,0681;0,0437;0,0244;104,8684;0,1565;674;0,365;0,2344;0,2774;0,095;0,8243;0,1734;0,3026;26,48;2,29;0,1124;0,6346;652;0,7429;0,8773;0,0706;0,1396;0,4816;0,5749;0,634;42,149605994; 
84035;0,062;4851;0,1604;0,6979;0,0706;0,0266;0,0241;0,0025;0,2616;0,5039;0,0524;0,2264;0,0604;0,0377;0,0227;102,2093;0,1582;1942;0,3054;0,2374;0,3548;0,0783;0,8197;0,1907;0,2471;34,72;2,47;0,1095;0,6489;1887;0,7534;0,8606;0,132;0,2189;0,399;0,6487;0,7116;39,457792226; 
84077;0,0877;10488;0,135;0,7026;0,0611;0,0389;0,0264;0,0125;0,2913;0,5112;0,059;0,2447;0,0783;0,0382;0,04;102,9019;0,1523;4239;0,3112;0,239;0,327;0,105;0,8317;0,1947;0,2014;58,97;2,45;0,1287;0,6703;4006;0,6973;0,7886;0,1416;0,2537;0,2507;0,6596;0,7228;37,924274159; 
84033;0,1277;4760;0,1158;0,7012;0,0475;0,0521;0,0395;0,0126;0,3192;0,5636;0,0549;0,3958;0,0962;0,0702;0,0261;97,3466;0,1551;1754;0,2514;0,2218;0,4293;0,0747;0,8219;0,2466;0,1815;27,53;2,7;0,1185;0,6376;1708;0,7832;0,8858;0,1856;0,2494;0,5146;0,6679;0,7319;35,254007131; 
84043;0,0981;7093;0,1414;0,6832;0,0766;0,0389;0,0261;0,0128;0,2871;0,5033;0,0578;0,299;0,0874;0,046;0,0415;101,9072;0,1394;2812;0,2959;0,2287;0,3489;0,1035;0,8418;0,2089;0,2177;62,33;2,5;0,1156;0,6497;2689;0,7237;0,846;0,1205;0,1867;0,4385;0,6309;0,69;37,694570134; 
84050;0,0657;5208;0,173;0,6808;0,0798;0,028;0,0238;0,0042;0,2253;0,5074;0,0464;0,2175;0,0661;0,039;0,0271;100;0,1737;2122;0,3016;0,2587;0,3219;0,0943;0,7985;0,187;0,2703;46,11;2,44;0,1146;0,64;2055;0,7396;0,8487;0,0847;0,1489;0,3582;0,6265;0,6889;39,947300878; 
84059;0,0648;5709;0,1801;0,6535;0,0901;0,0228;0,014;0,0088;0,2268;0,492;0,046;0,1939;0,0587;0,0307;0,028;100,6678;0,1433;2470;0,3567;0,2437;0,2826;0,0972;0,835;0,1657;0,2752;51,36;2,27;0,104;0,6542;2355;0,7472;0,8862;0,048;0,1053;0,4845;0,5946;0,6526;41,858699792; 
84068;0,0672;2500;0,1748;0,6764;0,0968;0,0252;0,0176;0,0076;0,2281;0,4955;0,0661;0,3402;0,058;0,0336;0,0244;101,9386;0,1209;1018;0,3026;0,2475;0,3143;0,1071;0,8637;0,196;0,2778;44,14;2,44;0,1044;0,6292;981;0,7439;0,9205;0,0826;0,1549;0,4434;0,6109;0,6738;40,079800531; 
84075;0,0693;3000;0,1957;0,6604;0,0662;0,0213;0,0203;0,001;0,2577;0,4934;0,0599;0,3864;0,054;0,0373;0,0167;106,3274;0,1523;1190;0,2891;0,2681;0,3235;0,0899;0,8262;0,187;0,317;44,43;2,45;0,0977;0,6173;1148;0,7196;0,8728;0,0645;0,1246;0,4538;0,6166;0,6795;41,738880017; 
85000;0,1432;52489;0,1529;0,6495;0,0824;0,0581;0,0467;0,0113;0,2921;0,53;0,0305;0,3757;0,1264;0,0909;0,0355;102,9345;0,1164;21186;0,3143;0,2337;0,3316;0,1011;0,8727;0,1998;0,2362;68,06;2,45;0,1082;0,6473;20385;0,7695;0,87;0,0864;0,1636;0,4109;0,596;0,6586;39,009804216; 
85007;0,1114;5154;0,1748;0,6553;0,0898;0,0357;0,0277;0,008;0,2556;0,5208;0,0339;0,2714;0,0927;0,0679;0,0248;101,4855;0,141;2148;0,3273;0,2481;0,3147;0,0908;0,8494;0,1857;0,2734;45,33;2,4;0,0984;0,6395;2049;0,7869;0,8809;0,0542;0,1166;0,4724;0,5965;0,6598;40,520988141; 
85009;0,1305;5602;0,106;0,6819;0,0537;0,0446;0,0382;0,0064;0,3667;0,5619;0,0359;0,4667;0,1002;0,0727;0,0275;99,5725;0,1095;2113;0,256;0,2243;0,4023;0,0999;0,8843;0,2206;0,1575;71,72;2,64;0,0964;0,6733;2017;0,8067;0,8681;0,1205;0,2722;0,4056;0,6453;0,7211;36,150317187; 
85011;0,1171;5483;0,2119;0,6304;0,122;0,0539;0,0462;0,0077;0,2369;0,4711;0,0347;0,2368;0,1173;0,0877;0,0296;104,3608;0,1772;2421;0,3767;0,2449;0,2503;0,1066;0,8016;0,1643;0,3398;37,32;2,22;0,1195;0,6237;2357;0,7005;0,8392;0,0522;0,098;0,4349;0,5535;0,604;43,31568796; 
85046;0,1368;8219;0,1271;0,6717;0,0599;0,0491;0,0432;0,0058;0,3442;0,5585;0,0352;0,4805;0,1161;0,0891;0,027;100,4634;0,0945;3121;0,272;0,2336;0,3855;0,0897;0,8958;0,2224;0,1955;79,3;2,59;0,1101;0,6504;2996;0,7951;0,8942;0,1379;0,2497;0,3912;0,6315;0,7027;36,89683214; 
85024;0,1384;2738;0,1676;0,6479;0,0739;0,0471;0,0442;0,0029;0,298;0,5419;0,0323;0,2888;0,1063;0,08;0,0263;101,1756;0,1065;1154;0,3224;0,2504;0,3232;0,0893;0,8738;0,1841;0,2586;50,52;2,39;0,1034;0,6483;1120;0,8237;0,9321;0,0768;0,117;0,483;0,6;0,6686;40,273047647; 
85026;0,1791;4410;0,1385;0,6448;0,0744;0,093;0,0894;0,0036;0,2707;0,5839;0,0279;0,5094;0,1902;0,1685;0,0218;105,5944;0,0943;1707;0,256;0,2501;0,3761;0,0931;0,8981;0,2141;0,214;126,68;2,59;0,0902;0,6474;1674;0,8359;0,8877;0,1063;0,1822;0,3781;0,5968;0,6495;38,040412779; 
85047;0,1568;2079;0,1568;0,6534;0,0841;0,0683;0,0606;0,0077;0,2425;0,4984;0,0263;0,297;0,1294;0,1;0,0293;106,0456;0,1244;809;0,33;0,2188;0,3189;0,1137;0,8668;0,2131;0,2489;75,11;2,45;0,0928;0,6301;793;0,7563;0,8777;0,0921;0,145;0,4729;0,5985;0,6616;39,303198284; 
85034;0,1539;3314;0,1258;0,6522;0,0574;0,0608;0,0447;0,016;0,3155;0,5528;0,0232;0,5051;0,1349;0,0993;0,0356;102,3199;0,086;1325;0,2928;0,2249;0,3487;0,1087;0,9082;0,2052;0,1881;92,41;2,51;0,092;0,669;1270;0,8266;0,9197;0,074;0,1669;0,3717;0,6148;0,6756;37,988768257; 
85039;0,0933;3903;0,1476;0,6901;0,0571;0,0292;0,0254;0,0038;0,273;0,5501;0,0345;0,3411;0,0822;0,0605;0,0218;101,7054;0,138;1538;0,2763;0,2373;0,3693;0,0995;0,8509;0,2157;0,2318;47,72;2,53;0,0933;0,6367;1489;0,8457;0,9174;0,1041;0,1659;0,4218;0,6507;0,7183;37,980874027; 
85045;0,1792;11587;0,1669;0,6109;0,1164;0,0793;0,0517;0,0276;0,2803;0,4988;0,0232;0,3025;0,158;0,0919;0,0661;105,8447;0,1097;4850;0,3637;0,22;0,2862;0,1128;0,8783;0,1859;0,2579;122,62;2,32;0,1319;0,6472;4620;0,6893;0,8143;0,0617;0,1208;0,3775;0,5398;0,5961;39,837756099; 
81000;0,2585;58597;0,145;0,6424;0,0844;0,1409;0,1207;0,0203;0,3266;0,5293;0,0314;0,5888;0,2504;0,1908;0,0597;101,3573;0,0901;24675;0,3364;0,2365;0,3063;0,0984;0,8994;0,1885;0,2176;184,69;2,35;0,1324;0,6665;23480;0,6914;0,7646;0,1254;0,227;0,2618;0,5882;0,6438;38,727368896; 
81001;0,2511;28023;0,1439;0,6426;0,0826;0,1157;0,0898;0,0259;0,3785;0,5072;0,0296;0,5576;0,2234;0,1471;0,0763;100,8529;0,0959;12259;0,373;0,2291;0,2781;0,0998;0,8938;0,1801;0,2129;236,21;2,26;0,1459;0,676;11387;0,6396;0,698;0,1244;0,2382;0,2551;0,5895;0,6444;38,84849987; 
81003;0,1993;5122;0,1068;0,6661;0,0404;0,0668;0,0636;0,0031;0,4378;0,5909;0,0385;0,6104;0,1496;0,1232;0,0264;101,1783;0,1106;1809;0,2161;0,2305;0,4527;0,0851;0,8747;0,2325;0,1616;72,21;2,8;0,0947;0,6607;1740;0,8451;0,9276;0,1787;0,3322;0,4075;0,6392;0,7189;36,004378706; 
81004;0,3024;15858;0,1597;0,621;0,1124;0,2171;0,1997;0,0174;0,209;0,5312;0,0288;0,6163;0,3389;0,2873;0,0516;103,2295;0,0758;6725;0,328;0,2421;0,2946;0,1059;0,9135;0,1862;0,2441;347,78;2,34;0,1297;0,6542;6575;0,6932;0,8005;0,1023;0,1819;0,1994;0,5512;0,601;39,495207994; 
81013;0,2594;1731;0,1548;0,6369;0,1007;0,1392;0,0965;0,0427;0,2507;0,5;0,0492;0,5692;0,2224;0,1473;0,0751;98,2818;0,1026;740;0,3676;0,2176;0,2919;0,0959;0,8896;0,2057;0,2421;58,34;2,29;0,1831;0,6395;701;0,6996;0,8117;0,1526;0,1883;0,418;0,5727;0,6175;37,902945537; 
81015;0,2349;7863;0,1421;0,6703;0,0646;0,1261;0,114;0,0121;0,3103;0,5741;0,035;0,6366;0,2401;0,2054;0,0347;100,2292;0,0795;3142;0,2734;0,2616;0,3609;0,0853;0,9126;0,191;0,213;149,96;2,48;0,103;0,6669;3077;0,7906;0,8313;0,1417;0,2311;0,3019;0,627;0,6842;38,702364051; 
90000;0,0875;479386;0,1595;0,6624;0,1087;0,0499;0,0314;0,0185;0,2737;0,4666;0,0418;0,3689;0,0905;0,0439;0,0467;104,8002;0,1329;202484;0,3389;0,2363;0,2824;0,1162;0,8523;0,1782;0,2409;130,77;2,33;0,12;0,6622;190789;0,6831;0,7952;0,0796;0,1514;0,4213;0,5904;0,645;40,193605094; 
91000;0,0849;108301;0,1683;0,6644;0,1066;0,0453;0,0262;0,0191;0,241;0,4684;0,0477;0,2949;0,0801;0,0418;0,0383;104,0182;0,1484;45828;0,3423;0,2422;0,283;0,1083;0,8313;0,1802;0,2583;68,01;2,33;0,1275;0,6515;43659;0,6974;0,838;0,0799;0,1514;0,4285;0,5936;0,6499;40,500814565; 
91005;0,0631;7034;0,1656;0,6832;0,0892;0,031;0,0243;0,0067;0,2309;0,4779;0,0561;0,2203;0,06;0,0368;0,0232;104,9534;0,1301;2918;0,3139;0,2539;0,3064;0,1014;0,8544;0,1764;0,2517;107,11;2,38;0,1129;0,6579;2796;0,7544;0,8494;0,054;0,1069;0,4596;0,6223;0,6741;40,776305138; 
91013;0,0905;9005;0,1737;0,6579;0,1286;0,0571;0,029;0,0281;0,2284;0,4927;0,0407;0,2299;0,0897;0,0479;0,0419;107,7278;0,1592;3660;0,3158;0,2413;0,2959;0,1202;0,8147;0,1908;0,2733;51,59;2,39;0,137;0,6355;3570;0,7215;0,8751;0,0843;0,1471;0,4924;0,5733;0,6322;40,188414258; 
91015;0,0631;3172;0,1832;0,675;0,0989;0,0256;0,0221;0,0035;0,1966;0,5111;0,0498;0,4461;0,0602;0,0413;0,0189;99,7481;0,2009;1323;0,3273;0,263;0,3107;0,0809;0,7797;0,1649;0,2809;28,94;2,37;0,0952;0,652;1286;0,7661;0,8896;0,0793;0,1563;0,3958;0,6083;0,6643;41,805750924; 
91030;0,0634;15714;0,1694;0,6846;0,0951;0,0256;0,0185;0,0071;0,2576;0,4332;0,0493;0,2628;0,059;0,0308;0,0282;108,2704;0,1276;6721;0,3604;0,2358;0,2772;0,107;0,8516;0,1695;0,2562;106,49;2,28;0,1308;0,6611;6438;0,6211;0,7507;0,0909;0,1623;0,416;0,6195;0,6761;40,797193746; 
91034;0,1239;13780;0,1737;0,6375;0,1379;0,0659;0,0275;0,0384;0,2282;0,4096;0,0457;0,2211;0,1143;0,048;0,0663;106,8448;0,1363;6297;0,4072;0,2174;0,2209;0,1318;0,8456;0,1752;0,2668;138,08;2,16;0,1691;0,6511;5878;0,5604;0,6856;0,0732;0,1369;0,4482;0,5496;0,6008;40,51036827; 
91054;0,0602;4465;0,2069;0,668;0,1105;0,0318;0,0298;0,002;0,2146;0,5151;0,0393;0,303;0,0623;0,0482;0,0141;105,6656;0,1723;1910;0,3335;0,2597;0,2838;0,0984;0,8027;0,1711;0,3327;29,46;2,32;0,0936;0,6219;1874;0,7732;0,9077;0,0875;0,1558;0,4466;0,5942;0,6519;42,64627146; 
91059;0,0828;7225;0,1254;0,6971;0,0717;0,0547;0,015;0,0397;0,296;0,5006;0,0603;0,2713;0,0812;0,0271;0,0541;98,762;0,1415;2828;0,2854;0,2334;0,3543;0,1025;0,8405;0,2047;0,1872;94,55;2,56;0,1279;0,6699;2703;0,7495;0,9175;0,0973;0,1857;0,4414;0,6471;0,7165;37,391417255; 
91142;0,1093;5664;0,1954;0,5991;0,2043;0,0609;0,05;0,011;0,1401;0,4635;0,0231;0,2613;0,1022;0,0717;0,0305;97,2832;0,1242;2768;0,4274;0,25;0,2001;0,1019;0,8557;0,1497;0,2985;100,31;2,04;0,1352;0,6548;2597;0,6788;0,896;0,0739;0,1328;0,2803;0,4767;0,509;44,008243159; 
91064;0,0469;5057;0,1529;0,6829;0,0757;0,0223;0,0178;0,0045;0,2915;0,4802;0,0541;0,3545;0,0492;0,0257;0,0235;102,6042;0,1777;1915;0,2778;0,236;0,3483;0,1065;0,7984;0,2049;0,238;48,29;2,59;0,1012;0,6423;1847;0,7535;0,889;0,0606;0,1169;0,5966;0,6312;0,6999;38,817366096; 
91072;0,0587;4562;0,1734;0,6733;0,0898;0,0307;0,0259;0,0048;0,2321;0,4431;0,0514;0,2676;0,0557;0,0364;0,0193;103,0263;0,1751;1909;0,3373;0,2404;0,2855;0,1069;0,8011;0,1703;0,2642;37,3;2,35;0,1019;0,6563;1857;0,7569;0,8891;0,0614;0,1045;0,5097;0,6129;0,6764;41,118742995; 
91103;0,0665;3130;0,1601;0,6818;0,12;0,0249;0,0201;0,0048;0,2296;0,5004;0,0456;0,2362;0,054;0,0348;0,0192;101,5454;0,1548;1284;0,2765;0,2702;0,3107;0,1098;0,8164;0,1802;0,2426;47,76;2,44;0,0869;0,6597;1258;0,756;0,9126;0,0628;0,1272;0,4547;0,6;0,6512;40,20792617; 
91114;0,0791;12403;0,1681;0,6617;0,1088;0,031;0,0197;0,0114;0,2208;0,4739;0,05;0,4034;0,0705;0,0359;0,0346;103,5949;0,1446;5143;0,3228;0,2477;0,2952;0,1052;0,8363;0,1856;0,2601;75,05;2,38;0,1289;0,6463;4894;0,7089;0,8539;0,0797;0,1554;0,4195;0,5897;0,6445;40,202069623; 
91120;0,0774;4963;0,1551;0,6848;0,0881;0,032;0,0264;0,0056;0,2338;0,5116;0,0514;0,5658;0,0685;0,0474;0,0212;100,6874;0,1705;2058;0,292;0,2828;0,3105;0,087;0,8125;0,187;0,2358;52,19;2,41;0,1163;0,6579;2004;0,7837;0,9087;0,1352;0,259;0,3373;0,6245;0,6773;40,276635321; 
91143;0,1349;2853;0,2359;0,5853;0,1276;0,0842;0,0529;0,0312;0,1819;0,4756;0,0475;0,3465;0,1311;0,0883;0,0428;103,0605;0,2134;1318;0,4416;0,242;0,2162;0,0797;0,7503;0,1539;0,3866;28,24;2,09;0,1202;0,6102;1256;0,6926;0,8861;0,0358;0,078;0,4705;0,5106;0,5691;44,868850714; 
91141;0,1169;9274;0,1433;0,6653;0,0753;0,0848;0,0367;0,0481;0,3362;0,4917;0,0481;0,2455;0,1131;0,0435;0,0697;102,5333;0,1391;3776;0,3165;0,2362;0,3117;0,1155;0,8472;0,1959;0,2169;163,16;2,43;0,1307;0,6608;3401;0,7597;0,8874;0,085;0,1905;0,3367;0,6152;0,6792;38,768432256; 
92000;0,0921;304968;0,1553;0,6651;0,1047;0,053;0,034;0,019;0,296;0,4645;0,0399;0,3761;0,0976;0,0438;0,0538;105,244;0,1264;128482;0,34;0,231;0,2842;0,1175;0,861;0,1785;0,2331;261,81;2,34;0,1179;0,6662;120154;0,669;0,757;0,0808;0,1552;0,4002;0,5955;0,6499;39,944202433; 
92003;0,0767;25537;0,1587;0,6649;0,1216;0,0435;0,0321;0,0114;0,2178;0,4507;0,0488;0,3526;0,092;0,0498;0,0422;104,7875;0,1012;10396;0,3066;0,2418;0,2907;0,1312;0,8851;0,1883;0,243;296,35;2,41;0,1253;0,653;9981;0,6857;0,8113;0,0766;0,1316;0,4473;0,5841;0,6386;39,752019427; 
92006;0,0695;6660;0,1161;0,7017;0,0577;0,0349;0,0173;0,0176;0,3462;0,5;0,0493;0,2778;0,0649;0,0281;0,0368;100,3008;0,1721;2548;0,2535;0,2449;0,3724;0,1036;0,8114;0,2018;0,1702;85,21;2,6;0,0983;0,6821;2414;0,7917;0,894;0,0911;0,1972;0,4002;0,6612;0,7319;37,756228218; 
92035;0,053;15275;0,1479;0,7113;0,067;0,0234;0,0177;0,0057;0,3089;0,501;0,0496;0,4582;0,0518;0,0269;0,0249;103,8569;0,134;5853;0,2553;0,2512;0,3571;0,101;0,8518;0,1941;0,2248;148,58;2,58;0,0943;0,658;5624;0,782;0,8412;0,1229;0,2458;0,4445;0,6636;0,727;39,256159314; 
92138;0,0529;7150;0,1281;0,7083;0,0554;0,0194;0,0145;0,0049;0,3358;0,5166;0,0522;0,3771;0,0494;0,0243;0,025;101,9774;0,1504;2690;0,2375;0,2413;0,3836;0,1093;0,8316;0,205;0,1921;108,98;2,65;0,0836;0,6669;2604;0,8225;0,8882;0,1002;0,1962;0,553;0,669;0,7365;38,202906591; 
92045;0,0507;7818;0,1337;0,6928;0,0717;0,0297;0,0239;0,0058;0,3151;0,5055;0,0498;0,3081;0,0585;0,0359;0,0225;104,6061;0,116;3044;0,2536;0,2533;0,3555;0,1156;0,872;0,1939;0,1988;201,03;2,54;0,0958;0,6724;2905;0,7729;0,8795;0,0969;0,1897;0,4962;0,6431;0,7039;38,800507776; 
92048;0,0551;9904;0,1349;0,6602;0,1116;0,0359;0,0308;0,0051;0,2492;0,4931;0,0418;0,414;0,0541;0,0368;0,0174;97,8821;0,1396;4004;0,2892;0,2365;0,3234;0,1234;0,8428;0,1896;0,1997;156,62;2,46;0,1062;0,6755;3836;0,7093;0,8746;0,098;0,1773;0,5232;0,5865;0,6433;38,943766872; 
