Geography;Immigrated after 1980;Number of habitants;% of habitants older than 65;Active population;Unemployed;Foreigners;European Foreigners;Non European Foreigners;Older than 20 with high degree;Married;Registered Partnership;Commuter;Born abroad;Born Europe;Born non-europe;Ratio female male;Self employed;Number of households;One person households;Couple without children;Couple with children;One parent households;Percentage employees;Percentage younger than 15;Ageing percentage;Population density;Average household size;Percentage of population that moved in 2;Percentage of between 15 and 65 years ol;Number of buildings;Percentage of Buildings where owner live;Percentage of Buildings with one housing;Percentage of Buildings built after 2001;Percentage of Buildings built after 1991;Percentage of Buildings built before 191;Employment rate between 15 and 64;Employment rate between 20 and 64;Average age of population; 
72038;0,1249;11886;0,1568;0,6765;0,0439;0,102;0,0891;0,0129;0,2463;0,5876;0,0352;0,2223;0,1286;0,0997;0,0289;97,0817;0,14;4688;0,2274;0,3219;0,3453;0,0789;0,8474;0,1576;0,2287;154,97;2,52;0,0804;0,6856;4572;0,8282;0,9024;0,1274;0,2852;0,0245;0,6468;0,707;40,693291181; 
72039;0,0921;30356;0,1405;0,6328;0,0732;0,0949;0,0707;0,0241;0,1947;0,5869;0,0199;0,1724;0,1513;0,073;0,0782;99,4743;0,1162;11225;0,2126;0,2774;0,3816;0,0893;0,8725;0,1659;0,2026;387,84;2,69;0,0823;0,6936;11033;0,7751;0,8325;0,1126;0,2492;0,0073;0,5865;0,6386;39,548826961; 
72018;0,197;12291;0,1458;0,667;0,05;0,1753;0,1678;0,0075;0,1988;0,6128;0,024;0,2924;0,2086;0,1875;0,0212;95,1882;0,1353;4644;0,1936;0,2961;0,3876;0,0812;0,8363;0,1569;0,2091;224,43;2,63;0,0666;0,6973;4581;0,8234;0,9267;0,1046;0,2578;0,0694;0,6336;0,6944;41,073258589; 
72020;0,1667;33227;0,1676;0,6672;0,0485;0,1555;0,1437;0,0117;0,234;0,5941;0,0251;0,3293;0,1754;0,1421;0,0333;99,8376;0,1256;13309;0,2322;0,3268;0,334;0,0778;0,8614;0,1575;0,2483;324,56;2,48;0,0862;0,6749;13166;0,7699;0,8334;0,1508;0,3189;0,0106;0,6349;0,6884;41,414214057; 
72021;0,1635;24747;0,1692;0,6713;0,0531;0,1419;0,1273;0,0147;0,2376;0,5751;0,0208;0,2043;0,1689;0,132;0,0369;99,637;0,1441;10134;0,261;0,2931;0,3314;0,0854;0,8362;0,1545;0,2503;321,75;2,43;0,0857;0,6762;9926;0,7378;0,7789;0,1395;0,3073;0,0507;0,6356;0,6883;41,496091689; 
72040;0,0656;12927;0,1519;0,6886;0,0404;0,0559;0,0443;0,0116;0,2606;0,6044;0,0216;0,1367;0,0675;0,0483;0,0191;95,6561;0,1398;4909;0,2013;0,309;0,3919;0,0715;0,8388;0,1607;0,221;141,65;2,61;0,0703;0,6874;4840;0,8517;0,9087;0,1399;0,3063;0,0238;0,6608;0,7198;40,540676701; 
72025;0,1799;16588;0,1673;0,6752;0,0523;0,179;0,1688;0,0102;0,2458;0,5933;0,0286;0,2892;0,1931;0,1637;0,0294;99,399;0,1415;6635;0,238;0,3258;0,3346;0,0734;0,8421;0,1488;0,2446;387,77;2,48;0,0801;0,6839;6541;0,7798;0,8161;0,1517;0,3213;0,034;0,6399;0,7006;41,791839049; 
72029;0,133;14299;0,1695;0,6846;0,045;0,1216;0,1048;0,0169;0,2627;0,5863;0,0315;0,2562;0,139;0,1053;0,0337;97,3092;0,1151;5719;0,2488;0,321;0,3305;0,0706;0,872;0,1555;0,2512;350,06;2,47;0,0977;0,6749;5577;0,7991;0,8135;0,1834;0,346;0,04;0,6538;0,7159;41,183726525; 
72030;0,0651;16185;0,1513;0,7046;0,0388;0,048;0,0385;0,0095;0,2484;0,5768;0,0302;0,1504;0,0673;0,0493;0,018;97,378;0,1274;6301;0,2377;0,2941;0,3671;0,0722;0,8543;0,1576;0,2188;186,14;2,54;0,0709;0,6912;6151;0,7867;0,8626;0,1533;0,3245;0,0393;0,6772;0,7378;40,501575989; 
73000;0,1346;199377;0,1726;0,6712;0,0601;0,1209;0,103;0,018;0,2315;0,5681;0,0251;0,235;0,151;0,106;0,045;100,5926;0,1401;80439;0,2558;0,2912;0,3263;0,0899;0,8408;0,1518;0,2555;315,69;2,45;0,0923;0,6756;78703;0,7637;0,8046;0,1098;0,2462;0,1019;0,6309;0,682;41,952354837; 
73001;0,05;11301;0,1737;0,7068;0,0368;0,0256;0,0112;0,0143;0,2954;0,5923;0,0267;0,1858;0,047;0,0181;0,0288;98,4372;0,1478;4427;0,2243;0,3068;0,3601;0,0806;0,834;0,1564;0,2593;401,61;2,53;0,0743;0,6699;4358;0,8277;0,8864;0,0889;0,2523;0,0446;0,6808;0,7441;41,870259988; 
73006;0,0924;31267;0,1669;0,6832;0,0548;0,0636;0,0461;0,0175;0,2592;0,5591;0,0274;0,1799;0,0947;0,0518;0,0429;101,5146;0,1341;12421;0,2556;0,2836;0,3412;0,0878;0,8454;0,1562;0,2467;411,98;2,48;0,0973;0,6768;12190;0,7398;0,7585;0,1327;0,2982;0,0862;0,6458;0,7008;41,260061084; 
73109;0,2693;4200;0,1819;0,679;0,043;0,276;0,2608;0,0152;0,2315;0,5806;0,0227;0,6049;0,3031;0,2733;0,0298;97,3684;0,1707;1660;0,244;0,2964;0,344;0,0837;0,7908;0,1498;0,2722;82,96;2,52;0,0933;0,6683;1620;0,7419;0,8741;0,0414;0,1327;0,2852;0,6498;0,7134;42,497195132; 
73022;0,0604;7106;0,179;0,6985;0,053;0,034;0,0186;0,0154;0,2018;0,582;0,0244;0,2582;0,0549;0,025;0,0298;101,8177;0,1434;2859;0,2368;0,3075;0,327;0,0832;0,8253;0,1517;0,2675;133,91;2,47;0,0968;0,6693;2830;0,8505;0,8968;0,1049;0,2124;0,2223;0,6615;0,7065;42,650013481; 
73028;0,0471;85;0,1765;0,6825;0,0465;0,0353;0,0353;,;0,2836;0,5;,;0,3023;0,0588;0,0471;0,0118;80,8511;0,2326;35;0,3429;0,2;0,3714;0,0286;0,7442;0,0824;0,2381;62,75;2,49;0,1059;0,7412;28;0,8214;0,8214;0,0357;0,0357;0,5;0,6508;0,7455;46,056159408; 
73032;0,0482;9608;0,1681;0,7096;0,0462;0,0291;0,021;0,0081;0,2526;0,5676;0,0217;0,1727;0,049;0,028;0,021;100,9621;0,1423;3820;0,2353;0,2901;0,3474;0,0895;0,8415;0,1552;0,2484;320,04;2,5;0,0789;0,6767;3724;0,8019;0,84;0,1157;0,264;0,0832;0,6769;0,7307;41,532580016; 
73040;0,0481;8336;0,1471;0,704;0,0572;0,0248;0,0181;0,0067;0,2791;0,569;0,0293;0,1757;0,0479;0,026;0,0218;99,4258;0,1339;3295;0,2167;0,3214;0,3554;0,0813;0,8495;0,1502;0,2093;245,9;2,52;0,0745;0,7027;3222;0,7895;0,8743;0,1245;0,2506;0,0975;0,6637;0,7165;41,304443434; 
73042;0,3021;25777;0,1748;0,6419;0,0607;0,301;0,2754;0,0256;0,2176;0,5651;0,0239;0,3435;0,3206;0,2751;0,0454;96,741;0,1515;10730;0,2733;0,3012;0,2971;0,0896;0,8331;0,1424;0,256;436,93;2,37;0,1078;0,6828;10553;0,7417;0,7315;0,1292;0,2949;0,063;0,603;0,653;42,435798193; 
73009;0,0668;10474;0,1888;0,6957;0,0426;0,0381;0,0225;0,0157;0,2364;0,5714;0,0256;0,1686;0,061;0,0255;0,0355;101,1523;0,158;4276;0,2456;0,3143;0,3211;0,0797;0,8149;0,1417;0,2821;204,88;2,43;0,085;0,6695;4183;0,8225;0,8692;0,1019;0,2145;0,1918;0,666;0,7121;43,510802285; 
73107;0,178;37225;0,1545;0,6141;0,0968;0,1903;0,1621;0,0283;0,166;0,5783;0,0209;0,2143;0,248;0,1569;0,0911;101,3795;0,1238;14566;0,2528;0,2629;0,3375;0,1009;0,8613;0,1617;0,2259;488,01;2,54;0,0965;0,6838;14238;0,7077;0,7651;0,1065;0,2362;0,0361;0,5546;0,6004;40,462201088; 
73066;0,1911;16232;0,183;0,6964;0,0436;0,1883;0,1791;0,0092;0,2482;0,5838;0,0268;0,3198;0,2037;0,178;0,0256;99,8769;0,1557;6482;0,2405;0,2954;0,3431;0,0795;0,822;0,1495;0,2742;280,46;2,47;0,0779;0,6675;6352;0,8281;0,855;0,0982;0,2213;0,1119;0,666;0,7173;42,569025332; 
73083;0,0803;30374;0,1954;0,6807;0,0595;0,0491;0,0332;0,0159;0,2417;0,5413;0,0262;0,2226;0,0781;0,0421;0,0359;103,784;0,1332;12921;0,296;0,289;0,2844;0,0987;0,8492;0,1436;0,2955;346,89;2,33;0,0976;0,661;12496;0,7411;0,8075;0,0871;0,2001;0,1635;0,6403;0,6906;43,397754942; 
73098;0,0394;7392;0,1622;0,7154;0,0511;0,0206;0,0126;0,008;0,2322;0,5819;0,0313;0,1628;0,0358;0,0176;0,0183;99,4603;0,1366;2947;0,2206;0,3213;0,3478;0,0808;0,8468;0,16;0,2393;276,6;2,48;0,0752;0,6778;2909;0,8442;0,8677;0,1454;0,2606;0,1059;0,6788;0,7237;41,571790823; 
10000;0,1563;1773267;0,1772;0,6751;0,0591;0,0939;0,053;0,0408;0,2732;0,5294;0,0319;0,1766;0,1335;0,0534;0,0801;101,8269;0,1369;754676;0,3265;0,2775;0,2787;0,0868;0,8502;0,1659;0,2698;618,43;2,32;0,1122;0,6569;724032;0,6827;0,6515;0,088;0,1975;0,119;0,6351;0,6879;41,237485109; 
12000;0,0883;327928;0,1832;0,6982;0,0485;0,044;0,0181;0,0259;0,2864;0,5363;0,0337;0,2491;0,0766;0,0221;0,0545;103,4482;0,1249;135803;0,2892;0,3013;0,3024;0,0804;0,8618;0,1647;0,2809;642,72;2,38;0,0993;0,6522;132947;0,7201;0,7851;0,097;0,2095;0,1425;0,6643;0,7204;41,695404666; 
12002;0,0621;10900;0,1861;0,7079;0,0436;0,0197;0,0121;0,0076;0,249;0,557;0,0373;0,1308;0,0373;0,0156;0,0217;102,1139;0,1308;4426;0,2549;0,3177;0,3249;0,073;0,8555;0,1574;0,2834;443,6;2,43;0,0812;0,6565;4291;0,7941;0,8898;0,1198;0,2338;0,0965;0,6771;0,7301;42,614884236; 
12005;0,0709;14686;0,2172;0,6932;0,0329;0,0264;0,019;0,0074;0,3967;0,5665;0,0261;0,3183;0,0471;0,0243;0,0227;106,7577;0,1683;5738;0,2328;0,3255;0,3416;0,0728;0,8159;0,1533;0,3451;501,8;2,5;0,0737;0,6295;5663;0,8199;0,9138;0,0932;0,242;0,0629;0,6704;0,7367;44,05872316; 
12007;0,048;20739;0,1856;0,7013;0,0383;0,0186;0,011;0,0076;0,2733;0,5646;0,0342;0,2678;0,0388;0,0148;0,024;102,5689;0,1371;8532;0,2548;0,3245;0,3209;0,0757;0,8507;0,1581;0,2828;453,23;2,41;0,0905;0,6563;8398;0,7674;0,8375;0,1131;0,2428;0,1197;0,6745;0,7356;42,319410836; 
12009;0,0651;16779;0,1795;0,688;0,0356;0,0284;0,0168;0,0116;0,3055;0,525;0,0323;0,1798;0,0474;0,0219;0,0254;104,3727;0,1196;6863;0,2907;0,305;0,3107;0,0729;0,8692;0,1609;0,272;738,76;2,38;0,1077;0,6596;6672;0,6823;0,7731;0,1127;0,2407;0,1219;0,6635;0,7166;41,863366286; 
12014;0,0488;40281;0,1872;0,7052;0,0461;0,018;0,0102;0,0078;0,2423;0,5536;0,0322;0,2016;0,0322;0,0148;0,0173;102,1834;0,1297;16835;0,267;0,3158;0,3064;0,0832;0,8537;0,15;0,2824;465,89;2,37;0,0892;0,6628;16543;0,7534;0,8477;0,1206;0,2621;0,0765;0,6727;0,7257;42,722430497; 
12021;0,1016;34200;0,1959;0,6961;0,052;0,0462;0,0202;0,026;0,2877;0,509;0,0299;0,146;0,0778;0,027;0,0508;105,4671;0,1395;15001;0,3294;0,2968;0,2578;0,0873;0,8476;0,1535;0,3011;688,09;2,25;0,1118;0,6506;14676;0,6412;0,6917;0,0897;0,2069;0,2427;0,6599;0,7139;42,542602259; 
12025;0,1532;82205;0,1701;0,6873;0,0665;0,0935;0,0292;0,0643;0,3153;0,4937;0,0347;0,3564;0,1526;0,0316;0,121;104,5002;0,1036;34943;0,3512;0,2638;0,2705;0,0877;0,8876;0,1811;0,2622;1261,05;2,33;0,1229;0,6488;34223;0,6451;0,6572;0,0619;0,1413;0,2183;0,6416;0,6958;39,948105258; 
12026;0,0496;21833;0,1799;0,7007;0,0427;0,0141;0,0084;0,0057;0,2582;0,5655;0,0416;0,1174;0,0283;0,0137;0,0146;101,6905;0,1337;8848;0,2405;0,3289;0,3309;0,0739;0,8521;0,1568;0,2711;558,51;2,45;0,0792;0,6634;8753;0,827;0,8819;0,1269;0,2462;0,0536;0,6708;0,7245;42,131314825; 
12029;0,0517;16592;0,191;0,7125;0,0408;0,0216;0,0124;0,0092;0,2585;0,5596;0,0323;0,2115;0,0348;0,0143;0,0205;100,6773;0,1367;6854;0,252;0,3328;0,3166;0,0681;0,8434;0,148;0,2889;474,66;2,4;0,0905;0,661;6744;0,7628;0,8536;0,1383;0,2642;0,0899;0,6834;0,7386;42,886448403; 
12030;0,0507;16633;0,1757;0,7184;0,027;0,0186;0,0096;0,009;0,2931;0,5596;0,0324;0,267;0,0367;0,0132;0,0236;101,8323;0,1283;6705;0,2443;0,3139;0,3369;0,0807;0,8538;0,1665;0,267;497,83;2,46;0,0746;0,6578;6544;0,7826;0,8698;0,1098;0,2319;0,0931;0,699;0,7604;41,59740228; 
12034;0,0582;8149;0,1873;0,706;0,0334;0,0247;0,0122;0,0125;0,2838;0,577;0,033;0,3334;0,0534;0,0136;0,0398;101,7579;0,1262;3137;0,2314;0,3079;0,3612;0,0666;0,8554;0,1734;0,2929;523,18;2,54;0,0826;0,6393;3099;0,7785;0,8945;0,1139;0,2436;0,1242;0,6823;0,7398;41,760925914; 
12035;0,0635;20362;0,1883;0,7048;0,0347;0,0303;0,0209;0,0094;0,3076;0,5605;0,0335;0,2321;0,0523;0,0239;0,0284;102,0842;0,1379;7841;0,2359;0,3251;0,342;0,0735;0,8436;0,1637;0,2906;563,79;2,53;0,0904;0,648;7541;0,7797;0,8804;0,0901;0,216;0,0948;0,6803;0,7468;42,094371497; 
12040;0,1041;24569;0,1785;0,6941;0,0599;0,0483;0,0181;0,0303;0,2373;0,5491;0,0368;0,2926;0,1062;0,0228;0,0833;104,299;0,0988;10080;0,2836;0,2966;0,312;0,0803;0,892;0,1821;0,2792;896,5;2,41;0,0976;0,6394;9800;0,7082;0,8114;0,095;0,183;0,1298;0,6526;0,7074;40,738784627; 
13000;0,0991;440337;0,169;0,6966;0,0496;0,0745;0,0603;0,0142;0,2495;0,5587;0,0343;0,1649;0,0911;0,0606;0,0305;99,2079;0,1301;180207;0,2634;0,3131;0,3213;0,0758;0,8541;0,1571;0,2508;324,53;2,42;0,0942;0,6739;176541;0,7579;0,8307;0,1373;0,2797;0,0478;0,6621;0,7153;41,500874224; 
13001;0,1646;13227;0,1579;0,683;0,0542;0,1575;0,1195;0,038;0,2102;0,5801;0,0447;0,1754;0,1684;0,12;0,0485;98,4546;0,1376;5245;0,2553;0,3113;0,3319;0,0719;0,8489;0,1783;0,238;238,83;2,49;0,1139;0,6637;5047;0,7684;0,8867;0,1262;0,2689;0,0503;0,646;0,7081;39,851614876; 
13002;0,4337;2603;0,1637;0,6596;0,0417;0,4844;0,4714;0,0131;0,1799;0,5465;0,0537;0,4734;0,4637;0,4349;0,0288;100,3849;0,1758;1059;0,2852;0,2767;0,3229;0,0689;0,8022;0,1794;0,2491;348,05;2,46;0,1299;0,6569;1028;0,6278;0,8482;0,1899;0,3165;0,0759;0,6322;0,6924;40,22839496; 
13003;0,0659;21339;0,1712;0,7017;0,0518;0,0458;0,0391;0,0067;0,2259;0,5679;0,0374;0,2547;0,0602;0,0429;0,0173;98,5208;0,1195;8728;0,2477;0,3255;0,3323;0,0709;0,8641;0,1575;0,255;292,79;2,42;0,0878;0,6714;8624;0,8335;0,9107;0,1514;0,2766;0,037;0,6654;0,7154;41,573462052; 
13004;0,0709;17056;0,1499;0,7138;0,0487;0,0503;0,042;0,0083;0,2514;0,5812;0,0352;0,0946;0,0617;0,0426;0,0191;102,2051;0,1314;6614;0,2223;0,3078;0,3636;0,0789;0,8549;0,1765;0,2225;455,07;2,56;0,083;0,6736;6496;0,7895;0,8582;0,1377;0,3194;0,0531;0,6791;0,7378;39,76031393; 
13006;0,0658;9185;0,1715;0,7046;0,0446;0,0455;0,0394;0,0061;0,2146;0,5933;0,0348;0,1402;0,0612;0,0434;0,0177;98,3373;0,1164;3725;0,2319;0,3471;0,3358;0,0636;0,8703;0,1662;0,2589;339,8;2,44;0,08;0,6623;3653;0,8121;0,9025;0,1344;0,2614;0,014;0,6732;0,7239;41,223373006; 
13008;0,0786;37529;0,1714;0,6964;0,0491;0,0467;0,029;0,0177;0,2946;0,5283;0,0319;0,1431;0,0674;0,0293;0,0382;99,4208;0,1228;15651;0,2957;0,2967;0,3034;0,0783;0,861;0,1533;0,2539;341,64;2,34;0,1074;0,6752;15392;0,729;0,7392;0,1686;0,3057;0,0217;0,6622;0,7124;41,731207565; 
13010;0,0639;11056;0,1663;0,6929;0,0486;0,0236;0,0183;0,0053;0,2672;0,5757;0,0262;0,1178;0,0427;0,0244;0,0183;99,1713;0,154;4446;0,24;0,3156;0,345;0,074;0,8328;0,1539;0,2447;389,89;2,47;0,0732;0,6798;4386;0,8006;0,8839;0,1231;0,2769;0,0385;0,6593;0,7168;42,059225386; 
13011;0,0753;27179;0,1814;0,6995;0,0559;0,0366;0,0197;0,0169;0,2554;0,5154;0,0353;0,1224;0,0618;0,0268;0,035;102,4205;0,1185;11727;0,3025;0,3026;0,2812;0,0888;0,8692;0,1408;0,2676;559,69;2,29;0,1086;0,6778;11529;0,6935;0,7494;0,1273;0,2539;0,0603;0,6605;0,7124;42,519214102; 
13012;0,0507;8741;0,1812;0,7078;0,0439;0,0264;0,0181;0,0084;0,2223;0,5545;0,0406;0,0999;0,0372;0,0219;0,0153;100,804;0,1204;3606;0,259;0,3109;0,3222;0,0801;0,8641;0,149;0,2705;371,16;2,4;0,0818;0,6698;3501;0,7584;0,8757;0,1094;0,2494;0,0637;0,6767;0,7294;42,504509747; 
13013;0,0531;14400;0,1899;0,7048;0,0499;0,0221;0,0161;0,006;0,2201;0,5678;0,0294;0,3616;0,0358;0,0206;0,0152;96,7482;0,1246;5887;0,2463;0,3311;0,3227;0,0717;0,8596;0,1434;0,2848;275,23;2,43;0,0796;0,6667;5756;0,8068;0,9208;0,1156;0,2501;0,0454;0,6696;0,7228;43,157920446; 
13014;0,2469;20072;0,1553;0,6873;0,0302;0,2425;0,23;0,0126;0,2371;0,5741;0,0283;0,2176;0,2462;0,2206;0,0256;94,8927;0,1889;7919;0,2523;0,3114;0,3369;0,0674;0,7767;0,1633;0,2279;190,58;2,51;0,1015;0,6814;7672;0,7394;0,7948;0,181;0,3714;0,0748;0,6665;0,725;40,404679263; 
13016;0,0485;9986;0,1665;0,7166;0,0555;0,0174;0,0103;0,0071;0,2173;0,5464;0,0412;0,2233;0,035;0,0166;0,0184;102,885;0,1175;4188;0,2643;0,3164;0,3197;0,0802;0,8696;0,1536;0,245;575,71;2,37;0,0881;0,6799;4138;0,7888;0,8751;0,1806;0,35;0,041;0,6768;0,7317;41,406803823; 
13017;0,057;18168;0,1626;0,6952;0,0393;0,0336;0,0267;0,0069;0,2709;0,5796;0,0311;0,1062;0,0472;0,029;0,0182;96,7298;0,157;7134;0,2331;0,3088;0,3645;0,0681;0,8257;0,1545;0,2381;254,03;2,53;0,0788;0,6829;7011;0,7912;0,8505;0,1288;0,2924;0,0244;0,6678;0,7292;41,378561076; 
13053;0,0466;15439;0,1726;0,6995;0,0456;0,0221;0,0175;0,0046;0,2062;0,5653;0,0358;0,2715;0,038;0,025;0,013;99,7283;0,1047;6397;0,2523;0,3211;0,325;0,0771;0,8813;0,1496;0,2546;363,41;2,39;0,0806;0,6778;6248;0,7971;0,9256;0,112;0,2364;0,0229;0,6676;0,7152;42,394277539; 
13019;0,052;16395;0,1475;0,7075;0,0419;0,0267;0,0203;0,0065;0,2508;0,5691;0,029;0,0951;0,0357;0,0224;0,0133;97,5301;0,1271;6470;0,2295;0,3178;0,3556;0,0717;0,8579;0,1591;0,2127;276,02;2,52;0,0773;0,6934;6320;0,801;0,9009;0,1527;0,3098;0,0432;0,6778;0,7354;40,648471261; 
13021;0,0448;9817;0,1763;0,6976;0,0501;0,0271;0,0169;0,0102;0,2296;0,5653;0,0356;0,2107;0,0377;0,0188;0,0188;99,6543;0,118;4043;0,2439;0,3364;0,3154;0,0737;0,8715;0,1446;0,2597;270,54;2,41;0,0882;0,679;3991;0,8254;0,8953;0,1476;0,2479;0,0444;0,6626;0,7126;42,40972497; 
13023;0,1048;8641;0,1301;0,6726;0,0351;0,0786;0,0623;0,0162;0,2463;0,569;0,03;0,1032;0,0906;0,0657;0,0249;90,2885;0,1565;3116;0,2047;0,3155;0,3858;0,0671;0,8201;0,1643;0,1844;193,92;2,64;0,0895;0,7056;3055;0,7613;0,8809;0,1355;0,2848;0,0845;0,649;0,7079;39,530198273; 
13025;0,1037;34529;0,1817;0,687;0,0529;0,0774;0,0566;0,0208;0,2943;0,5563;0,0349;0,2012;0,1018;0,0548;0,047;100,715;0,123;14515;0,2841;0,3137;0,3029;0,077;0,8633;0,1529;0,2731;302,21;2,35;0,0976;0,6654;14333;0,7411;0,8169;0,1439;0,2752;0,0258;0,6506;0,7025;42,216362771; 
13029;0,0443;11794;0,1527;0,7137;0,0476;0,0194;0,0109;0,0086;0,2464;0,5643;0,0314;0,1114;0,0355;0,0159;0,0196;99,1557;0,1048;4814;0,2449;0,3197;0,3332;0,0777;0,8821;0,1665;0,2243;508,92;2,44;0,0862;0,6808;4686;0,7717;0,8636;0,1388;0,2729;0,0269;0,6797;0,7277;40,677879002; 
13031;0,1305;12924;0,1857;0,6839;0,0426;0,1196;0,1125;0,007;0,2714;0,6041;0,0339;0,1425;0,1283;0,1073;0,021;100,4032;0,1569;5029;0,2;0,3631;0,3452;0,0646;0,8282;0,1554;0,2819;333,13;2,53;0,0766;0,6589;4969;0,8396;0,9225;0,1154;0,2802;0,0453;0,6547;0,7091;42,549870011; 
13035;0,2866;14455;0,1647;0,7038;0,0428;0,3016;0,2889;0,0127;0,1905;0,5953;0,0319;0,2773;0,2954;0,2697;0,0257;97,1764;0,1803;5689;0,2268;0,3203;0,3368;0,0752;0,7954;0,1666;0,2463;152,17;2,53;0,0776;0,6687;5585;0,7665;0,8913;0,1532;0,3381;0,0469;0,6737;0,7298;41,311652052; 
13036;0,0967;10841;0,1601;0,7039;0,0414;0,0859;0,0755;0,0104;0,2461;0,6113;0,0304;0,1316;0,0928;0,072;0,0208;97,1808;0,1508;4273;0,2207;0,34;0,3485;0,0587;0,8317;0,1686;0,2386;224,04;2,53;0,0796;0,6712;4178;0,8384;0,8961;0,1638;0,322;0,0294;0,6747;0,7312;40,830044349; 
13037;0,0751;11293;0,158;0,713;0,0395;0,0535;0,0466;0,0069;0,191;0,5695;0,0428;0,0916;0,064;0,0496;0,0144;97,4991;0,1423;4366;0,2348;0,3071;0,3571;0,0689;0,8344;0,178;0,2379;241,38;2,56;0,0868;0,664;4298;0,7547;0,8562;0,1506;0,2935;0,0666;0,6849;0,7375;39,918069989; 
13040;0,1588;41385;0,1849;0,6795;0,0777;0,1125;0,0755;0,0371;0,2514;0,5029;0,0374;0,1261;0,1521;0,0726;0,0795;102,1739;0,1092;18553;0,3515;0,2852;0,2458;0,0898;0,8799;0,1504;0,2783;738,18;2,2;0,1282;0,6646;17925;0,6235;0,6439;0,0881;0,2028;0,1183;0,6267;0,6734;41,982245749; 
13044;0,0496;7560;0,1615;0,7101;0,0567;0,0158;0,0115;0,0042;0,243;0,5585;0,0289;0,098;0,029;0,0148;0,0142;98,6859;0,1127;3064;0,2559;0,3087;0,3358;0,0741;0,8709;0,1578;0,2373;273,69;2,44;0,0925;0,6807;3012;0,7856;0,8851;0,102;0,2385;0,0276;0,6698;0,7217;41,303104754; 
13046;0,0743;10501;0,164;0,6966;0,0412;0,0525;0,0434;0,009;0,2941;0,5906;0,0394;0,1097;0,0658;0,042;0,0238;98,9579;0,1191;4071;0,2137;0,325;0,3748;0,0666;0,8702;0,1593;0,2423;886,31;2,55;0,0888;0,6767;4007;0,8214;0,8879;0,1296;0,2771;0,0205;0,6679;0,7267;41,042687772; 
13049;0,0513;24222;0,1638;0,6996;0,0465;0,0246;0,0161;0,0085;0,2563;0,5651;0,0318;0,1571;0,0411;0,0194;0,0217;98,8997;0,1121;9878;0,2491;0,3148;0,3376;0,0746;0,875;0,1579;0,2414;439,39;2,43;0,0908;0,6783;9701;0,7794;0,8657;0,1522;0,2994;0,0266;0,6671;0,7183;41,494638749; 
11000;0,2037;1005002;0,1789;0,6577;0,0674;0,1187;0,0612;0,0575;0,2797;0,5138;0,0303;0,1567;0,1706;0,0604;0,1103;102,4667;0,1444;438666;0,364;0,2555;0,254;0,0934;0,8441;0,1701;0,2748;1004,69;2,26;0,1243;0,651;414544;0,6388;0,5322;0,0641;0,1586;0,1419;0,6134;0,6648;40,972665121; 
11001;0,0811;14335;0,2047;0,6828;0,0308;0,0324;0,0187;0,0137;0,3474;0,5793;0,03;0,1661;0,0622;0,0241;0,038;101,873;0,15;5855;0,2374;0,3631;0,3013;0,0736;0,8392;0,1428;0,3138;1311,99;2,4;0,0914;0,6525;5741;0,7992;0,6915;0,0624;0,1958;0,0298;0,6617;0,7177;44,04733483; 
11002;0,2913;498473;0,1739;0,6299;0,099;0,1788;0,0795;0,0993;0,2564;0,4754;0,0295;0,1709;0,2576;0,0732;0,1844;101,6542;0,1325;232734;0,4505;0,2066;0,2005;0,1026;0,859;0,1811;0,2695;2437,35;2,12;0,1531;0,645;213778;0,5213;0,3309;0,0329;0,0902;0,2096;0,5675;0,6101;39,834813961; 
11004;0,0711;12764;0,172;0,6787;0,0341;0,0301;0,0166;0,0135;0,3782;0,5337;0,0273;0,1386;0,0492;0,0218;0,0274;101,5793;0,1641;4991;0,2607;0,3029;0,332;0,0836;0,8188;0,1641;0,259;617,96;2,49;0,0865;0,6639;4839;0,7772;0,7204;0,1341;0,2606;0,1252;0,6555;0,7255;41,518498655; 
11005;0,1448;17042;0,184;0,6837;0,0627;0,0772;0,0335;0,0438;0,2092;0,5109;0,0272;0,1836;0,1354;0,033;0,1024;102,111;0,0938;7314;0,3424;0,2703;0,268;0,0922;0,898;0,1848;0,2914;2313,8;2,31;0,1243;0,6313;7187;0,6756;0,6151;0,0841;0,2367;0,1798;0,6408;0,6934;40,615628892; 
11007;0,1425;10235;0,1835;0,71;0,0489;0,0646;0,0358;0,0288;0,2483;0,5091;0,0325;0,1221;0,0939;0,0366;0,0573;107,1862;0,1078;4568;0,3229;0,2979;0,255;0,0992;0,8814;0,1522;0,2762;2611,86;2,22;0,1228;0,6643;4507;0,5763;0,43;0,0408;0,1808;0,016;0,6752;0,7271;42,056841112; 
11008;0,1581;37256;0,2046;0,6616;0,0395;0,0882;0,0692;0,019;0,3254;0,5447;0,0243;0,136;0,1135;0,0725;0,041;106,9893;0,1886;15598;0,2854;0,3074;0,2873;0,0945;0,8014;0,146;0,315;967,82;2,36;0,1037;0,6494;15082;0,7286;0,704;0,0848;0,2373;0,0331;0,6354;0,6958;43,602001748; 
11009;0,1102;27849;0,1518;0,7016;0,036;0,0495;0,0426;0,0069;0,2411;0,574;0,0368;0,1085;0,0658;0,046;0,0198;101,8336;0,1588;10861;0,2167;0,3268;0,3533;0,0753;0,8209;0,1641;0,2219;306,58;2,54;0,0873;0,6841;10630;0,7971;0,8533;0,1632;0,3673;0,0339;0,6763;0,7385;40,682056931; 
