from,to,tunnel,volume
2020-04-02 18:00:00,2020-04-02 19:00:00,Tun Bel Reyers - Centre - E40,641
2020-04-02 19:00:00,2020-04-02 20:00:00,Tun Bel Reyers - Centre - E40,449
2020-04-02 20:00:00,2020-04-02 21:00:00,Tun Bel Reyers - Centre - E40,301
2020-04-02 21:00:00,2020-04-02 22:00:00,Tun Bel Reyers - Centre - E40,194
2020-04-02 22:00:00,2020-04-02 23:00:00,Tun Bel Reyers - Centre - E40,117
2020-04-02 23:00:00,2020-04-03 00:00:00,Tun Bel Reyers - Centre - E40,52
2020-04-03 00:00:00,2020-04-03 01:00:00,Tun Bel Reyers - Centre - E40,31
2020-04-03 01:00:00,2020-04-03 02:00:00,Tun Bel Reyers - Centre - E40,13
2020-04-03 02:00:00,2020-04-03 03:00:00,Tun Bel Reyers - Centre - E40,16
2020-04-03 03:00:00,2020-04-03 04:00:00,Tun Bel Reyers - Centre - E40,15
2020-04-03 04:00:00,2020-04-03 05:00:00,Tun Bel Reyers - Centre - E40,15
2020-04-03 05:00:00,2020-04-03 06:00:00,Tun Bel Reyers - Centre - E40,144
2020-04-03 06:00:00,2020-04-03 07:00:00,Tun Bel Reyers - Centre - E40,536
2020-04-03 07:00:00,2020-04-03 08:00:00,Tun Bel Reyers - Centre - E40,607
2020-04-03 08:00:00,2020-04-03 09:00:00,Tun Bel Reyers - Centre - E40,507
2020-04-03 09:00:00,2020-04-03 10:00:00,Tun Bel Reyers - Centre - E40,471
2020-04-03 10:00:00,2020-04-03 11:00:00,Tun Bel Reyers - Centre - E40,494
2020-04-03 11:00:00,2020-04-03 12:00:00,Tun Bel Reyers - Centre - E40,501
2020-04-03 12:00:00,2020-04-03 13:00:00,Tun Bel Reyers - Centre - E40,623
2020-04-03 13:00:00,2020-04-03 14:00:00,Tun Bel Reyers - Centre - E40,676
2020-04-03 14:00:00,2020-04-03 15:00:00,Tun Bel Reyers - Centre - E40,658
2020-04-03 15:00:00,2020-04-03 16:00:00,Tun Bel Reyers - Centre - E40,777
2020-04-03 16:00:00,2020-04-03 17:00:00,Tun Bel Reyers - Centre - E40,753
2020-04-03 17:00:00,2020-04-03 18:00:00,Tun Bel Reyers - Centre - E40,763
2020-04-03 18:00:00,2020-04-03 19:00:00,Tun Bel Reyers - Centre - E40,614
2020-04-03 19:00:00,2020-04-03 20:00:00,Tun Bel Reyers - Centre - E40,492
2020-04-03 20:00:00,2020-04-03 21:00:00,Tun Bel Reyers - Centre - E40,275
2020-04-03 21:00:00,2020-04-03 22:00:00,Tun Bel Reyers - Centre - E40,197
2020-04-03 22:00:00,2020-04-03 23:00:00,Tun Bel Reyers - Centre - E40,149
2020-04-03 23:00:00,2020-04-04 00:00:00,Tun Bel Reyers - Centre - E40,70
2020-04-04 00:00:00,2020-04-04 01:00:00,Tun Bel Reyers - Centre - E40,36
2020-04-04 01:00:00,2020-04-04 02:00:00,Tun Bel Reyers - Centre - E40,33
2020-04-04 02:00:00,2020-04-04 03:00:00,Tun Bel Reyers - Centre - E40,15
2020-04-04 03:00:00,2020-04-04 04:00:00,Tun Bel Reyers - Centre - E40,7
2020-04-04 04:00:00,2020-04-04 05:00:00,Tun Bel Reyers - Centre - E40,19
2020-04-04 05:00:00,2020-04-04 06:00:00,Tun Bel Reyers - Centre - E40,55
2020-04-04 06:00:00,2020-04-04 07:00:00,Tun Bel Reyers - Centre - E40,219
2020-04-04 07:00:00,2020-04-04 08:00:00,Tun Bel Reyers - Centre - E40,213
2020-04-04 08:00:00,2020-04-04 09:00:00,Tun Bel Reyers - Centre - E40,204
2020-04-04 09:00:00,2020-04-04 10:00:00,Tun Bel Reyers - Centre - E40,163
2020-04-04 10:00:00,2020-04-04 11:00:00,Tun Bel Reyers - Centre - E40,235
2020-04-04 11:00:00,2020-04-04 12:00:00,Tun Bel Reyers - Centre - E40,324
2020-04-04 12:00:00,2020-04-04 13:00:00,Tun Bel Reyers - Centre - E40,314
2020-04-04 13:00:00,2020-04-04 14:00:00,Tun Bel Reyers - Centre - E40,410
2020-04-04 14:00:00,2020-04-04 15:00:00,Tun Bel Reyers - Centre - E40,373
2020-04-04 15:00:00,2020-04-04 16:00:00,Tun Bel Reyers - Centre - E40,437
2020-04-04 16:00:00,2020-04-04 17:00:00,Tun Bel Reyers - Centre - E40,366
2020-04-04 17:00:00,2020-04-04 18:00:00,Tun Bel Reyers - Centre - E40,317
2020-04-04 18:00:00,2020-04-04 19:00:00,Tun Bel Reyers - Centre - E40,275
2020-04-04 19:00:00,2020-04-04 20:00:00,Tun Bel Reyers - Centre - E40,241
2020-04-04 20:00:00,2020-04-04 21:00:00,Tun Bel Reyers - Centre - E40,180
2020-04-04 21:00:00,2020-04-04 22:00:00,Tun Bel Reyers - Centre - E40,166
2020-04-04 22:00:00,2020-04-04 23:00:00,Tun Bel Reyers - Centre - E40,124
2020-04-04 23:00:00,2020-04-05 00:00:00,Tun Bel Reyers - Centre - E40,63
2020-04-05 00:00:00,2020-04-05 01:00:00,Tun Bel Reyers - Centre - E40,26
2020-04-05 01:00:00,2020-04-05 02:00:00,Tun Bel Reyers - Centre - E40,22
2020-04-05 02:00:00,2020-04-05 03:00:00,Tun Bel Reyers - Centre - E40,8
2020-04-05 03:00:00,2020-04-05 04:00:00,Tun Bel Reyers - Centre - E40,3
2020-04-05 04:00:00,2020-04-05 05:00:00,Tun Bel Reyers - Centre - E40,5
2020-04-05 05:00:00,2020-04-05 06:00:00,Tun Bel Reyers - Centre - E40,31
2020-04-05 06:00:00,2020-04-05 07:00:00,Tun Bel Reyers - Centre - E40,90
2020-04-05 07:00:00,2020-04-05 08:00:00,Tun Bel Reyers - Centre - E40,112
2020-04-05 08:00:00,2020-04-05 09:00:00,Tun Bel Reyers - Centre - E40,95
2020-04-05 09:00:00,2020-04-05 10:00:00,Tun Bel Reyers - Centre - E40,78
2020-04-05 10:00:00,2020-04-05 11:00:00,Tun Bel Reyers - Centre - E40,129
2020-04-05 11:00:00,2020-04-05 12:00:00,Tun Bel Reyers - Centre - E40,194
2020-04-05 12:00:00,2020-04-05 13:00:00,Tun Bel Reyers - Centre - E40,175
2020-04-05 13:00:00,2020-04-05 14:00:00,Tun Bel Reyers - Centre - E40,237
2020-04-05 14:00:00,2020-04-05 15:00:00,Tun Bel Reyers - Centre - E40,273
2020-04-05 15:00:00,2020-04-05 16:00:00,Tun Bel Reyers - Centre - E40,272
2020-04-05 16:00:00,2020-04-05 17:00:00,Tun Bel Reyers - Centre - E40,214
2020-04-05 17:00:00,2020-04-05 18:00:00,Tun Bel Reyers - Centre - E40,165
2020-04-05 18:00:00,2020-04-05 19:00:00,Tun Bel Reyers - Centre - E40,226
2020-04-05 19:00:00,2020-04-05 20:00:00,Tun Bel Reyers - Centre - E40,190
2020-04-05 20:00:00,2020-04-05 21:00:00,Tun Bel Reyers - Centre - E40,180
2020-04-05 21:00:00,2020-04-05 22:00:00,Tun Bel Reyers - Centre - E40,172
2020-04-05 22:00:00,2020-04-05 23:00:00,Tun Bel Reyers - Centre - E40,123
2020-04-05 23:00:00,2020-04-06 00:00:00,Tun Bel Reyers - Centre - E40,46
2020-04-06 00:00:00,2020-04-06 01:00:00,Tun Bel Reyers - Centre - E40,25
2020-04-06 01:00:00,2020-04-06 02:00:00,Tun Bel Reyers - Centre - E40,17
2020-04-06 02:00:00,2020-04-06 03:00:00,Tun Bel Reyers - Centre - E40,11
2020-04-06 03:00:00,2020-04-06 04:00:00,Tun Bel Reyers - Centre - E40,14
2020-04-06 04:00:00,2020-04-06 05:00:00,Tun Bel Reyers - Centre - E40,26
2020-04-06 05:00:00,2020-04-06 06:00:00,Tun Bel Reyers - Centre - E40,164
2020-04-06 06:00:00,2020-04-06 07:00:00,Tun Bel Reyers - Centre - E40,624
2020-04-06 07:00:00,2020-04-06 08:00:00,Tun Bel Reyers - Centre - E40,633
2020-04-06 08:00:00,2020-04-06 09:00:00,Tun Bel Reyers - Centre - E40,551
2020-04-06 09:00:00,2020-04-06 10:00:00,Tun Bel Reyers - Centre - E40,408
2020-04-06 10:00:00,2020-04-06 11:00:00,Tun Bel Reyers - Centre - E40,405
2020-04-06 11:00:00,2020-04-06 12:00:00,Tun Bel Reyers - Centre - E40,489
2020-04-06 12:00:00,2020-04-06 13:00:00,Tun Bel Reyers - Centre - E40,601
2020-04-06 13:00:00,2020-04-06 14:00:00,Tun Bel Reyers - Centre - E40,632
2020-04-06 14:00:00,2020-04-06 15:00:00,Tun Bel Reyers - Centre - E40,684
2020-04-06 15:00:00,2020-04-06 16:00:00,Tun Bel Reyers - Centre - E40,801
2020-04-06 16:00:00,2020-04-06 17:00:00,Tun Bel Reyers - Centre - E40,839
2020-04-06 17:00:00,2020-04-06 18:00:00,Tun Bel Reyers - Centre - E40,809
2020-04-06 18:00:00,2020-04-06 19:00:00,Tun Bel Reyers - Centre - E40,662
2020-04-06 19:00:00,2020-04-06 20:00:00,Tun Bel Reyers - Centre - E40,446
2020-04-06 20:00:00,2020-04-06 21:00:00,Tun Bel Reyers - Centre - E40,243
2020-04-06 21:00:00,2020-04-06 22:00:00,Tun Bel Reyers - Centre - E40,176
2020-04-06 22:00:00,2020-04-06 23:00:00,Tun Bel Reyers - Centre - E40,153
2020-04-06 23:00:00,2020-04-07 00:00:00,Tun Bel Reyers - Centre - E40,48
2020-04-07 00:00:00,2020-04-07 01:00:00,Tun Bel Reyers - Centre - E40,24
2020-04-07 01:00:00,2020-04-07 02:00:00,Tun Bel Reyers - Centre - E40,14
2020-04-07 02:00:00,2020-04-07 03:00:00,Tun Bel Reyers - Centre - E40,20
2020-04-07 03:00:00,2020-04-07 04:00:00,Tun Bel Reyers - Centre - E40,7
2020-04-07 04:00:00,2020-04-07 05:00:00,Tun Bel Reyers - Centre - E40,28
2020-04-07 05:00:00,2020-04-07 06:00:00,Tun Bel Reyers - Centre - E40,188
2020-04-07 06:00:00,2020-04-07 07:00:00,Tun Bel Reyers - Centre - E40,574
2020-04-07 07:00:00,2020-04-07 08:00:00,Tun Bel Reyers - Centre - E40,664
2020-04-07 08:00:00,2020-04-07 09:00:00,Tun Bel Reyers - Centre - E40,500
2020-04-07 09:00:00,2020-04-07 10:00:00,Tun Bel Reyers - Centre - E40,430
2020-04-07 10:00:00,2020-04-07 11:00:00,Tun Bel Reyers - Centre - E40,412
2020-04-07 11:00:00,2020-04-07 12:00:00,Tun Bel Reyers - Centre - E40,511
2020-04-07 12:00:00,2020-04-07 13:00:00,Tun Bel Reyers - Centre - E40,569
2020-04-07 13:00:00,2020-04-07 14:00:00,Tun Bel Reyers - Centre - E40,623
2020-04-07 14:00:00,2020-04-07 15:00:00,Tun Bel Reyers - Centre - E40,669
2020-04-07 15:00:00,2020-04-07 16:00:00,Tun Bel Reyers - Centre - E40,860
2020-04-07 16:00:00,2020-04-07 17:00:00,Tun Bel Reyers - Centre - E40,816
2020-04-07 17:00:00,2020-04-07 18:00:00,Tun Bel Reyers - Centre - E40,769
2020-04-07 18:00:00,2020-04-07 19:00:00,Tun Bel Reyers - Centre - E40,625
2020-04-07 19:00:00,2020-04-07 20:00:00,Tun Bel Reyers - Centre - E40,479
2020-04-07 20:00:00,2020-04-07 21:00:00,Tun Bel Reyers - Centre - E40,250
2020-04-07 21:00:00,2020-04-07 22:00:00,Tun Bel Reyers - Centre - E40,182
2020-04-07 22:00:00,2020-04-07 23:00:00,Tun Bel Reyers - Centre - E40,158
2020-04-07 23:00:00,2020-04-08 00:00:00,Tun Bel Reyers - Centre - E40,67
2020-04-08 00:00:00,2020-04-08 01:00:00,Tun Bel Reyers - Centre - E40,32
2020-04-08 01:00:00,2020-04-08 02:00:00,Tun Bel Reyers - Centre - E40,14
2020-04-08 02:00:00,2020-04-08 03:00:00,Tun Bel Reyers - Centre - E40,25
2020-04-08 03:00:00,2020-04-08 04:00:00,Tun Bel Reyers - Centre - E40,12
2020-04-08 04:00:00,2020-04-08 05:00:00,Tun Bel Reyers - Centre - E40,36
2020-04-08 05:00:00,2020-04-08 06:00:00,Tun Bel Reyers - Centre - E40,180
2020-04-08 06:00:00,2020-04-08 07:00:00,Tun Bel Reyers - Centre - E40,580
2020-04-08 07:00:00,2020-04-08 08:00:00,Tun Bel Reyers - Centre - E40,631
2020-04-08 08:00:00,2020-04-08 09:00:00,Tun Bel Reyers - Centre - E40,553
2020-04-08 09:00:00,2020-04-08 10:00:00,Tun Bel Reyers - Centre - E40,448
2020-04-08 10:00:00,2020-04-08 11:00:00,Tun Bel Reyers - Centre - E40,393
2020-04-08 11:00:00,2020-04-08 12:00:00,Tun Bel Reyers - Centre - E40,521
2020-04-08 12:00:00,2020-04-08 13:00:00,Tun Bel Reyers - Centre - E40,578
2020-04-08 13:00:00,2020-04-08 14:00:00,Tun Bel Reyers - Centre - E40,649
2020-04-08 14:00:00,2020-04-08 15:00:00,Tun Bel Reyers - Centre - E40,740
2020-04-08 15:00:00,2020-04-08 16:00:00,Tun Bel Reyers - Centre - E40,823
2020-04-08 16:00:00,2020-04-08 17:00:00,Tun Bel Reyers - Centre - E40,768
2020-04-08 17:00:00,2020-04-08 18:00:00,Tun Bel Reyers - Centre - E40,708
2020-04-08 18:00:00,2020-04-08 19:00:00,Tun Bel Reyers - Centre - E40,659
2020-04-08 19:00:00,2020-04-08 20:00:00,Tun Bel Reyers - Centre - E40,442
2020-04-08 20:00:00,2020-04-08 21:00:00,Tun Bel Reyers - Centre - E40,276
2020-04-08 21:00:00,2020-04-08 22:00:00,Tun Bel Reyers - Centre - E40,249
2020-04-08 22:00:00,2020-04-08 23:00:00,Tun Bel Reyers - Centre - E40,124
2020-04-08 23:00:00,2020-04-09 00:00:00,Tun Bel Reyers - Centre - E40,70
2020-04-09 00:00:00,2020-04-09 01:00:00,Tun Bel Reyers - Centre - E40,38
2020-04-09 01:00:00,2020-04-09 02:00:00,Tun Bel Reyers - Centre - E40,16
2020-04-09 02:00:00,2020-04-09 03:00:00,Tun Bel Reyers - Centre - E40,27
2020-04-09 03:00:00,2020-04-09 04:00:00,Tun Bel Reyers - Centre - E40,18
2020-04-09 04:00:00,2020-04-09 05:00:00,Tun Bel Reyers - Centre - E40,28
2020-04-09 05:00:00,2020-04-09 06:00:00,Tun Bel Reyers - Centre - E40,182
2020-04-09 06:00:00,2020-04-09 07:00:00,Tun Bel Reyers - Centre - E40,606
2020-04-09 07:00:00,2020-04-09 08:00:00,Tun Bel Reyers - Centre - E40,664
2020-04-09 08:00:00,2020-04-09 09:00:00,Tun Bel Reyers - Centre - E40,523
2020-04-09 09:00:00,2020-04-09 10:00:00,Tun Bel Reyers - Centre - E40,420
2020-04-09 10:00:00,2020-04-09 11:00:00,Tun Bel Reyers - Centre - E40,464
2020-04-09 11:00:00,2020-04-09 12:00:00,Tun Bel Reyers - Centre - E40,519
2020-04-09 12:00:00,2020-04-09 13:00:00,Tun Bel Reyers - Centre - E40,593
2020-04-09 13:00:00,2020-04-09 14:00:00,Tun Bel Reyers - Centre - E40,645
2020-04-09 14:00:00,2020-04-09 15:00:00,Tun Bel Reyers - Centre - E40,627
2020-04-09 15:00:00,2020-04-09 16:00:00,Tun Bel Reyers - Centre - E40,745
2020-04-09 16:00:00,2020-04-09 17:00:00,Tun Bel Reyers - Centre - E40,810
2020-04-09 17:00:00,2020-04-09 18:00:00,Tun Bel Reyers - Centre - E40,736
2020-04-09 18:00:00,2020-04-09 19:00:00,Tun Bel Reyers - Centre - E40,605
2020-04-09 19:00:00,2020-04-09 20:00:00,Tun Bel Reyers - Centre - E40,432
2020-04-09 20:00:00,2020-04-09 21:00:00,Tun Bel Reyers - Centre - E40,259
2020-04-09 21:00:00,2020-04-09 22:00:00,Tun Bel Reyers - Centre - E40,207
2020-04-09 22:00:00,2020-04-09 23:00:00,Tun Bel Reyers - Centre - E40,173
2020-04-09 23:00:00,2020-04-10 00:00:00,Tun Bel Reyers - Centre - E40,72
2020-04-10 00:00:00,2020-04-10 01:00:00,Tun Bel Reyers - Centre - E40,28
2020-04-10 01:00:00,2020-04-10 02:00:00,Tun Bel Reyers - Centre - E40,19
2020-04-10 02:00:00,2020-04-10 03:00:00,Tun Bel Reyers - Centre - E40,18
2020-04-10 03:00:00,2020-04-10 04:00:00,Tun Bel Reyers - Centre - E40,12
2020-04-10 04:00:00,2020-04-10 05:00:00,Tun Bel Reyers - Centre - E40,22
2020-04-10 05:00:00,2020-04-10 06:00:00,Tun Bel Reyers - Centre - E40,166
2020-04-10 06:00:00,2020-04-10 07:00:00,Tun Bel Reyers - Centre - E40,604
2020-04-10 07:00:00,2020-04-10 08:00:00,Tun Bel Reyers - Centre - E40,595
2020-04-10 08:00:00,2020-04-10 09:00:00,Tun Bel Reyers - Centre - E40,509
2020-04-10 09:00:00,2020-04-10 10:00:00,Tun Bel Reyers - Centre - E40,433
2020-04-10 10:00:00,2020-04-10 11:00:00,Tun Bel Reyers - Centre - E40,470
2020-04-01 00:00:00,2020-04-01 01:00:00,Tun Bot - Bas,47
2020-04-01 01:00:00,2020-04-01 02:00:00,Tun Bot - Bas,0
2020-04-01 02:00:00,2020-04-01 03:00:00,Tun Bot - Bas,2
2020-04-01 03:00:00,2020-04-01 04:00:00,Tun Bot - Bas,58
2020-04-01 04:00:00,2020-04-01 05:00:00,Tun Bot - Bas,82
2020-04-01 05:00:00,2020-04-01 06:00:00,Tun Bot - Bas,304
2020-04-01 06:00:00,2020-04-01 07:00:00,Tun Bot - Bas,711
2020-04-01 07:00:00,2020-04-01 08:00:00,Tun Bot - Bas,925
2020-04-01 08:00:00,2020-04-01 09:00:00,Tun Bot - Bas,907
2020-04-01 09:00:00,2020-04-01 10:00:00,Tun Bot - Bas,870
2020-04-01 10:00:00,2020-04-01 11:00:00,Tun Bot - Bas,808
2020-04-01 11:00:00,2020-04-01 12:00:00,Tun Bot - Bas,885
2020-04-01 12:00:00,2020-04-01 13:00:00,Tun Bot - Bas,1011
2020-04-01 13:00:00,2020-04-01 14:00:00,Tun Bot - Bas,1020
2020-04-01 14:00:00,2020-04-01 15:00:00,Tun Bot - Bas,1170
2020-04-01 15:00:00,2020-04-01 16:00:00,Tun Bot - Bas,1228
2020-04-01 16:00:00,2020-04-01 17:00:00,Tun Bot - Bas,1366
2020-04-01 17:00:00,2020-04-01 18:00:00,Tun Bot - Bas,1414
2020-04-01 18:00:00,2020-04-01 19:00:00,Tun Bot - Bas,1228
2020-04-01 19:00:00,2020-04-01 20:00:00,Tun Bot - Bas,957
2020-04-01 20:00:00,2020-04-01 21:00:00,Tun Bot - Bas,812
2020-04-01 21:00:00,2020-04-01 22:00:00,Tun Bot - Bas,530
2020-04-01 22:00:00,2020-04-01 23:00:00,Tun Bot - Bas,396
2020-04-01 23:00:00,2020-04-02 00:00:00,Tun Bot - Bas,225
2020-04-02 00:00:00,2020-04-02 01:00:00,Tun Bot - Bas,106
2020-04-02 01:00:00,2020-04-02 02:00:00,Tun Bot - Bas,90
2020-04-02 02:00:00,2020-04-02 03:00:00,Tun Bot - Bas,62
2020-04-02 03:00:00,2020-04-02 04:00:00,Tun Bot - Bas,80
2020-04-02 04:00:00,2020-04-02 05:00:00,Tun Bot - Bas,75
2020-04-02 05:00:00,2020-04-02 06:00:00,Tun Bot - Bas,296
2020-04-02 06:00:00,2020-04-02 07:00:00,Tun Bot - Bas,693
2020-04-02 07:00:00,2020-04-02 08:00:00,Tun Bot - Bas,878
2020-04-02 08:00:00,2020-04-02 09:00:00,Tun Bot - Bas,961
2020-04-02 09:00:00,2020-04-02 10:00:00,Tun Bot - Bas,869
2020-04-02 10:00:00,2020-04-02 11:00:00,Tun Bot - Bas,782
2020-04-02 11:00:00,2020-04-02 12:00:00,Tun Bot - Bas,924
2020-04-02 12:00:00,2020-04-02 13:00:00,Tun Bot - Bas,1011
2020-04-02 13:00:00,2020-04-02 14:00:00,Tun Bot - Bas,1014
2020-04-02 14:00:00,2020-04-02 15:00:00,Tun Bot - Bas,1133
2020-04-02 15:00:00,2020-04-02 16:00:00,Tun Bot - Bas,1244
2020-04-02 16:00:00,2020-04-02 17:00:00,Tun Bot - Bas,1387
2020-04-02 17:00:00,2020-04-02 18:00:00,Tun Bot - Bas,1423
2020-04-02 18:00:00,2020-04-02 19:00:00,Tun Bot - Bas,1240
2020-04-02 19:00:00,2020-04-02 20:00:00,Tun Bot - Bas,862
2020-04-02 20:00:00,2020-04-02 21:00:00,Tun Bot - Bas,717
2020-04-02 21:00:00,2020-04-02 22:00:00,Tun Bot - Bas,487
2020-04-02 22:00:00,2020-04-02 23:00:00,Tun Bot - Bas,380
2020-04-02 23:00:00,2020-04-03 00:00:00,Tun Bot - Bas,212
2020-04-03 00:00:00,2020-04-03 01:00:00,Tun Bot - Bas,133
2020-04-03 01:00:00,2020-04-03 02:00:00,Tun Bot - Bas,73
2020-04-03 02:00:00,2020-04-03 03:00:00,Tun Bot - Bas,49
2020-04-03 03:00:00,2020-04-03 04:00:00,Tun Bot - Bas,65
2020-04-03 04:00:00,2020-04-03 05:00:00,Tun Bot - Bas,88
2020-04-03 05:00:00,2020-04-03 06:00:00,Tun Bot - Bas,322
2020-04-03 06:00:00,2020-04-03 07:00:00,Tun Bot - Bas,694
2020-04-03 07:00:00,2020-04-03 08:00:00,Tun Bot - Bas,917
2020-04-03 08:00:00,2020-04-03 09:00:00,Tun Bot - Bas,905
2020-04-03 09:00:00,2020-04-03 10:00:00,Tun Bot - Bas,766
2020-04-03 10:00:00,2020-04-03 11:00:00,Tun Bot - Bas,847
2020-04-03 11:00:00,2020-04-03 12:00:00,Tun Bot - Bas,1035
2020-04-03 12:00:00,2020-04-03 13:00:00,Tun Bot - Bas,1071
2020-04-03 13:00:00,2020-04-03 14:00:00,Tun Bot - Bas,1017
2020-04-03 14:00:00,2020-04-03 15:00:00,Tun Bot - Bas,1234
2020-04-03 15:00:00,2020-04-03 16:00:00,Tun Bot - Bas,1361
2020-04-03 16:00:00,2020-04-03 17:00:00,Tun Bot - Bas,1326
2020-04-03 17:00:00,2020-04-03 18:00:00,Tun Bot - Bas,1341
2020-04-03 18:00:00,2020-04-03 19:00:00,Tun Bot - Bas,1298
2020-04-03 19:00:00,2020-04-03 20:00:00,Tun Bot - Bas,948
2020-04-03 20:00:00,2020-04-03 21:00:00,Tun Bot - Bas,794
2020-04-03 21:00:00,2020-04-03 22:00:00,Tun Bot - Bas,467
2020-04-03 22:00:00,2020-04-03 23:00:00,Tun Bot - Bas,350
2020-04-03 23:00:00,2020-04-04 00:00:00,Tun Bot - Bas,226
2020-04-04 00:00:00,2020-04-04 01:00:00,Tun Bot - Bas,166
2020-04-04 01:00:00,2020-04-04 02:00:00,Tun Bot - Bas,90
2020-04-04 02:00:00,2020-04-04 03:00:00,Tun Bot - Bas,96
2020-04-04 03:00:00,2020-04-04 04:00:00,Tun Bot - Bas,92
2020-04-04 04:00:00,2020-04-04 05:00:00,Tun Bot - Bas,67
2020-04-04 05:00:00,2020-04-04 06:00:00,Tun Bot - Bas,153
2020-04-04 06:00:00,2020-04-04 07:00:00,Tun Bot - Bas,373
2020-04-04 07:00:00,2020-04-04 08:00:00,Tun Bot - Bas,422
2020-04-04 08:00:00,2020-04-04 09:00:00,Tun Bot - Bas,361
2020-04-04 09:00:00,2020-04-04 10:00:00,Tun Bot - Bas,428
2020-04-04 10:00:00,2020-04-04 11:00:00,Tun Bot - Bas,519
2020-04-04 11:00:00,2020-04-04 12:00:00,Tun Bot - Bas,638
2020-04-04 12:00:00,2020-04-04 13:00:00,Tun Bot - Bas,709
2020-04-04 13:00:00,2020-04-04 14:00:00,Tun Bot - Bas,699
2020-04-04 14:00:00,2020-04-04 15:00:00,Tun Bot - Bas,865
2020-04-04 15:00:00,2020-04-04 16:00:00,Tun Bot - Bas,798
2020-04-04 16:00:00,2020-04-04 17:00:00,Tun Bot - Bas,789
2020-04-04 17:00:00,2020-04-04 18:00:00,Tun Bot - Bas,682
