from,to,tunnel,volume
2020-03-20 08:00:00,2020-03-20 09:00:00,Tun Lou IN - Midi - Bas,837
2020-03-20 09:00:00,2020-03-20 10:00:00,Tun Lou IN - Midi - Bas,710
2020-03-20 10:00:00,2020-03-20 11:00:00,Tun Lou IN - Midi - Bas,816
2020-03-20 11:00:00,2020-03-20 12:00:00,Tun Lou IN - Midi - Bas,793
2020-03-20 12:00:00,2020-03-20 13:00:00,Tun Lou IN - Midi - Bas,906
2020-03-20 13:00:00,2020-03-20 14:00:00,Tun Lou IN - Midi - Bas,937
2020-03-20 14:00:00,2020-03-20 15:00:00,Tun Lou IN - Midi - Bas,998
2020-03-20 15:00:00,2020-03-20 16:00:00,Tun Lou IN - Midi - Bas,946
2020-03-20 16:00:00,2020-03-20 17:00:00,Tun Lou IN - Midi - Bas,987
2020-03-20 17:00:00,2020-03-20 18:00:00,Tun Lou IN - Midi - Bas,1027
2020-03-20 18:00:00,2020-03-20 19:00:00,Tun Lou IN - Midi - Bas,854
2020-03-20 19:00:00,2020-03-20 20:00:00,Tun Lou IN - Midi - Bas,675
2020-03-20 20:00:00,2020-03-20 21:00:00,Tun Lou IN - Midi - Bas,511
2020-03-20 21:00:00,2020-03-20 22:00:00,Tun Lou IN - Midi - Bas,418
2020-03-20 22:00:00,2020-03-20 23:00:00,Tun Lou IN - Midi - Bas,297
2020-03-20 23:00:00,2020-03-21 00:00:00,Tun Lou IN - Midi - Bas,172
2020-03-21 00:00:00,2020-03-21 01:00:00,Tun Lou IN - Midi - Bas,105
2020-03-21 01:00:00,2020-03-21 02:00:00,Tun Lou IN - Midi - Bas,80
2020-03-21 02:00:00,2020-03-21 03:00:00,Tun Lou IN - Midi - Bas,53
2020-03-21 03:00:00,2020-03-21 04:00:00,Tun Lou IN - Midi - Bas,56
2020-03-21 04:00:00,2020-03-21 05:00:00,Tun Lou IN - Midi - Bas,82
2020-03-21 05:00:00,2020-03-21 06:00:00,Tun Lou IN - Midi - Bas,170
2020-03-21 06:00:00,2020-03-21 07:00:00,Tun Lou IN - Midi - Bas,357
2020-03-21 07:00:00,2020-03-21 08:00:00,Tun Lou IN - Midi - Bas,334
2020-03-21 08:00:00,2020-03-21 09:00:00,Tun Lou IN - Midi - Bas,327
2020-03-21 09:00:00,2020-03-21 10:00:00,Tun Lou IN - Midi - Bas,367
2020-03-21 10:00:00,2020-03-21 11:00:00,Tun Lou IN - Midi - Bas,468
2020-03-21 11:00:00,2020-03-21 12:00:00,Tun Lou IN - Midi - Bas,559
2020-03-21 12:00:00,2020-03-21 13:00:00,Tun Lou IN - Midi - Bas,625
2020-03-21 13:00:00,2020-03-21 14:00:00,Tun Lou IN - Midi - Bas,634
2020-03-21 14:00:00,2020-03-21 15:00:00,Tun Lou IN - Midi - Bas,697
2020-03-21 15:00:00,2020-03-21 16:00:00,Tun Lou IN - Midi - Bas,707
2020-03-21 16:00:00,2020-03-21 17:00:00,Tun Lou IN - Midi - Bas,655
2020-03-21 17:00:00,2020-03-21 18:00:00,Tun Lou IN - Midi - Bas,575
2020-03-21 18:00:00,2020-03-21 19:00:00,Tun Lou IN - Midi - Bas,543
2020-03-21 19:00:00,2020-03-21 20:00:00,Tun Lou IN - Midi - Bas,477
2020-03-21 20:00:00,2020-03-21 21:00:00,Tun Lou IN - Midi - Bas,452
2020-03-21 21:00:00,2020-03-21 22:00:00,Tun Lou IN - Midi - Bas,322
2020-03-21 22:00:00,2020-03-21 23:00:00,Tun Lou IN - Midi - Bas,257
2020-03-21 23:00:00,2020-03-22 00:00:00,Tun Lou IN - Midi - Bas,152
2020-03-22 00:00:00,2020-03-22 01:00:00,Tun Lou IN - Midi - Bas,116
2020-03-22 01:00:00,2020-03-22 02:00:00,Tun Lou IN - Midi - Bas,92
2020-03-22 02:00:00,2020-03-22 03:00:00,Tun Lou IN - Midi - Bas,48
2020-03-22 03:00:00,2020-03-22 04:00:00,Tun Lou IN - Midi - Bas,39
2020-03-22 04:00:00,2020-03-22 05:00:00,Tun Lou IN - Midi - Bas,37
2020-03-22 05:00:00,2020-03-22 06:00:00,Tun Lou IN - Midi - Bas,83
2020-03-22 06:00:00,2020-03-22 07:00:00,Tun Lou IN - Midi - Bas,192
2020-03-22 07:00:00,2020-03-22 08:00:00,Tun Lou IN - Midi - Bas,162
2020-03-22 08:00:00,2020-03-22 09:00:00,Tun Lou IN - Midi - Bas,150
2020-03-22 09:00:00,2020-03-22 10:00:00,Tun Lou IN - Midi - Bas,213
2020-03-22 10:00:00,2020-03-22 11:00:00,Tun Lou IN - Midi - Bas,251
2020-03-22 11:00:00,2020-03-22 12:00:00,Tun Lou IN - Midi - Bas,342
2020-03-22 12:00:00,2020-03-22 13:00:00,Tun Lou IN - Midi - Bas,398
2020-03-22 13:00:00,2020-03-22 14:00:00,Tun Lou IN - Midi - Bas,435
2020-03-22 14:00:00,2020-03-22 15:00:00,Tun Lou IN - Midi - Bas,476
2020-03-22 15:00:00,2020-03-22 16:00:00,Tun Lou IN - Midi - Bas,465
2020-03-22 16:00:00,2020-03-22 17:00:00,Tun Lou IN - Midi - Bas,455
2020-03-22 17:00:00,2020-03-22 18:00:00,Tun Lou IN - Midi - Bas,462
2020-03-22 18:00:00,2020-03-22 19:00:00,Tun Lou IN - Midi - Bas,464
2020-03-22 19:00:00,2020-03-22 20:00:00,Tun Lou IN - Midi - Bas,418
2020-03-22 20:00:00,2020-03-22 21:00:00,Tun Lou IN - Midi - Bas,373
2020-03-22 21:00:00,2020-03-22 22:00:00,Tun Lou IN - Midi - Bas,280
2020-03-22 22:00:00,2020-03-22 23:00:00,Tun Lou IN - Midi - Bas,183
2020-03-22 23:00:00,2020-03-23 00:00:00,Tun Lou IN - Midi - Bas,115
2020-03-23 00:00:00,2020-03-23 01:00:00,Tun Lou IN - Midi - Bas,82
2020-03-23 01:00:00,2020-03-23 02:00:00,Tun Lou IN - Midi - Bas,64
2020-03-23 02:00:00,2020-03-23 03:00:00,Tun Lou IN - Midi - Bas,38
2020-03-23 03:00:00,2020-03-23 04:00:00,Tun Lou IN - Midi - Bas,32
2020-03-23 04:00:00,2020-03-23 05:00:00,Tun Lou IN - Midi - Bas,67
2020-03-23 05:00:00,2020-03-23 06:00:00,Tun Lou IN - Midi - Bas,349
2020-03-23 06:00:00,2020-03-23 07:00:00,Tun Lou IN - Midi - Bas,856
2020-03-23 07:00:00,2020-03-23 08:00:00,Tun Lou IN - Midi - Bas,1003
2020-03-23 08:00:00,2020-03-23 09:00:00,Tun Lou IN - Midi - Bas,817
2020-03-23 09:00:00,2020-03-23 10:00:00,Tun Lou IN - Midi - Bas,690
2020-03-23 10:00:00,2020-03-23 11:00:00,Tun Lou IN - Midi - Bas,668
2020-03-23 11:00:00,2020-03-23 12:00:00,Tun Lou IN - Midi - Bas,688
2020-03-23 12:00:00,2020-03-23 13:00:00,Tun Lou IN - Midi - Bas,745
2020-03-23 13:00:00,2020-03-23 14:00:00,Tun Lou IN - Midi - Bas,796
2020-03-23 14:00:00,2020-03-23 15:00:00,Tun Lou IN - Midi - Bas,816
2020-03-23 15:00:00,2020-03-23 16:00:00,Tun Lou IN - Midi - Bas,883
2020-03-23 16:00:00,2020-03-23 17:00:00,Tun Lou IN - Midi - Bas,951
2020-03-23 17:00:00,2020-03-23 18:00:00,Tun Lou IN - Midi - Bas,868
2020-03-23 18:00:00,2020-03-23 19:00:00,Tun Lou IN - Midi - Bas,784
2020-03-23 19:00:00,2020-03-23 20:00:00,Tun Lou IN - Midi - Bas,616
2020-03-23 20:00:00,2020-03-23 21:00:00,Tun Lou IN - Midi - Bas,475
2020-03-23 21:00:00,2020-03-23 22:00:00,Tun Lou IN - Midi - Bas,351
2020-03-23 22:00:00,2020-03-23 23:00:00,Tun Lou IN - Midi - Bas,258
2020-03-23 23:00:00,2020-03-24 00:00:00,Tun Lou IN - Midi - Bas,112
2020-03-24 00:00:00,2020-03-24 01:00:00,Tun Lou IN - Midi - Bas,71
2020-03-24 01:00:00,2020-03-24 02:00:00,Tun Lou IN - Midi - Bas,64
2020-03-24 02:00:00,2020-03-24 03:00:00,Tun Lou IN - Midi - Bas,40
2020-03-24 03:00:00,2020-03-24 04:00:00,Tun Lou IN - Midi - Bas,32
2020-03-24 04:00:00,2020-03-24 05:00:00,Tun Lou IN - Midi - Bas,78
2020-03-24 05:00:00,2020-03-24 06:00:00,Tun Lou IN - Midi - Bas,334
2020-03-24 06:00:00,2020-03-24 07:00:00,Tun Lou IN - Midi - Bas,860
2020-03-24 07:00:00,2020-03-24 08:00:00,Tun Lou IN - Midi - Bas,931
2020-03-24 08:00:00,2020-03-24 09:00:00,Tun Lou IN - Midi - Bas,783
2020-03-24 09:00:00,2020-03-24 10:00:00,Tun Lou IN - Midi - Bas,710
2020-03-24 10:00:00,2020-03-24 11:00:00,Tun Lou IN - Midi - Bas,656
2020-03-24 11:00:00,2020-03-24 12:00:00,Tun Lou IN - Midi - Bas,642
2020-03-24 12:00:00,2020-03-24 13:00:00,Tun Lou IN - Midi - Bas,762
2020-03-24 13:00:00,2020-03-24 14:00:00,Tun Lou IN - Midi - Bas,756
2020-03-24 14:00:00,2020-03-24 15:00:00,Tun Lou IN - Midi - Bas,777
2020-03-24 15:00:00,2020-03-24 16:00:00,Tun Lou IN - Midi - Bas,839
2020-03-24 16:00:00,2020-03-24 17:00:00,Tun Lou IN - Midi - Bas,916
2020-03-24 17:00:00,2020-03-24 18:00:00,Tun Lou IN - Midi - Bas,896
2020-03-24 18:00:00,2020-03-24 19:00:00,Tun Lou IN - Midi - Bas,695
2020-03-24 19:00:00,2020-03-24 20:00:00,Tun Lou IN - Midi - Bas,544
2020-03-24 20:00:00,2020-03-24 21:00:00,Tun Lou IN - Midi - Bas,420
2020-03-24 21:00:00,2020-03-24 22:00:00,Tun Lou IN - Midi - Bas,371
2020-03-24 22:00:00,2020-03-24 23:00:00,Tun Lou IN - Midi - Bas,220
2020-03-24 23:00:00,2020-03-25 00:00:00,Tun Lou IN - Midi - Bas,134
2020-03-25 00:00:00,2020-03-25 01:00:00,Tun Lou IN - Midi - Bas,99
2020-03-25 01:00:00,2020-03-25 02:00:00,Tun Lou IN - Midi - Bas,49
2020-03-25 02:00:00,2020-03-25 03:00:00,Tun Lou IN - Midi - Bas,49
2020-03-25 03:00:00,2020-03-25 04:00:00,Tun Lou IN - Midi - Bas,23
2020-03-25 04:00:00,2020-03-25 05:00:00,Tun Lou IN - Midi - Bas,79
2020-03-25 05:00:00,2020-03-25 06:00:00,Tun Lou IN - Midi - Bas,347
2020-03-25 06:00:00,2020-03-25 07:00:00,Tun Lou IN - Midi - Bas,865
2020-03-25 07:00:00,2020-03-25 08:00:00,Tun Lou IN - Midi - Bas,887
2020-03-25 08:00:00,2020-03-25 09:00:00,Tun Lou IN - Midi - Bas,733
2020-03-25 09:00:00,2020-03-25 10:00:00,Tun Lou IN - Midi - Bas,645
2020-03-25 10:00:00,2020-03-25 11:00:00,Tun Lou IN - Midi - Bas,626
2020-03-25 11:00:00,2020-03-25 12:00:00,Tun Lou IN - Midi - Bas,717
2020-03-25 12:00:00,2020-03-25 13:00:00,Tun Lou IN - Midi - Bas,695
2020-03-25 13:00:00,2020-03-25 14:00:00,Tun Lou IN - Midi - Bas,763
2020-03-25 14:00:00,2020-03-25 15:00:00,Tun Lou IN - Midi - Bas,829
2020-03-25 15:00:00,2020-03-25 16:00:00,Tun Lou IN - Midi - Bas,877
2020-03-25 16:00:00,2020-03-25 17:00:00,Tun Lou IN - Midi - Bas,881
2020-03-25 17:00:00,2020-03-25 18:00:00,Tun Lou IN - Midi - Bas,846
2020-03-25 18:00:00,2020-03-25 19:00:00,Tun Lou IN - Midi - Bas,703
2020-03-25 19:00:00,2020-03-25 20:00:00,Tun Lou IN - Midi - Bas,626
2020-03-25 20:00:00,2020-03-25 21:00:00,Tun Lou IN - Midi - Bas,424
2020-03-25 21:00:00,2020-03-25 22:00:00,Tun Lou IN - Midi - Bas,324
2020-03-25 22:00:00,2020-03-25 23:00:00,Tun Lou IN - Midi - Bas,222
2020-03-25 23:00:00,2020-03-26 00:00:00,Tun Lou IN - Midi - Bas,108
2020-03-26 00:00:00,2020-03-26 01:00:00,Tun Lou IN - Midi - Bas,78
2020-03-26 01:00:00,2020-03-26 02:00:00,Tun Lou IN - Midi - Bas,45
2020-03-26 02:00:00,2020-03-26 03:00:00,Tun Lou IN - Midi - Bas,51
2020-03-26 03:00:00,2020-03-26 04:00:00,Tun Lou IN - Midi - Bas,29
2020-03-26 04:00:00,2020-03-26 05:00:00,Tun Lou IN - Midi - Bas,77
2020-03-26 05:00:00,2020-03-26 06:00:00,Tun Lou IN - Midi - Bas,334
2020-03-26 06:00:00,2020-03-26 07:00:00,Tun Lou IN - Midi - Bas,877
2020-03-26 07:00:00,2020-03-26 08:00:00,Tun Lou IN - Midi - Bas,930
2020-03-26 08:00:00,2020-03-26 09:00:00,Tun Lou IN - Midi - Bas,801
2020-03-26 09:00:00,2020-03-26 10:00:00,Tun Lou IN - Midi - Bas,691
2020-03-26 10:00:00,2020-03-26 11:00:00,Tun Lou IN - Midi - Bas,663
2020-03-26 11:00:00,2020-03-26 12:00:00,Tun Lou IN - Midi - Bas,682
2020-03-26 12:00:00,2020-03-26 13:00:00,Tun Lou IN - Midi - Bas,715
2020-03-26 13:00:00,2020-03-26 14:00:00,Tun Lou IN - Midi - Bas,792
2020-03-26 14:00:00,2020-03-26 15:00:00,Tun Lou IN - Midi - Bas,851
2020-03-26 15:00:00,2020-03-26 16:00:00,Tun Lou IN - Midi - Bas,846
2020-03-26 16:00:00,2020-03-26 17:00:00,Tun Lou IN - Midi - Bas,880
2020-03-26 17:00:00,2020-03-26 18:00:00,Tun Lou IN - Midi - Bas,880
2020-03-26 18:00:00,2020-03-26 19:00:00,Tun Lou IN - Midi - Bas,789
2020-03-26 19:00:00,2020-03-26 20:00:00,Tun Lou IN - Midi - Bas,558
2020-03-26 20:00:00,2020-03-26 21:00:00,Tun Lou IN - Midi - Bas,419
2020-03-26 21:00:00,2020-03-26 22:00:00,Tun Lou IN - Midi - Bas,360
2020-03-26 22:00:00,2020-03-26 23:00:00,Tun Lou IN - Midi - Bas,203
2020-03-26 23:00:00,2020-03-27 00:00:00,Tun Lou IN - Midi - Bas,113
2020-03-27 00:00:00,2020-03-27 01:00:00,Tun Lou IN - Midi - Bas,92
2020-03-27 01:00:00,2020-03-27 02:00:00,Tun Lou IN - Midi - Bas,59
2020-03-27 02:00:00,2020-03-27 03:00:00,Tun Lou IN - Midi - Bas,50
2020-03-27 03:00:00,2020-03-27 04:00:00,Tun Lou IN - Midi - Bas,28
2020-03-27 04:00:00,2020-03-27 05:00:00,Tun Lou IN - Midi - Bas,77
2020-03-27 05:00:00,2020-03-27 06:00:00,Tun Lou IN - Midi - Bas,326
2020-03-27 06:00:00,2020-03-27 07:00:00,Tun Lou IN - Midi - Bas,848
2020-03-27 07:00:00,2020-03-27 08:00:00,Tun Lou IN - Midi - Bas,862
2020-03-27 08:00:00,2020-03-27 09:00:00,Tun Lou IN - Midi - Bas,790
2020-03-27 09:00:00,2020-03-27 10:00:00,Tun Lou IN - Midi - Bas,661
2020-03-27 10:00:00,2020-03-27 11:00:00,Tun Lou IN - Midi - Bas,648
2020-03-27 11:00:00,2020-03-27 12:00:00,Tun Lou IN - Midi - Bas,774
2020-03-27 12:00:00,2020-03-27 13:00:00,Tun Lou IN - Midi - Bas,770
2020-03-27 13:00:00,2020-03-27 14:00:00,Tun Lou IN - Midi - Bas,825
2020-03-27 14:00:00,2020-03-27 15:00:00,Tun Lou IN - Midi - Bas,852
2020-03-27 15:00:00,2020-03-27 16:00:00,Tun Lou IN - Midi - Bas,849
2020-03-27 16:00:00,2020-03-27 17:00:00,Tun Lou IN - Midi - Bas,954
2020-03-27 17:00:00,2020-03-27 18:00:00,Tun Lou IN - Midi - Bas,870
2020-03-27 18:00:00,2020-03-27 19:00:00,Tun Lou IN - Midi - Bas,750
2020-03-27 19:00:00,2020-03-27 20:00:00,Tun Lou IN - Midi - Bas,654
2020-03-27 20:00:00,2020-03-27 21:00:00,Tun Lou IN - Midi - Bas,484
2020-03-27 21:00:00,2020-03-27 22:00:00,Tun Lou IN - Midi - Bas,350
2020-03-27 22:00:00,2020-03-27 23:00:00,Tun Lou IN - Midi - Bas,262
2020-03-27 23:00:00,2020-03-28 00:00:00,Tun Lou IN - Midi - Bas,141
2020-03-28 00:00:00,2020-03-28 01:00:00,Tun Lou IN - Midi - Bas,86
2020-03-28 01:00:00,2020-03-28 02:00:00,Tun Lou IN - Midi - Bas,86
2020-03-28 02:00:00,2020-03-28 03:00:00,Tun Lou IN - Midi - Bas,39
2020-03-28 03:00:00,2020-03-28 04:00:00,Tun Lou IN - Midi - Bas,45
2020-03-28 04:00:00,2020-03-28 05:00:00,Tun Lou IN - Midi - Bas,46
2020-03-28 05:00:00,2020-03-28 06:00:00,Tun Lou IN - Midi - Bas,157
2020-03-28 06:00:00,2020-03-28 07:00:00,Tun Lou IN - Midi - Bas,320
2020-03-28 07:00:00,2020-03-28 08:00:00,Tun Lou IN - Midi - Bas,312
2020-03-28 08:00:00,2020-03-28 09:00:00,Tun Lou IN - Midi - Bas,283
2020-03-28 09:00:00,2020-03-28 10:00:00,Tun Lou IN - Midi - Bas,346
2020-03-28 10:00:00,2020-03-28 11:00:00,Tun Lou IN - Midi - Bas,441
2020-03-28 11:00:00,2020-03-28 12:00:00,Tun Lou IN - Midi - Bas,453
2020-03-28 12:00:00,2020-03-28 13:00:00,Tun Lou IN - Midi - Bas,526
2020-03-28 13:00:00,2020-03-28 14:00:00,Tun Lou IN - Midi - Bas,549
2020-03-28 14:00:00,2020-03-28 15:00:00,Tun Lou IN - Midi - Bas,572
2020-03-28 15:00:00,2020-03-28 16:00:00,Tun Lou IN - Midi - Bas,629
2020-03-28 16:00:00,2020-03-28 17:00:00,Tun Lou IN - Midi - Bas,506
2020-03-28 17:00:00,2020-03-28 18:00:00,Tun Lou IN - Midi - Bas,539
2020-03-28 18:00:00,2020-03-28 19:00:00,Tun Lou IN - Midi - Bas,556
2020-03-28 19:00:00,2020-03-28 20:00:00,Tun Lou IN - Midi - Bas,471
2020-03-28 20:00:00,2020-03-28 21:00:00,Tun Lou IN - Midi - Bas,396
2020-03-28 21:00:00,2020-03-28 22:00:00,Tun Lou IN - Midi - Bas,308
2020-03-28 22:00:00,2020-03-28 23:00:00,Tun Lou IN - Midi - Bas,238
2020-03-28 23:00:00,2020-03-29 00:00:00,Tun Lou IN - Midi - Bas,119
2020-03-29 00:00:00,2020-03-29 01:00:00,Tun Lou IN - Midi - Bas,71
2020-03-29 01:00:00,2020-03-29 03:00:00,Tun Lou IN - Midi - Bas,62
2020-03-29 03:00:00,2020-03-29 04:00:00,Tun Lou IN - Midi - Bas,38
2020-03-29 04:00:00,2020-03-29 05:00:00,Tun Lou IN - Midi - Bas,24
2020-03-29 05:00:00,2020-03-29 06:00:00,Tun Lou IN - Midi - Bas,60
2020-03-29 06:00:00,2020-03-29 07:00:00,Tun Lou IN - Midi - Bas,136
2020-03-29 07:00:00,2020-03-29 08:00:00,Tun Lou IN - Midi - Bas,145
2020-03-29 08:00:00,2020-03-29 09:00:00,Tun Lou IN - Midi - Bas,107
2020-03-29 09:00:00,2020-03-29 10:00:00,Tun Lou IN - Midi - Bas,148
2020-03-29 10:00:00,2020-03-29 11:00:00,Tun Lou IN - Midi - Bas,194
2020-03-29 11:00:00,2020-03-29 12:00:00,Tun Lou IN - Midi - Bas,269
2020-03-29 12:00:00,2020-03-29 13:00:00,Tun Lou IN - Midi - Bas,319
2020-03-29 13:00:00,2020-03-29 14:00:00,Tun Lou IN - Midi - Bas,348
2020-03-29 14:00:00,2020-03-29 15:00:00,Tun Lou IN - Midi - Bas,359
2020-03-29 15:00:00,2020-03-29 16:00:00,Tun Lou IN - Midi - Bas,352
2020-03-29 16:00:00,2020-03-29 17:00:00,Tun Lou IN - Midi - Bas,383
2020-03-29 17:00:00,2020-03-29 18:00:00,Tun Lou IN - Midi - Bas,361
2020-03-29 18:00:00,2020-03-29 19:00:00,Tun Lou IN - Midi - Bas,371
2020-03-29 19:00:00,2020-03-29 20:00:00,Tun Lou IN - Midi - Bas,361
2020-03-29 20:00:00,2020-03-29 21:00:00,Tun Lou IN - Midi - Bas,289
2020-03-29 21:00:00,2020-03-29 22:00:00,Tun Lou IN - Midi - Bas,313
2020-03-29 22:00:00,2020-03-29 23:00:00,Tun Lou IN - Midi - Bas,223
2020-03-29 23:00:00,2020-03-30 00:00:00,Tun Lou IN - Midi - Bas,110
2020-03-30 00:00:00,2020-03-30 01:00:00,Tun Lou IN - Midi - Bas,74
2020-03-30 01:00:00,2020-03-30 02:00:00,Tun Lou IN - Midi - Bas,57
2020-03-30 02:00:00,2020-03-30 03:00:00,Tun Lou IN - Midi - Bas,38
2020-03-30 03:00:00,2020-03-30 04:00:00,Tun Lou IN - Midi - Bas,26
2020-03-30 04:00:00,2020-03-30 05:00:00,Tun Lou IN - Midi - Bas,63
2020-03-30 05:00:00,2020-03-30 06:00:00,Tun Lou IN - Midi - Bas,346
2020-03-30 06:00:00,2020-03-30 07:00:00,Tun Lou IN - Midi - Bas,797
2020-03-30 07:00:00,2020-03-30 08:00:00,Tun Lou IN - Midi - Bas,881
2020-03-30 08:00:00,2020-03-30 09:00:00,Tun Lou IN - Midi - Bas,804
2020-03-30 09:00:00,2020-03-30 10:00:00,Tun Lou IN - Midi - Bas,651
2020-03-30 10:00:00,2020-03-30 11:00:00,Tun Lou IN - Midi - Bas,634
2020-03-30 11:00:00,2020-03-30 12:00:00,Tun Lou IN - Midi - Bas,672
2020-03-30 12:00:00,2020-03-30 13:00:00,Tun Lou IN - Midi - Bas,700
2020-03-30 13:00:00,2020-03-30 14:00:00,Tun Lou IN - Midi - Bas,781
2020-03-30 14:00:00,2020-03-30 15:00:00,Tun Lou IN - Midi - Bas,863
2020-03-30 15:00:00,2020-03-30 16:00:00,Tun Lou IN - Midi - Bas,859
2020-03-30 16:00:00,2020-03-30 17:00:00,Tun Lou IN - Midi - Bas,941
2020-03-30 17:00:00,2020-03-30 18:00:00,Tun Lou IN - Midi - Bas,961
2020-03-30 18:00:00,2020-03-30 19:00:00,Tun Lou IN - Midi - Bas,727
2020-03-30 19:00:00,2020-03-30 20:00:00,Tun Lou IN - Midi - Bas,625
2020-03-30 20:00:00,2020-03-30 21:00:00,Tun Lou IN - Midi - Bas,471
2020-03-30 21:00:00,2020-03-30 22:00:00,Tun Lou IN - Midi - Bas,320
2020-03-30 22:00:00,2020-03-30 23:00:00,Tun Lou IN - Midi - Bas,268
2020-03-30 23:00:00,2020-03-31 00:00:00,Tun Lou IN - Midi - Bas,123
2020-03-31 00:00:00,2020-03-31 01:00:00,Tun Lou IN - Midi - Bas,79
2020-03-31 01:00:00,2020-03-31 02:00:00,Tun Lou IN - Midi - Bas,64
2020-03-31 02:00:00,2020-03-31 03:00:00,Tun Lou IN - Midi - Bas,46
2020-03-31 03:00:00,2020-03-31 04:00:00,Tun Lou IN - Midi - Bas,29
2020-03-31 04:00:00,2020-03-31 05:00:00,Tun Lou IN - Midi - Bas,76
2020-03-31 05:00:00,2020-03-31 06:00:00,Tun Lou IN - Midi - Bas,329
2020-03-31 06:00:00,2020-03-31 07:00:00,Tun Lou IN - Midi - Bas,850
2020-03-31 07:00:00,2020-03-31 08:00:00,Tun Lou IN - Midi - Bas,855
2020-03-31 08:00:00,2020-03-31 09:00:00,Tun Lou IN - Midi - Bas,795
2020-03-31 09:00:00,2020-03-31 10:00:00,Tun Lou IN - Midi - Bas,650
2020-03-31 10:00:00,2020-03-31 11:00:00,Tun Lou IN - Midi - Bas,663
2020-03-31 11:00:00,2020-03-31 12:00:00,Tun Lou IN - Midi - Bas,700
2020-03-31 12:00:00,2020-03-31 13:00:00,Tun Lou IN - Midi - Bas,672
2020-03-31 13:00:00,2020-03-31 14:00:00,Tun Lou IN - Midi - Bas,822
2020-03-31 14:00:00,2020-03-31 15:00:00,Tun Lou IN - Midi - Bas,824
2020-03-31 15:00:00,2020-03-31 16:00:00,Tun Lou IN - Midi - Bas,922
2020-03-31 16:00:00,2020-03-31 17:00:00,Tun Lou IN - Midi - Bas,901
2020-03-31 17:00:00,2020-03-31 18:00:00,Tun Lou IN - Midi - Bas,891
2020-03-31 18:00:00,2020-03-31 19:00:00,Tun Lou IN - Midi - Bas,764
2020-03-31 19:00:00,2020-03-31 20:00:00,Tun Lou IN - Midi - Bas,603
2020-03-31 20:00:00,2020-03-31 21:00:00,Tun Lou IN - Midi - Bas,465
2020-03-31 21:00:00,2020-03-31 22:00:00,Tun Lou IN - Midi - Bas,370
2020-03-31 22:00:00,2020-03-31 23:00:00,Tun Lou IN - Midi - Bas,271
2020-03-31 23:00:00,2020-04-01 00:00:00,Tun Lou IN - Midi - Bas,139
2020-03-01 00:00:00,2020-03-01 01:00:00,Tun Montg - Cambre,273
2020-03-01 01:00:00,2020-03-01 02:00:00,Tun Montg - Cambre,193
2020-03-01 02:00:00,2020-03-01 03:00:00,Tun Montg - Cambre,96
2020-03-01 03:00:00,2020-03-01 04:00:00,Tun Montg - Cambre,76
2020-03-01 04:00:00,2020-03-01 05:00:00,Tun Montg - Cambre,59
2020-03-01 05:00:00,2020-03-01 06:00:00,Tun Montg - Cambre,78
2020-03-01 06:00:00,2020-03-01 07:00:00,Tun Montg - Cambre,110
2020-03-01 07:00:00,2020-03-01 08:00:00,Tun Montg - Cambre,222
2020-03-01 08:00:00,2020-03-01 09:00:00,Tun Montg - Cambre,171
2020-03-01 09:00:00,2020-03-01 10:00:00,Tun Montg - Cambre,283
2020-03-01 10:00:00,2020-03-01 11:00:00,Tun Montg - Cambre,460
2020-03-01 11:00:00,2020-03-01 12:00:00,Tun Montg - Cambre,612
2020-03-01 12:00:00,2020-03-01 13:00:00,Tun Montg - Cambre,675
2020-03-01 13:00:00,2020-03-01 14:00:00,Tun Montg - Cambre,690
2020-03-01 14:00:00,2020-03-01 15:00:00,Tun Montg - Cambre,759
2020-03-01 15:00:00,2020-03-01 16:00:00,Tun Montg - Cambre,776
2020-03-01 16:00:00,2020-03-01 17:00:00,Tun Montg - Cambre,802
2020-03-01 17:00:00,2020-03-01 18:00:00,Tun Montg - Cambre,872
2020-03-01 18:00:00,2020-03-01 19:00:00,Tun Montg - Cambre,900
2020-03-01 19:00:00,2020-03-01 20:00:00,Tun Montg - Cambre,794
2020-03-01 20:00:00,2020-03-01 21:00:00,Tun Montg - Cambre,648
2020-03-01 21:00:00,2020-03-01 22:00:00,Tun Montg - Cambre,469
2020-03-01 22:00:00,2020-03-01 23:00:00,Tun Montg - Cambre,339
2020-03-01 23:00:00,2020-03-02 00:00:00,Tun Montg - Cambre,240
2020-03-02 00:00:00,2020-03-02 01:00:00,Tun Montg - Cambre,14
2020-03-02 01:00:00,2020-03-02 02:00:00,Tun Montg - Cambre,12
2020-03-02 02:00:00,2020-03-02 03:00:00,Tun Montg - Cambre,6
2020-03-02 03:00:00,2020-03-02 04:00:00,Tun Montg - Cambre,2
2020-03-02 04:00:00,2020-03-02 05:00:00,Tun Montg - Cambre,1
2020-03-02 05:00:00,2020-03-02 06:00:00,Tun Montg - Cambre,157
2020-03-02 06:00:00,2020-03-02 07:00:00,Tun Montg - Cambre,714
2020-03-02 07:00:00,2020-03-02 08:00:00,Tun Montg - Cambre,1293
2020-03-02 08:00:00,2020-03-02 09:00:00,Tun Montg - Cambre,1663
2020-03-02 09:00:00,2020-03-02 10:00:00,Tun Montg - Cambre,1256
2020-03-02 10:00:00,2020-03-02 11:00:00,Tun Montg - Cambre,987
