NIS5,AgeGroup,COUNT
91059,55-64,942
91059,65-74,687
91059,75-84,294
91059,85+,142
91064,0-17,1146
91064,18-34,1141
91064,35-44,641
91064,45-54,703
91064,55-64,668
91064,65-74,524
91064,75-84,262
91064,85+,152
91072,0-17,1053
91072,18-34,1009
91072,35-44,650
91072,45-54,664
91072,55-64,737
91072,65-74,494
91072,75-84,243
91072,85+,137
91103,0-17,659
91103,18-34,679
91103,35-44,388
91103,45-54,439
91103,55-64,430
91103,65-74,394
91103,75-84,179
91103,85+,62
91114,0-17,2537
91114,18-34,2598
91114,35-44,1551
91114,45-54,1668
91114,55-64,1740
91114,65-74,1337
91114,75-84,788
91114,85+,352
91120,0-17,1241
91120,18-34,1217
91120,35-44,700
91120,45-54,826
91120,55-64,852
91120,65-74,554
91120,75-84,273
91120,85+,136
91141,0-17,1859
91141,18-34,1834
91141,35-44,1161
91141,45-54,1342
91141,55-64,1280
91141,65-74,1008
91141,75-84,445
91141,85+,180
91142,0-17,997
91142,18-34,1026
91142,35-44,625
91142,45-54,872
91142,55-64,1069
91142,65-74,915
91142,75-84,388
91142,85+,124
91143,0-17,396
91143,18-34,416
91143,35-44,219
91143,45-54,392
91143,55-64,493
91143,65-74,335
91143,75-84,228
91143,85+,100
92003,0-17,5803
92003,18-34,6003
92003,35-44,3543
92003,45-54,3653
92003,55-64,3670
92003,65-74,2789
92003,75-84,1384
92003,85+,728
92006,0-17,1646
92006,18-34,1480
92006,35-44,992
92006,45-54,954
92006,55-64,882
92006,65-74,758
92006,75-84,276
92006,85+,102
92035,0-17,3647
92035,18-34,3307
92035,35-44,2201
92035,45-54,2201
92035,55-64,2166
92035,65-74,1613
92035,75-84,847
92035,85+,466
92045,0-17,1780
92045,18-34,1584
92045,35-44,1126
92045,45-54,1204
92045,55-64,1016
92045,65-74,899
92045,75-84,394
92045,85+,145
92048,0-17,2169
92048,18-34,2267
92048,35-44,1356
92048,45-54,1545
92048,55-64,1383
92048,65-74,1065
92048,75-84,480
92048,85+,204
92054,0-17,1605
92054,18-34,1418
92054,35-44,1026
92054,45-54,996
92054,55-64,1021
92054,65-74,678
92054,75-84,299
92054,85+,165
92087,0-17,2657
92087,18-34,2789
92087,35-44,1673
92087,45-54,1952
92087,55-64,1812
92087,65-74,1322
92087,75-84,652
92087,85+,296
92094,0-17,20992
92094,18-34,25749
92094,35-44,13777
92094,45-54,13922
92094,55-64,14273
92094,65-74,12618
92094,75-84,6655
92094,85+,3446
92097,0-17,1154
92097,18-34,1129
92097,35-44,692
92097,45-54,718
92097,55-64,669
92097,65-74,491
92097,75-84,209
92097,85+,80
92101,0-17,2376
92101,18-34,2516
92101,35-44,1458
92101,45-54,1812
92101,55-64,1706
92101,65-74,1335
92101,75-84,665
92101,85+,308
92114,0-17,1893
92114,18-34,1681
92114,35-44,1153
92114,45-54,1269
92114,55-64,1143
92114,65-74,794
92114,75-84,354
92114,85+,193
92137,0-17,5759
92137,18-34,5977
92137,35-44,3601
92137,45-54,3857
92137,55-64,3801
92137,65-74,3031
92137,75-84,1573
92137,85+,773
92138,0-17,1827
92138,18-34,1688
92138,35-44,1180
92138,45-54,1090
92138,55-64,1039
92138,65-74,758
92138,75-84,301
92138,85+,184
92140,0-17,3989
92140,18-34,4129
92140,35-44,2351
92140,45-54,2886
92140,55-64,2588
92140,65-74,1909
92140,75-84,867
92140,85+,381
92141,0-17,2114
92141,18-34,1842
92141,35-44,1263
92141,45-54,1280
92141,55-64,1218
92141,65-74,928
92141,75-84,402
92141,85+,185
92142,0-17,5521
92142,18-34,5787
92142,35-44,3678
92142,45-54,3332
92142,55-64,3183
92142,65-74,2595
92142,75-84,1371
92142,85+,674
93010,0-17,1045
93010,18-34,1018
93010,35-44,600
93010,45-54,721
93010,55-64,727
93010,65-74,512
93010,75-84,243
93010,85+,121
93014,0-17,2601
93014,18-34,2764
93014,35-44,1529
93014,45-54,1915
93014,55-64,2041
93014,65-74,1638
93014,75-84,930
93014,85+,420
93018,0-17,558
93018,18-34,618
93018,35-44,300
93018,45-54,451
93018,55-64,430
93018,65-74,344
93018,75-84,183
93018,85+,86
93022,0-17,2262
93022,18-34,2310
93022,35-44,1423
93022,45-54,1552
93022,55-64,1597
93022,65-74,1250
93022,75-84,625
93022,85+,247
93056,0-17,1761
93056,18-34,1771
93056,35-44,1053
93056,45-54,1304
93056,55-64,1428
93056,65-74,996
93056,75-84,620
93056,85+,268
93088,0-17,3561
93088,18-34,3691
93088,35-44,2201
93088,45-54,2746
93088,55-64,2626
93088,65-74,2200
93088,75-84,939
93088,85+,443
93090,0-17,953
93090,18-34,1131
93090,35-44,608
93090,45-54,755
93090,55-64,879
93090,65-74,758
93090,75-84,375
93090,85+,187
