,NIS3,WEEK,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
422,32,50,126,Dixmude,32000,51525,2.45
840,43,50,78,Eeklo,43000,85235,0.92
702,38,50,21,Furnes,38000,61657,0.34
888,44,50,913,Gand,44000,560522,1.63
234,23,50,605,Hal-Vilvorde,23000,637441,0.95
1546,71,50,393,Hasselt,71000,418496,0.94
1356,61,50,87,Huy,61000,113409,0.77
1308,58,50,331,La Louvière,58000,141060,2.35
1404,62,50,512,Liège,62000,624422,0.82
282,24,50,348,Louvain,24000,508734,0.68
1593,72,50,320,Maaseik,72000,251589,1.27
91,12,50,191,Malines,12000,344818,0.55
1778,83,50,66,Marche-en-Famenne,83000,56476,1.17
1122,53,50,289,Mons,53000,258999,1.12
1957,92,50,416,Namur,92000,316962,1.31
1822,84,50,107,Neufchâteau,84000,63375,1.69
329,25,50,350,Nivelles,25000,403599,0.87
563,35,50,234,Ostende,35000,157200,1.49
1999,93,50,35,Philippeville,93000,66355,0.53
610,36,50,336,Roulers,36000,153315,2.19
982,46,50,418,Saint-Nicolas,46000,252523,1.66
1168,55,50,142,Soignies,55000,104533,1.36
796,42,50,272,Termonde,42000,201213,1.35
1214,56,50,177,Thuin,56000,91678,1.93
657,37,50,262,Tielt,37000,92905,2.82
1640,73,50,255,Tongres,73000,203963,1.25
1261,57,50,391,Tournai,57000,223417,1.75
138,13,50,730,Turnhout,13000,461867,1.58
1451,63,50,259,Verviers,63000,287772,0.9
1864,85,50,41,Virton,85000,53751,0.76
1498,64,50,51,Waremme,64000,81389,0.63
469,33,50,155,Ypres,33000,106279,1.46
750,41,51,574,Alost,41000,291229,1.97
45,11,51,1646,Anvers,11000,1051301,1.57
1687,81,51,140,Arlon,81000,62623,2.24
1029,51,51,130,Ath,51000,127915,1.02
936,45,51,311,Audenarde,45000,124342,2.5
1733,82,51,54,Bastogne,82000,48413,1.12
377,31,51,448,Bruges,31000,282209,1.59
187,21,51,1246,Bruxelles-Capitale,21000,1208542,1.03
1076,52,51,469,Charleroi,52000,396639,1.18
517,34,51,630,Courtrai,34000,290706,2.17
1911,91,51,139,Dinant,91000,111008,1.25
423,32,51,147,Dixmude,32000,51525,2.85
841,43,51,120,Eeklo,43000,85235,1.41
703,38,51,34,Furnes,38000,61657,0.55
889,44,51,898,Gand,44000,560522,1.6
235,23,51,622,Hal-Vilvorde,23000,637441,0.98
1547,71,51,389,Hasselt,71000,418496,0.93
1357,61,51,120,Huy,61000,113409,1.06
1309,58,51,292,La Louvière,58000,141060,2.07
1405,62,51,609,Liège,62000,624422,0.98
283,24,51,345,Louvain,24000,508734,0.68
1594,72,51,405,Maaseik,72000,251589,1.61
92,12,51,259,Malines,12000,344818,0.75
1779,83,51,33,Marche-en-Famenne,83000,56476,0.58
1123,53,51,240,Mons,53000,258999,0.93
1958,92,51,442,Namur,92000,316962,1.39
1823,84,51,52,Neufchâteau,84000,63375,0.82
330,25,51,380,Nivelles,25000,403599,0.94
564,35,51,224,Ostende,35000,157200,1.42
2000,93,51,98,Philippeville,93000,66355,1.48
611,36,51,370,Roulers,36000,153315,2.41
983,46,51,399,Saint-Nicolas,46000,252523,1.58
1169,55,51,165,Soignies,55000,104533,1.58
797,42,51,279,Termonde,42000,201213,1.39
1215,56,51,136,Thuin,56000,91678,1.48
658,37,51,274,Tielt,37000,92905,2.95
1641,73,51,220,Tongres,73000,203963,1.08
1262,57,51,392,Tournai,57000,223417,1.75
139,13,51,874,Turnhout,13000,461867,1.89
1452,63,51,244,Verviers,63000,287772,0.85
1865,85,51,112,Virton,85000,53751,2.08
1499,64,51,53,Waremme,64000,81389,0.65
470,33,51,193,Ypres,33000,106279,1.82
751,41,52,277,Alost,41000,291229,0.95
46,11,52,1122,Anvers,11000,1051301,1.07
1688,81,52,77,Arlon,81000,62623,1.23
1030,51,52,117,Ath,51000,127915,0.91
937,45,52,180,Audenarde,45000,124342,1.45
1734,82,52,42,Bastogne,82000,48413,0.87
378,31,52,318,Bruges,31000,282209,1.13
188,21,52,809,Bruxelles-Capitale,21000,1208542,0.67
1077,52,52,273,Charleroi,52000,396639,0.69
518,34,52,410,Courtrai,34000,290706,1.41
1912,91,52,92,Dinant,91000,111008,0.83
424,32,52,108,Dixmude,32000,51525,2.1
842,43,52,73,Eeklo,43000,85235,0.86
704,38,52,50,Furnes,38000,61657,0.81
890,44,52,710,Gand,44000,560522,1.27
236,23,52,416,Hal-Vilvorde,23000,637441,0.65
1548,71,52,314,Hasselt,71000,418496,0.75
1358,61,52,66,Huy,61000,113409,0.58
1310,58,52,242,La Louvière,58000,141060,1.72
1406,62,52,406,Liège,62000,624422,0.65
284,24,52,263,Louvain,24000,508734,0.52
1595,72,52,314,Maaseik,72000,251589,1.25
93,12,52,207,Malines,12000,344818,0.6
1780,83,52,23,Marche-en-Famenne,83000,56476,0.41
1124,53,52,168,Mons,53000,258999,0.65
1959,92,52,265,Namur,92000,316962,0.84
1824,84,52,33,Neufchâteau,84000,63375,0.52
331,25,52,268,Nivelles,25000,403599,0.66
565,35,52,110,Ostende,35000,157200,0.7
2001,93,52,85,Philippeville,93000,66355,1.28
612,36,52,200,Roulers,36000,153315,1.3
984,46,52,350,Saint-Nicolas,46000,252523,1.39
1170,55,52,114,Soignies,55000,104533,1.09
798,42,52,199,Termonde,42000,201213,0.99
1216,56,52,63,Thuin,56000,91678,0.69
659,37,52,129,Tielt,37000,92905,1.39
1642,73,52,175,Tongres,73000,203963,0.86
1263,57,52,283,Tournai,57000,223417,1.27
140,13,52,534,Turnhout,13000,461867,1.16
1453,63,52,240,Verviers,63000,287772,0.83
1866,85,52,62,Virton,85000,53751,1.15
1500,64,52,36,Waremme,64000,81389,0.44
471,33,52,131,Ypres,33000,106279,1.23
752,41,53,268,Alost,41000,291229,0.92
47,11,53,958,Anvers,11000,1051301,0.91
1689,81,53,96,Arlon,81000,62623,1.53
1031,51,53,88,Ath,51000,127915,0.69
938,45,53,142,Audenarde,45000,124342,1.14
1735,82,53,24,Bastogne,82000,48413,0.5
379,31,53,219,Bruges,31000,282209,0.78
189,21,53,950,Bruxelles-Capitale,21000,1208542,0.79
1078,52,53,279,Charleroi,52000,396639,0.7
519,34,53,407,Courtrai,34000,290706,1.4
1913,91,53,61,Dinant,91000,111008,0.55
425,32,53,78,Dixmude,32000,51525,1.51
843,43,53,61,Eeklo,43000,85235,0.72
705,38,53,68,Furnes,38000,61657,1.1
891,44,53,563,Gand,44000,560522,1.0
237,23,53,400,Hal-Vilvorde,23000,637441,0.63
1549,71,53,266,Hasselt,71000,418496,0.64
1359,61,53,77,Huy,61000,113409,0.68
1311,58,53,166,La Louvière,58000,141060,1.18
1407,62,53,437,Liège,62000,624422,0.7
285,24,53,204,Louvain,24000,508734,0.4
1596,72,53,287,Maaseik,72000,251589,1.14
94,12,53,254,Malines,12000,344818,0.74
1781,83,53,19,Marche-en-Famenne,83000,56476,0.34
1125,53,53,134,Mons,53000,258999,0.52
1960,92,53,211,Namur,92000,316962,0.67
1825,84,53,19,Neufchâteau,84000,63375,0.3
332,25,53,288,Nivelles,25000,403599,0.71
566,35,53,111,Ostende,35000,157200,0.71
2002,93,53,36,Philippeville,93000,66355,0.54
613,36,53,161,Roulers,36000,153315,1.05
985,46,53,322,Saint-Nicolas,46000,252523,1.28
1171,55,53,60,Soignies,55000,104533,0.57
799,42,53,155,Termonde,42000,201213,0.77
1217,56,53,60,Thuin,56000,91678,0.65
660,37,53,121,Tielt,37000,92905,1.3
1643,73,53,213,Tongres,73000,203963,1.04
1264,57,53,163,Tournai,57000,223417,0.73
141,13,53,349,Turnhout,13000,461867,0.76
1454,63,53,180,Verviers,63000,287772,0.63
1867,85,53,89,Virton,85000,53751,1.66
1501,64,53,38,Waremme,64000,81389,0.47
472,33,53,87,Ypres,33000,106279,0.82
