ds,start_name,end_name,travel_counts
2020-03-01,argentina,brazil,11309
2020-03-01,germany,thailand,1527
2020-03-01,laos,thailand,20584
2020-03-01,cambodia,thailand,16863
2020-03-01,norway,sweden,10114
2020-03-01,poland,sweden,2461
2020-03-01,austria,czech republic,7640
2020-03-01,united kingdom,czech republic,1621
2020-03-01,poland,czech republic,6405
2020-03-01,germany,czech republic,12718
2020-03-01,hungary,czech republic,1800
2020-03-01,italy,czech republic,2079
2020-03-01,slovakia,czech republic,9696
2020-03-01,germany,bosnia and herzegovina,1810
2020-03-01,united states,south korea,1619
2020-03-01,serbia,bosnia and herzegovina,3524
2020-03-01,philippines,south korea,2234
2020-03-01,vietnam,south korea,1667
2020-03-01,costa rica,nicaragua,1470
2020-03-01,thailand,south korea,1224
2020-03-01,japan,south korea,1714
2020-03-01,philippines,saudi arabia,4513
2020-03-01,netherlands,austria,3173
2020-03-01,poland,belarus,1147
2020-03-01,india,oman,1747
2020-03-01,philippines,canada,1397
2020-03-01,switzerland,netherlands,2268
2020-03-01,belgium,netherlands,33308
2020-03-01,romania,netherlands,1195
2020-03-01,serbia,croatia,1943
2020-03-01,vietnam,malaysia,2121
2020-03-01,australia,malaysia,1489
2020-03-01,saudi arabia,malaysia,1329
2020-03-01,saudi arabia,kuwait,2852
2020-03-01,iraq,kuwait,1537
2020-03-01,spain,switzerland,2247
2020-03-01,france,switzerland,22720
2020-03-01,portugal,switzerland,1695
2020-03-01,spain,norway,5500
2020-03-01,denmark,norway,6073
2020-03-01,germany,norway,2136
2020-03-01,argentina,bolivia,1575
2020-03-01,france,tunisia,1926
2020-03-01,norway,spain,4145
2020-03-01,poland,spain,1042
2020-03-01,india,australia,1644
2020-03-01,philippines,australia,2209
2020-03-01,vietnam,australia,1245
2020-03-01,sweden,united kingdom,1187
2020-03-01,switzerland,portugal,1100
2020-03-01,romania,united kingdom,4406
2020-03-01,belgium,united kingdom,3530
2020-03-01,pakistan,united kingdom,1063
2020-03-01,poland,united kingdom,7537
2020-03-01,lithuania,united kingdom,1670
2020-03-01,bulgaria,united kingdom,4032
2020-03-01,greece,bulgaria,3812
2020-03-01,south africa,united kingdom,1432
2020-03-01,kosovo,albania,1766
2020-03-01,belgium,romania,1518
2020-03-01,turkey,romania,1224
2020-03-01,netherlands,belgium,35830
2020-03-01,germany,belgium,22451
2020-03-01,switzerland,belgium,2064
2020-03-01,libya,tunisia,2423
2020-03-01,portugal,united kingdom,5164
2020-03-01,italy,united kingdom,7558
2020-03-01,france,belgium,55451
2020-03-01,austria,united kingdom,4307
2020-03-01,barbados,united kingdom,1672
2020-03-01,germany,united kingdom,5821
2020-03-01,cyprus,united kingdom,1901
2020-03-01,spain,united kingdom,31469
2020-03-01,ireland,united kingdom,20444
2020-03-01,germany,bulgaria,1781
2020-03-01,norway,united kingdom,1682
2020-03-01,sweden,spain,4043
2020-03-01,japan,thailand,4013
2020-03-01,indonesia,thailand,1418
2020-03-01,united kingdom,romania,4179
2020-03-01,united kingdom,finland,1002
2020-03-01,france,united arab emirates,1275
2020-03-01,india,united arab emirates,11913
2020-03-01,philippines,united arab emirates,3270
2020-03-01,oman,united arab emirates,3778
2020-03-01,australia,thailand,1502
2020-03-01,united kingdom,united arab emirates,3154
2020-03-01,australia,new zealand,6728
2020-03-01,united kingdom,australia,1409
2020-03-01,andorra,spain,3833
2020-03-01,portugal,spain,15534
2020-03-01,germany,spain,8077
2020-03-01,italy,spain,6250
2020-03-01,malaysia,australia,1940
2020-03-01,egypt,united arab emirates,1775
2020-03-01,australia,united arab emirates,1294
2020-03-01,saudi arabia,united arab emirates,2056
2020-03-01,serbia,kosovo,2997
2020-03-01,poland,lithuania,2692
2020-03-01,germany,lithuania,1439
2020-03-01,latvia,lithuania,3305
2020-03-01,turkey,iraq,2337
2020-03-01,spain,colombia,1040
2020-03-01,germany,kosovo,1161
2020-03-01,united states,nigeria,1741
2020-03-01,finland,estonia,4085
2020-03-01,latvia,estonia,1999
2020-03-01,sweden,estonia,1369
2020-03-01,india,nepal,20355
2020-03-01,brazil,uruguay,8159
2020-03-01,argentina,uruguay,5153
2020-03-01,united arab emirates,oman,3765
2020-03-01,austria,slovakia,4320
2020-03-01,albania,kosovo,1743
2020-03-01,kosovo,serbia,3572
2020-03-01,united kingdom,canada,2203
2020-03-01,bolivia,chile,1338
2020-03-01,argentina,chile,10653
2020-03-01,united states,chile,1189
2020-03-01,peru,chile,4248
2020-03-01,brazil,chile,2014
2020-03-01,hungary,serbia,2619
2020-03-01,austria,serbia,1222
2020-03-01,belgium,serbia,1298
2020-03-01,bulgaria,serbia,1701
2020-03-01,bosnia and herzegovina,serbia,3875
2020-03-01,romania,serbia,1067
2020-03-01,montenegro,serbia,1109
2020-03-01,croatia,serbia,1800
2020-03-01,germany,serbia,1898
2020-03-01,vietnam,cambodia,7487
2020-03-01,hungary,slovakia,5296
2020-03-01,brazil,colombia,1281
2020-03-01,austria,hungary,12869
2020-03-01,germany,hungary,4649
2020-03-01,united kingdom,hungary,2199
2020-03-01,malaysia,bangladesh,1002
2020-03-01,romania,hungary,6686
2020-03-01,vietnam,bangladesh,1134
2020-03-01,bosnia and herzegovina,germany,2644
2020-03-01,slovakia,hungary,5884
2020-03-01,italy,albania,1117
2020-03-01,italy,portugal,1006
2020-03-01,germany,netherlands,59107
2020-03-01,germany,portugal,1896
2020-03-01,brazil,portugal,3077
2020-03-01,sweden,finland,6726
2020-03-01,italy,netherlands,2642
2020-03-01,poland,slovakia,3503
2020-03-01,bulgaria,germany,1827
2020-03-01,poland,germany,26872
2020-03-01,germany,slovakia,1304
2020-03-01,germany,egypt,2661
2020-03-01,czech republic,slovakia,8249
2020-03-01,spain,italy,6581
2020-03-01,laos,vietnam,14780
2020-03-01,south korea,vietnam,2304
2020-03-01,lithuania,germany,1193
2020-03-01,bahrain,saudi arabia,2465
2020-03-01,united states,germany,6266
2020-03-01,united states,jamaica,4122
2020-03-01,italy,germany,10508
2020-03-01,slovenia,germany,1174
2020-03-01,haiti,jamaica,1103
2020-03-01,greece,germany,1869
2020-03-01,india,saudi arabia,3509
2020-03-01,jamaica,haiti,1067
2020-03-01,czech republic,united kingdom,1579
2020-03-01,nicaragua,costa rica,1023
2020-03-01,switzerland,liechtenstein,1193
2020-03-01,malaysia,philippines,1077
2020-03-01,italy,greece,1493
2020-03-01,australia,philippines,1430
2020-03-01,taiwan,philippines,1665
2020-03-01,saudi arabia,philippines,4454
2020-03-01,south korea,philippines,1672
2020-03-01,turkey,greece,2180
2020-03-01,germany,greece,2039
2020-03-01,qatar,philippines,1313
2020-03-01,albania,greece,1302
2020-03-01,kuwait,philippines,1218
2020-03-01,canada,philippines,1193
2020-03-01,united arab emirates,philippines,3322
2020-03-01,united kingdom,greece,1825
2020-03-01,bulgaria,greece,2001
2020-03-01,algeria,tunisia,1777
2020-03-01,japan,australia,1499
2020-03-01,thailand,australia,1913
2020-03-01,united states,new zealand,1250
2020-03-01,united states,australia,3326
2020-03-01,romania,belgium,1107
2020-03-01,spain,belgium,4775
2020-03-01,malaysia,thailand,13413
2020-03-01,india,thailand,2213
2020-03-01,philippines,thailand,1220
2020-03-01,vietnam,thailand,2749
2020-03-01,taiwan,thailand,1447
2020-03-01,united states,united kingdom,16260
2020-03-01,united kingdom,iceland,1466
2020-03-01,denmark,united kingdom,1109
2020-03-01,canada,united kingdom,1768
2020-03-01,united arab emirates,united kingdom,4817
2020-03-01,switzerland,united kingdom,3746
2020-03-01,hungary,united kingdom,2255
2020-03-01,romania,bulgaria,3457
2020-03-01,united kingdom,bulgaria,2850
2020-03-01,new zealand,australia,7371
2020-03-01,indonesia,australia,4183
2020-03-01,thailand,united kingdom,1571
2020-03-01,bolivia,brazil,1854
2020-03-01,uruguay,brazil,5989
2020-03-01,spain,brazil,1124
2020-03-01,turkey,france,1313
2020-03-01,india,france,1151
2020-03-01,poland,france,1800
2020-03-01,hungary,france,1174
2020-03-01,peru,bolivia,1275
2020-03-01,germany,croatia,1707
2020-03-01,liechtenstein,switzerland,1023
2020-03-01,india,kuwait,2033
2020-03-01,tunisia,france,2052
2020-03-01,united kingdom,cyprus,2510
2020-03-01,bangladesh,united arab emirates,1067
2020-03-01,france,netherlands,11806
2020-03-01,france,portugal,5447
2020-03-01,turkey,netherlands,1157
2020-03-01,greece,albania,2701
2020-03-01,poland,netherlands,5361
2020-03-01,czech republic,netherlands,1073
2020-03-01,spain,finland,1520
2020-03-01,germany,united arab emirates,1117
2020-03-01,serbia,belgium,1023
2020-03-01,malaysia,brunei,2930
2020-03-01,united kingdom,ireland,21300
2020-03-01,honduras,el salvador,1247
2020-03-01,serbia,austria,1859
2020-03-01,poland,austria,2125
2020-03-01,hungary,austria,10754
2020-03-01,belgium,poland,1388
2020-03-01,lithuania,poland,1808
2020-03-01,united kingdom,poland,7825
2020-03-01,poland,norway,2262
2020-03-01,united kingdom,denmark,1714
2020-03-01,united states,peru,2192
2020-03-01,el salvador,honduras,1430
2020-03-01,panama,costa rica,1575
2020-03-01,united states,costa rica,4076
2020-03-01,romania,moldova,2984
2020-03-01,indonesia,malaysia,16220
2020-03-01,india,malaysia,1890
2020-03-01,taiwan,malaysia,1082
2020-03-01,sweden,denmark,7726
2020-03-01,united states,puerto rico,11036
2020-03-01,united states,the bahamas,7163
2020-03-01,belgium,luxembourg,4003
2020-03-01,taiwan,japan,1218
2020-03-01,norway,germany,1512
2020-03-01,india,germany,1466
2020-03-01,united kingdom,germany,5647
2020-03-01,kosovo,germany,1598
2020-03-01,hungary,germany,6077
2020-03-01,united states,qatar,1298
2020-03-01,austria,romania,3555
2020-03-01,germany,romania,7474
2020-03-01,bulgaria,romania,4215
2020-03-01,turkey,bulgaria,4229
2020-03-01,united states,philippines,3278
2020-03-01,thailand,philippines,1220
2020-03-01,japan,philippines,3293
2020-03-01,sweden,norway,12329
2020-03-01,colombia,brazil,1390
2020-03-01,chile,brazil,1980
2020-03-01,paraguay,brazil,11957
2020-03-01,denmark,germany,5786
2020-03-01,romania,germany,9782
2020-03-01,netherlands,germany,28760
2020-03-01,france,germany,16842
2020-03-01,thailand,laos,19832
2020-03-01,vietnam,laos,11363
2020-03-01,estonia,latvia,1367
2020-03-01,sweden,latvia,1310
2020-03-01,lithuania,latvia,2730
2020-03-01,saudi arabia,turkey,1235
2020-03-01,germany,turkey,5153
2020-03-01,cyprus,turkey,2373
2020-03-01,austria,poland,1703
2020-03-01,georgia,turkey,1705
2020-03-01,bulgaria,turkey,3767
2020-03-01,greece,turkey,2232
2020-03-01,iraq,turkey,2081
2020-03-01,united kingdom,turkey,1823
2020-03-01,indonesia,taiwan,3110
2020-03-01,thailand,taiwan,1604
2020-03-01,italy,slovenia,3331
2020-03-01,france,luxembourg,6357
2020-03-01,france,turkey,1378
2020-03-01,germany,poland,23661
2020-03-01,hungary,poland,1048
2020-03-01,thailand,malaysia,18356
2020-03-01,estonia,finland,4754
2020-03-01,thailand,sweden,1203
2020-03-01,italy,sweden,1915
2020-03-01,united kingdom,sweden,1640
2020-03-01,serbia,romania,1082
2020-03-01,italy,romania,3616
2020-03-01,spain,romania,1863
2020-03-01,france,spain,33579
2020-03-01,spain,netherlands,4736
2020-03-01,netherlands,spain,4576
2020-03-01,colombia,spain,1237
2020-03-01,romania,spain,1909
2020-03-01,ireland,spain,2268
2020-03-01,switzerland,spain,1670
2020-03-01,united kingdom,spain,28304
2020-03-01,brazil,spain,1226
2020-03-01,thailand,japan,1980
2020-03-01,philippines,japan,3104
2020-03-01,belgium,spain,4145
2020-03-01,kuwait,iraq,1012
2020-03-01,spain,portugal,13322
2020-03-01,united kingdom,netherlands,8497
2020-03-01,japan,malaysia,1151
2020-03-01,brazil,bolivia,1968
2020-03-01,netherlands,france,5865
2020-03-01,united states,france,5531
2020-03-01,algeria,france,2146
2020-03-01,denmark,france,1159
2020-03-01,canada,france,1273
2020-03-01,czech republic,france,1197
2020-03-01,united kingdom,portugal,5088
2020-03-01,austria,switzerland,4631
2020-03-01,united states,switzerland,1319
2020-03-01,united kingdom,switzerland,3060
2020-03-01,austria,croatia,1653
2020-03-01,bosnia and herzegovina,croatia,7392
2020-03-01,egypt,kuwait,1800
2020-03-01,argentina,paraguay,4591
2020-03-01,united states,netherlands,3125
2020-03-01,austria,netherlands,14608
2020-03-01,germany,switzerland,16760
2020-03-01,france,algeria,2270
2020-03-01,india,canada,1686
2020-03-01,france,canada,1268
2020-03-01,brazil,paraguay,9807
2020-03-01,south korea,japan,1369
2020-03-01,united states,belgium,1224
2020-03-01,italy,belgium,5426
2020-03-01,united kingdom,belgium,4305
2020-03-01,france,andorra,1745
2020-03-01,france,thailand,1938
2020-03-01,south korea,thailand,1951
2020-03-01,united kingdom,thailand,1586
2020-03-01,united kingdom,malta,1741
2020-03-01,italy,san marino,1852
2020-03-01,vietnam,taiwan,3744
2020-03-01,colombia,panama,1136
2020-03-01,dominican republic,united states,7478
2020-03-01,costa rica,united states,4383
2020-03-01,st. lucia,united states,1029
2020-03-01,chile,united states,1195
2020-03-01,switzerland,italy,9828
2020-03-01,united kingdom,italy,7386
2020-03-01,germany,italy,8156
2020-03-01,slovenia,italy,2927
2020-03-01,turkey,united kingdom,2071
2020-03-01,iceland,united kingdom,1361
2020-03-01,india,united kingdom,3450
2020-03-01,greece,united kingdom,1371
2020-03-01,australia,united kingdom,1489
2020-03-01,malta,united kingdom,1659
2020-03-01,croatia,slovenia,6017
2020-03-01,austria,slovenia,5324
2020-03-01,peru,united states,2174
2020-03-01,indonesia,india,6126
2020-03-01,united arab emirates,india,10517
2020-03-01,vietnam,india,2577
2020-03-01,united arab emirates,pakistan,3933
2020-03-01,france,italy,9923
2020-03-01,netherlands,italy,1995
2020-03-01,albania,italy,1052
2020-03-01,egypt,italy,1928
2020-03-01,croatia,italy,1023
2020-03-01,kuwait,india,1397
2020-03-01,puerto rico,united states,10460
2020-03-01,argentina,united states,1565
2020-03-01,switzerland,united states,1254
2020-03-01,austria,france,1785
2020-03-01,belgium,france,28344
2020-03-01,germany,france,20916
2020-03-01,united kingdom,france,23512
2020-03-01,switzerland,france,29597
2020-03-01,spain,france,24898
2020-03-01,ireland,france,1126
2020-03-01,united arab emirates,egypt,1747
2020-03-01,luxembourg,france,11460
2020-03-01,italy,egypt,1512
2020-03-01,saudi arabia,egypt,3994
2020-03-01,serbia,bulgaria,1415
2020-03-01,sweden,austria,1023
2020-03-01,denmark,austria,1268
2020-03-01,germany,austria,42365
2020-03-01,czech republic,austria,7825
2020-03-01,canada,dominican republic,2182
2020-03-01,united states,brazil,4746
2020-03-01,kuwait,egypt,1130
2020-03-01,netherlands,united kingdom,8488
2020-03-01,romania,france,1791
2020-03-01,palestine,jordan,1264
2020-03-01,brazil,united states,5023
2020-03-01,tunisia,libya,4620
2020-03-01,guatemala,el salvador,2652
2020-03-01,chile,argentina,11046
2020-03-01,united states,argentina,1376
2020-03-01,chile,peru,3591
2020-03-01,ecuador,peru,1991
2020-03-01,saint kitts and nevis,puerto rico,1382
2020-03-01,sweden,france,1260
2020-03-01,st. lucia,barbados,1279
2020-03-01,brunei,malaysia,2804
2020-03-01,france,poland,1686
2020-03-01,netherlands,poland,3215
2020-03-01,spain,poland,1733
2020-03-01,slovakia,poland,3770
2020-03-01,sweden,poland,1915
2020-03-01,italy,poland,2132
2020-03-01,czech republic,poland,6930
2020-03-01,philippines,malaysia,1340
2020-03-01,united states,canada,49136
2020-03-01,france,united kingdom,21449
2020-03-01,italy,hungary,1495
2020-03-01,germany,sweden,3818
2020-03-01,estonia,sweden,1222
2020-03-01,spain,sweden,4578
2020-03-01,saudi arabia,pakistan,2155
2020-03-01,india,sri lanka,1367
2020-03-01,tunisia,algeria,2587
2020-03-01,sweden,germany,2117
2020-03-01,luxembourg,germany,5000
2020-03-01,austria,germany,52393
2020-03-01,belgium,germany,8054
2020-03-01,czech republic,germany,11676
2020-03-01,malaysia,india,2117
2020-03-01,thailand,india,2455
2020-03-01,bangladesh,india,19209
2020-03-01,bhutan,india,6336
2020-03-01,nepal,india,17056
2020-03-01,japan,taiwan,2276
2020-03-01,austria,sweden,1844
2020-03-01,pakistan,saudi arabia,1852
2020-03-01,bangladesh,saudi arabia,1289
2020-03-01,qatar,india,2398
2020-03-01,jamaica,canada,1052
2020-03-01,dominican republic,canada,2982
2020-03-01,malaysia,vietnam,1819
2020-03-01,india,vietnam,2497
2020-03-01,cambodia,vietnam,8232
2020-03-01,san marino,italy,2136
2020-03-01,romania,italy,3007
2020-03-01,belgium,italy,1151
2020-03-01,philippines,taiwan,2373
2020-03-01,brazil,italy,1054
2020-03-01,india,italy,1231
2020-03-01,greece,italy,1050
2020-03-01,hungary,italy,1319
2020-03-01,saudi arabia,india,3074
2020-03-01,pakistan,india,8394
2020-03-01,sri lanka,india,1306
2020-03-01,oman,india,1178
2020-03-01,italy,india,1124
2020-03-01,united states,italy,2192
2020-03-01,czech republic,hungary,1512
2020-03-01,germany,luxembourg,5011
2020-03-01,colombia,peru,1086
2020-03-01,united states,taiwan,1934
2020-03-01,serbia,germany,2459
2020-03-01,portugal,germany,1922
2020-03-01,egypt,germany,2495
2020-03-01,turkey,germany,5166
2020-03-01,thailand,germany,1264
2020-03-01,croatia,germany,3100
2020-03-01,united arab emirates,germany,1558
2020-03-01,malaysia,taiwan,1443
2020-03-01,switzerland,germany,13887
2020-03-01,slovakia,germany,1905
2020-03-01,india,turkey,1218
2020-03-01,united states,turkey,1161
2020-03-01,philippines,qatar,1506
2020-03-01,uruguay,argentina,6791
2020-03-01,paraguay,argentina,5366
2020-03-01,france,hungary,1021
2020-03-01,india,bangladesh,20288
2020-03-01,spain,germany,7724
2020-03-01,bolivia,peru,1187
2020-03-01,chile,bolivia,1168
2020-03-01,united arab emirates,italy,1338
2020-03-01,saudi arabia,bangladesh,1470
2020-03-01,serbia,hungary,2165
2020-03-01,poland,hungary,1182
2020-03-01,india,qatar,2400
2020-03-01,united arab emirates,qatar,1338
2020-03-01,france,romania,1712
2020-03-01,netherlands,romania,1117
2020-03-01,moldova,romania,2726
2020-03-01,hungary,romania,8175
2020-03-01,united arab emirates,kuwait,1073
2020-03-01,philippines,kuwait,1140
2020-03-01,italy,switzerland,7888
2020-03-01,united kingdom,norway,1894
2020-03-01,thailand,vietnam,2589
2020-03-01,bangladesh,vietnam,1172
2020-03-01,taiwan,vietnam,2426
2020-03-01,portugal,italy,1077
2020-03-01,austria,italy,4643
2020-03-01,czech republic,italy,1426
2020-03-01,norway,poland,1978
2020-03-02,malaysia,australia,1325
2020-03-02,new zealand,australia,6760
2020-03-02,egypt,united kingdom,1029
